concept_id,keep_entry_in_codeset,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason
19113014,NA,fluticasone propionate,Drug,RxNorm,Precise Ingredient,NULL,50121,1970-01-01,2099-12-31,NULL
40171015,NA,fluticasone propionate 0.00005 MG/MG,Drug,RxNorm,Clinical Drug Comp,S,895486,2010-01-31,2099-12-31,NULL
40171018,NA,fluticasone propionate 0.00005 MG/MG [Cutivate],Drug,RxNorm,Branded Drug Comp,S,895696,2010-01-31,2099-12-31,NULL
40171016,NA,fluticasone propionate 0.00005 MG/MG Topical Ointment,Drug,RxNorm,Clinical Drug,S,895487,2010-01-31,2099-12-31,NULL
40171017,NA,fluticasone propionate 0.00005 MG/MG Topical Ointment [Cutivate],Drug,RxNorm,Branded Drug,S,895697,2010-01-31,2099-12-31,NULL
1593605,NA,fluticasone propionate 0.0275 MG/ACTUAT,Drug,RxNorm,Clinical Drug Comp,S,1866621,2017-08-07,2099-12-31,NULL
1593607,NA,fluticasone propionate 0.0275 MG/ACTUAT [Flonase],Drug,RxNorm,Branded Drug Comp,S,1866623,2017-08-07,2099-12-31,NULL
1593606,NA,fluticasone propionate 0.0275 MG/ACTUAT Metered Dose Nasal Spray,Drug,RxNorm,Clinical Drug,S,1866622,2017-08-07,2099-12-31,NULL
1593608,NA,fluticasone propionate 0.0275 MG/ACTUAT Metered Dose Nasal Spray [Flonase],Drug,RxNorm,Branded Drug,S,1866624,2017-08-07,2099-12-31,NULL
40171019,NA,fluticasone propionate 0.044 MG/ACTUAT,Drug,RxNorm,Clinical Drug Comp,S,895993,2010-01-31,2099-12-31,NULL
40171020,NA,fluticasone propionate 0.044 MG/ACTUAT [Flovent],Drug,RxNorm,Branded Drug Comp,S,895995,2010-01-31,2099-12-31,NULL
42902702,NA,fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler,Drug,RxNorm,Clinical Drug,S,1359815,2012-12-03,2099-12-31,NULL
42903180,NA,fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],Drug,RxNorm,Branded Drug,S,1360293,2012-12-03,2099-12-31,NULL
40171021,NA,fluticasone propionate 0.045 MG/ACTUAT,Drug,RxNorm,Clinical Drug Comp,S,896230,2010-01-31,2099-12-31,NULL
40171022,NA,fluticasone propionate 0.045 MG/ACTUAT / salmeterol 0.021 MG/ACTUAT [Advair],Drug,RxNorm,Branded Drug Comp,S,896233,2010-01-31,2099-12-31,NULL
42902807,NA,fluticasone propionate 0.045 MG/ACTUAT / salmeterol 0.021 MG/ACTUAT Metered Dose Inhaler,Drug,RxNorm,Clinical Drug,S,1359920,2012-12-03,2099-12-31,NULL
42902351,NA,fluticasone propionate 0.045 MG/ACTUAT / salmeterol 0.021 MG/ACTUAT Metered Dose Inhaler [Advair],Drug,RxNorm,Branded Drug,S,1359464,2012-12-03,2099-12-31,NULL
40171023,NA,fluticasone propionate 0.05 MG/ACTUAT,Drug,RxNorm,Clinical Drug Comp,S,896014,2010-01-31,2099-12-31,NULL
36249768,NA,fluticasone propionate 0.05 MG/ACTUAT [Aller-Flo],Drug,RxNorm,Branded Drug Comp,S,1795959,2016-08-01,2099-12-31,NULL
35606162,NA,fluticasone propionate 0.05 MG/ACTUAT [Clarispray],Drug,RxNorm,Branded Drug Comp,S,1742499,2016-05-02,2099-12-31,NULL
40171024,NA,fluticasone propionate 0.05 MG/ACTUAT [Flonase],Drug,RxNorm,Branded Drug Comp,S,896322,2010-01-31,2099-12-31,NULL
40171025,NA,fluticasone propionate 0.05 MG/ACTUAT [Flovent],Drug,RxNorm,Branded Drug Comp,S,896016,2010-01-31,2099-12-31,NULL
793577,NA,fluticasone propionate 0.05 MG/ACTUAT [Fluticare],Drug,RxNorm,Branded Drug Comp,S,1996208,2018-02-05,2099-12-31,NULL
36249727,NA,fluticasone propionate 0.05 MG/ACTUAT [Nasoflow],Drug,RxNorm,Branded Drug Comp,S,1795587,2016-08-01,2099-12-31,NULL
1592698,NA,fluticasone propionate 0.05 MG/ACTUAT [Nasopro 24],Drug,RxNorm,Branded Drug Comp,S,1872963,2017-08-07,2099-12-31,NULL
42903087,NA,fluticasone propionate 0.05 MG/ACTUAT Dry Powder Inhaler,Drug,RxNorm,Clinical Drug,S,1360200,2012-12-03,2099-12-31,NULL
42903365,NA,fluticasone propionate 0.05 MG/ACTUAT Dry Powder Inhaler [Flovent],Drug,RxNorm,Branded Drug,S,1360478,2012-12-03,2099-12-31,NULL
36250141,NA,fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray,Drug,RxNorm,Clinical Drug,S,1797907,2016-08-01,2099-12-31,NULL
36250143,NA,fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray [Aller-Flo],Drug,RxNorm,Branded Drug,S,1797909,2016-08-01,2099-12-31,NULL
36250153,NA,fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray [Clarispray],Drug,RxNorm,Branded Drug,S,1797919,2016-08-01,2099-12-31,NULL
36250167,NA,fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray [Flonase],Drug,RxNorm,Branded Drug,S,1797933,2016-08-01,2099-12-31,NULL
793581,NA,fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray [Fluticare],Drug,RxNorm,Branded Drug,S,1996212,2018-02-05,2099-12-31,NULL
36250169,NA,fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray [Nasoflow],Drug,RxNorm,Branded Drug,S,1797935,2016-08-01,2099-12-31,NULL
1592702,NA,fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray [Nasopro 24],Drug,RxNorm,Branded Drug,S,1872967,2017-08-07,2099-12-31,NULL
1593839,NA,fluticasone propionate 0.055 MG/ACTUAT,Drug,RxNorm,Clinical Drug Comp,S,1918208,2017-08-07,2099-12-31,NULL
37002846,NA,fluticasone propionate 0.055 MG/ACTUAT / salmeterol 0.014 MG/ACTUAT [AirDuo],Drug,RxNorm,Branded Drug Comp,S,2395830,2021-01-04,2099-12-31,NULL
1593843,NA,fluticasone propionate 0.055 MG/ACTUAT / salmeterol 0.014 MG/ACTUAT Dry Powder Inhaler,Drug,RxNorm,Clinical Drug,S,1918212,2017-08-07,2099-12-31,NULL
1593844,NA,fluticasone propionate 0.055 MG/ACTUAT / salmeterol 0.014 MG/ACTUAT Dry Powder Inhaler [AirDuo],Drug,RxNorm,Branded Drug,S,1918213,2017-08-07,2099-12-31,NULL
793937,NA,fluticasone propionate 0.055 MG/ACTUAT [Armonair],Drug,RxNorm,Branded Drug Comp,S,1941612,2018-02-05,2099-12-31,NULL
793939,NA,fluticasone propionate 0.055 MG/ACTUAT Dry Powder Inhaler,Drug,RxNorm,Clinical Drug,S,1941614,2018-02-05,2099-12-31,NULL
793940,NA,fluticasone propionate 0.055 MG/ACTUAT Dry Powder Inhaler [Armonair],Drug,RxNorm,Branded Drug,S,1941615,2018-02-05,2099-12-31,NULL
792586,NA,fluticasone propionate 0.093 MG/ACTUAT,Drug,RxNorm,Clinical Drug Comp,S,1946582,2018-02-05,2099-12-31,NULL
792589,NA,fluticasone propionate 0.093 MG/ACTUAT [Xhance],Drug,RxNorm,Branded Drug Comp,S,1946585,2018-02-05,2099-12-31,NULL
792587,NA,fluticasone propionate 0.093 MG/ACTUAT Metered Dose Nasal Spray,Drug,RxNorm,Clinical Drug,S,1946583,2018-02-05,2099-12-31,NULL
792593,NA,fluticasone propionate 0.093 MG/ACTUAT Metered Dose Nasal Spray [Xhance],Drug,RxNorm,Branded Drug,S,1946589,2018-02-05,2099-12-31,NULL
40171026,NA,fluticasone propionate 0.1 MG/ACTUAT,Drug,RxNorm,Clinical Drug Comp,S,896020,2010-01-31,2099-12-31,NULL
40171027,NA,fluticasone propionate 0.1 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT [Advair],Drug,RxNorm,Branded Drug Comp,S,896163,2010-01-31,2099-12-31,NULL
1366410,NA,fluticasone propionate 0.1 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT [Wixela],Drug,RxNorm,Branded Drug Comp,S,2110507,2019-04-01,2099-12-31,NULL
42902666,NA,fluticasone propionate 0.1 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,Drug,RxNorm,Clinical Drug,S,1359779,2012-12-03,2099-12-31,NULL
42902665,NA,fluticasone propionate 0.1 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler [Advair],Drug,RxNorm,Branded Drug,S,1359778,2012-12-03,2099-12-31,NULL
1366413,NA,fluticasone propionate 0.1 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler [Wixela],Drug,RxNorm,Branded Drug,S,2110511,2019-04-01,2099-12-31,NULL
40171028,NA,fluticasone propionate 0.1 MG/ACTUAT [Flovent],Drug,RxNorm,Branded Drug Comp,S,896022,2010-01-31,2099-12-31,NULL
42902447,NA,fluticasone propionate 0.1 MG/ACTUAT Dry Powder Inhaler,Drug,RxNorm,Clinical Drug,S,1359560,2012-12-03,2099-12-31,NULL
42903103,NA,fluticasone propionate 0.1 MG/ACTUAT Dry Powder Inhaler [Flovent],Drug,RxNorm,Branded Drug,S,1360216,2012-12-03,2099-12-31,NULL
40171029,NA,fluticasone propionate 0.11 MG/ACTUAT,Drug,RxNorm,Clinical Drug Comp,S,895998,2010-01-31,2099-12-31,NULL
40171030,NA,fluticasone propionate 0.11 MG/ACTUAT [Flovent],Drug,RxNorm,Branded Drug Comp,S,896000,2010-01-31,2099-12-31,NULL
42903220,NA,fluticasone propionate 0.11 MG/ACTUAT Metered Dose Inhaler,Drug,RxNorm,Clinical Drug,S,1360333,2012-12-03,2099-12-31,NULL
42902635,NA,fluticasone propionate 0.11 MG/ACTUAT Metered Dose Inhaler [Flovent],Drug,RxNorm,Branded Drug,S,1359748,2012-12-03,2099-12-31,NULL
1593823,NA,fluticasone propionate 0.113 MG/ACTUAT,Drug,RxNorm,Clinical Drug Comp,S,1918192,2017-08-07,2099-12-31,NULL
37002843,NA,fluticasone propionate 0.113 MG/ACTUAT / salmeterol 0.014 MG/ACTUAT [AirDuo],Drug,RxNorm,Branded Drug Comp,S,2395827,2021-01-04,2099-12-31,NULL
1593831,NA,fluticasone propionate 0.113 MG/ACTUAT / salmeterol 0.014 MG/ACTUAT Dry Powder Inhaler,Drug,RxNorm,Clinical Drug,S,1918200,2017-08-07,2099-12-31,NULL
1593832,NA,fluticasone propionate 0.113 MG/ACTUAT / salmeterol 0.014 MG/ACTUAT Dry Powder Inhaler [AirDuo],Drug,RxNorm,Branded Drug,S,1918201,2017-08-07,2099-12-31,NULL
793914,NA,fluticasone propionate 0.113 MG/ACTUAT [Armonair],Drug,RxNorm,Branded Drug Comp,S,1941533,2018-02-05,2099-12-31,NULL
793918,NA,fluticasone propionate 0.113 MG/ACTUAT Dry Powder Inhaler,Drug,RxNorm,Clinical Drug,S,1941537,2018-02-05,2099-12-31,NULL
793919,NA,fluticasone propionate 0.113 MG/ACTUAT Dry Powder Inhaler [Armonair],Drug,RxNorm,Branded Drug,S,1941538,2018-02-05,2099-12-31,NULL
40171031,NA,fluticasone propionate 0.115 MG/ACTUAT,Drug,RxNorm,Clinical Drug Comp,S,896238,2010-01-31,2099-12-31,NULL
40171032,NA,fluticasone propionate 0.115 MG/ACTUAT / salmeterol 0.021 MG/ACTUAT [Advair],Drug,RxNorm,Branded Drug Comp,S,896241,2010-01-31,2099-12-31,NULL
42902547,NA,fluticasone propionate 0.115 MG/ACTUAT / salmeterol 0.021 MG/ACTUAT Metered Dose Inhaler,Drug,RxNorm,Clinical Drug,S,1359660,2012-12-03,2099-12-31,NULL
42902808,NA,fluticasone propionate 0.115 MG/ACTUAT / salmeterol 0.021 MG/ACTUAT Metered Dose Inhaler [Advair],Drug,RxNorm,Branded Drug,S,1359921,2012-12-03,2099-12-31,NULL
40171033,NA,fluticasone propionate 0.22 MG/ACTUAT,Drug,RxNorm,Clinical Drug Comp,S,896003,2010-01-31,2099-12-31,NULL
40171034,NA,fluticasone propionate 0.22 MG/ACTUAT [Flovent],Drug,RxNorm,Branded Drug Comp,S,896005,2010-01-31,2099-12-31,NULL
42902960,NA,fluticasone propionate 0.22 MG/ACTUAT Metered Dose Inhaler,Drug,RxNorm,Clinical Drug,S,1360073,2012-12-03,2099-12-31,NULL
42902500,NA,fluticasone propionate 0.22 MG/ACTUAT Metered Dose Inhaler [Flovent],Drug,RxNorm,Branded Drug,S,1359613,2012-12-03,2099-12-31,NULL
40171035,NA,fluticasone propionate 0.23 MG/ACTUAT,Drug,RxNorm,Clinical Drug Comp,S,896266,2010-01-31,2099-12-31,NULL
40171036,NA,fluticasone propionate 0.23 MG/ACTUAT / salmeterol 0.021 MG/ACTUAT [Advair],Drug,RxNorm,Branded Drug Comp,S,896269,2010-01-31,2099-12-31,NULL
42902703,NA,fluticasone propionate 0.23 MG/ACTUAT / salmeterol 0.021 MG/ACTUAT Metered Dose Inhaler,Drug,RxNorm,Clinical Drug,S,1359816,2012-12-03,2099-12-31,NULL
42902951,NA,fluticasone propionate 0.23 MG/ACTUAT / salmeterol 0.021 MG/ACTUAT Metered Dose Inhaler [Advair],Drug,RxNorm,Branded Drug,S,1360064,2012-12-03,2099-12-31,NULL
1593833,NA,fluticasone propionate 0.232 MG/ACTUAT,Drug,RxNorm,Clinical Drug Comp,S,1918202,2017-08-07,2099-12-31,NULL
37002849,NA,fluticasone propionate 0.232 MG/ACTUAT / salmeterol 0.014 MG/ACTUAT [AirDuo],Drug,RxNorm,Branded Drug Comp,S,2395833,2021-01-04,2099-12-31,NULL
1593837,NA,fluticasone propionate 0.232 MG/ACTUAT / salmeterol 0.014 MG/ACTUAT Dry Powder Inhaler,Drug,RxNorm,Clinical Drug,S,1918206,2017-08-07,2099-12-31,NULL
1593838,NA,fluticasone propionate 0.232 MG/ACTUAT / salmeterol 0.014 MG/ACTUAT Dry Powder Inhaler [AirDuo],Drug,RxNorm,Branded Drug,S,1918207,2017-08-07,2099-12-31,NULL
793932,NA,fluticasone propionate 0.232 MG/ACTUAT [Armonair],Drug,RxNorm,Branded Drug Comp,S,1941606,2018-02-05,2099-12-31,NULL
793934,NA,fluticasone propionate 0.232 MG/ACTUAT Dry Powder Inhaler,Drug,RxNorm,Clinical Drug,S,1941608,2018-02-05,2099-12-31,NULL
793935,NA,fluticasone propionate 0.232 MG/ACTUAT Dry Powder Inhaler [Armonair],Drug,RxNorm,Branded Drug,S,1941609,2018-02-05,2099-12-31,NULL
40171037,NA,fluticasone propionate 0.25 MG/ACTUAT,Drug,RxNorm,Clinical Drug Comp,S,896024,2010-01-31,2099-12-31,NULL
40171038,NA,fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT [Advair],Drug,RxNorm,Branded Drug Comp,S,896188,2010-01-31,2099-12-31,NULL
1366414,NA,fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT [Wixela],Drug,RxNorm,Branded Drug Comp,S,2110512,2019-04-01,2099-12-31,NULL
42902746,NA,fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,Drug,RxNorm,Clinical Drug,S,1359859,2012-12-03,2099-12-31,NULL
42902601,NA,fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler [Advair],Drug,RxNorm,Branded Drug,S,1359714,2012-12-03,2099-12-31,NULL
1366415,NA,fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler [Wixela],Drug,RxNorm,Branded Drug,S,2110514,2019-04-01,2099-12-31,NULL
40171039,NA,fluticasone propionate 0.25 MG/ACTUAT [Flovent],Drug,RxNorm,Branded Drug Comp,S,896026,2010-01-31,2099-12-31,NULL
42902934,NA,fluticasone propionate 0.25 MG/ACTUAT Dry Powder Inhaler,Drug,RxNorm,Clinical Drug,S,1360047,2012-12-03,2099-12-31,NULL
42902933,NA,fluticasone propionate 0.25 MG/ACTUAT Dry Powder Inhaler [Flovent],Drug,RxNorm,Branded Drug,S,1360046,2012-12-03,2099-12-31,NULL
40171042,NA,fluticasone propionate 0.5 MG/ACTUAT,Drug,RxNorm,Clinical Drug Comp,S,896217,2010-01-31,2099-12-31,NULL
40171043,NA,fluticasone propionate 0.5 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT [Advair],Drug,RxNorm,Branded Drug Comp,S,896220,2010-01-31,2099-12-31,NULL
1366416,NA,fluticasone propionate 0.5 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT [Wixela],Drug,RxNorm,Branded Drug Comp,S,2110515,2019-04-01,2099-12-31,NULL
42902745,NA,fluticasone propionate 0.5 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,Drug,RxNorm,Clinical Drug,S,1359858,2012-12-03,2099-12-31,NULL
42902878,NA,fluticasone propionate 0.5 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler [Advair],Drug,RxNorm,Branded Drug,S,1359991,2012-12-03,2099-12-31,NULL
1366417,NA,fluticasone propionate 0.5 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler [Wixela],Drug,RxNorm,Branded Drug,S,2110517,2019-04-01,2099-12-31,NULL
40171044,NA,fluticasone propionate 0.5 MG/ML,Drug,RxNorm,Clinical Drug Comp,S,895986,2010-01-31,2099-12-31,NULL
1510935,NA,fluticasone propionate 0.5 MG/ML [Beser],Drug,RxNorm,Branded Drug Comp,S,2121407,2019-05-06,2099-12-31,NULL
40171049,NA,fluticasone propionate 0.5 MG/ML [Cutivate],Drug,RxNorm,Branded Drug Comp,S,895988,2010-01-31,2099-12-31,NULL
40171045,NA,fluticasone propionate 0.5 MG/ML Topical Cream,Drug,RxNorm,Clinical Drug,S,895987,2010-01-31,2099-12-31,NULL
40171046,NA,fluticasone propionate 0.5 MG/ML Topical Cream [Cutivate],Drug,RxNorm,Branded Drug,S,895989,2010-01-31,2099-12-31,NULL
40171047,NA,fluticasone propionate 0.5 MG/ML Topical Lotion,Drug,RxNorm,Clinical Drug,S,895990,2010-01-31,2099-12-31,NULL
1510938,NA,fluticasone propionate 0.5 MG/ML Topical Lotion [Beser],Drug,RxNorm,Branded Drug,S,2121410,2019-05-06,2099-12-31,NULL
40171048,NA,fluticasone propionate 0.5 MG/ML Topical Lotion [Cutivate],Drug,RxNorm,Branded Drug,S,895991,2010-01-31,2099-12-31,NULL
40058408,NA,fluticasone Topical Cream,Drug,RxNorm,Clinical Drug Form,S,378620,1970-01-01,2099-12-31,NULL
40058409,NA,fluticasone Topical Cream [Cutivate],Drug,RxNorm,Branded Drug Form,S,362259,1970-01-01,2099-12-31,NULL
40126135,NA,fluticasone Topical Lotion,Drug,RxNorm,Clinical Drug Form,S,577392,2005-11-13,2099-12-31,NULL
1510936,NA,fluticasone Topical Lotion [Beser],Drug,RxNorm,Branded Drug Form,S,2121408,2019-05-06,2099-12-31,NULL
40126136,NA,fluticasone Topical Lotion [Cutivate],Drug,RxNorm,Branded Drug Form,S,584217,2005-11-13,2099-12-31,NULL
40058410,NA,fluticasone Topical Ointment,Drug,RxNorm,Clinical Drug Form,S,372254,1970-01-01,2099-12-31,NULL
40058411,NA,fluticasone Topical Ointment [Cutivate],Drug,RxNorm,Branded Drug Form,S,367327,1970-01-01,2099-12-31,NULL
36220589,NA,fluticasone Topical Product,Drug,RxNorm,Clinical Dose Group,C,1165657,2016-08-01,2099-12-31,NULL
36027019,NA,formoterol / Mometasone,Drug,RxNorm,Multiple Ingredients,NULL,1002293,2010-08-30,2099-12-31,NULL
36220577,NA,formoterol / mometasone Inhalant Product,Drug,RxNorm,Clinical Dose Group,C,1165644,2016-08-01,2099-12-31,NULL
40223712,NA,formoterol / mometasone Metered Dose Inhaler,Drug,RxNorm,Clinical Drug Form,S,998040,2010-08-01,2099-12-31,NULL
40223714,NA,formoterol / mometasone Metered Dose Inhaler [Dulera],Drug,RxNorm,Branded Drug Form,S,998049,2010-08-01,2099-12-31,NULL
1361589,NA,formoterol fumarate 0.005 MG/ACTUAT / mometasone furoate 0.05 MG/ACTUAT [Dulera],Drug,RxNorm,Branded Drug Comp,S,2196591,2019-09-03,2099-12-31,NULL
1361590,NA,formoterol fumarate 0.005 MG/ACTUAT / mometasone furoate 0.05 MG/ACTUAT Metered Dose Inhaler,Drug,RxNorm,Clinical Drug,S,2196593,2019-09-03,2099-12-31,NULL
1361591,NA,formoterol fumarate 0.005 MG/ACTUAT / mometasone furoate 0.05 MG/ACTUAT Metered Dose Inhaler [Dulera],Drug,RxNorm,Branded Drug,S,2196690,2019-09-03,2099-12-31,NULL
42706350,NA,formoterol fumarate 0.005 MG/ACTUAT / mometasone furoate 0.1 MG/ACTUAT [Dulera],Drug,RxNorm,Branded Drug Comp,S,1246309,2012-05-07,2099-12-31,NULL
42903122,NA,formoterol fumarate 0.005 MG/ACTUAT / mometasone furoate 0.1 MG/ACTUAT Metered Dose Inhaler,Drug,RxNorm,Clinical Drug,S,1360235,2012-12-03,2099-12-31,NULL
42902501,NA,formoterol fumarate 0.005 MG/ACTUAT / mometasone furoate 0.1 MG/ACTUAT Metered Dose Inhaler [Dulera],Drug,RxNorm,Branded Drug,S,1359614,2012-12-03,2099-12-31,NULL
42706351,NA,formoterol fumarate 0.005 MG/ACTUAT / mometasone furoate 0.2 MG/ACTUAT [Dulera],Drug,RxNorm,Branded Drug Comp,S,1246312,2012-05-07,2099-12-31,NULL
42902950,NA,formoterol fumarate 0.005 MG/ACTUAT / mometasone furoate 0.2 MG/ACTUAT Metered Dose Inhaler,Drug,RxNorm,Clinical Drug,S,1360063,2012-12-03,2099-12-31,NULL
42902603,NA,formoterol fumarate 0.005 MG/ACTUAT / mometasone furoate 0.2 MG/ACTUAT Metered Dose Inhaler [Dulera],Drug,RxNorm,Branded Drug,S,1359716,2012-12-03,2099-12-31,NULL
36028020,NA,Framycetin / Hydrocortisone,Drug,RxNorm,Multiple Ingredients,NULL,1007907,2010-08-30,2099-12-31,NULL
40039246,NA,framycetin / hydrocortisone Topical Ointment,Drug,RxNorm,Clinical Drug Form,S,439938,1970-01-01,2099-12-31,NULL
36224605,NA,framycetin / hydrocortisone Topical Product,Drug,RxNorm,Clinical Dose Group,C,1162679,2016-08-01,2099-12-31,NULL
40039247,NA,framycetin / hydrocortisone Topical Spray,Drug,RxNorm,Clinical Drug Form,S,439765,1970-01-01,2099-12-31,NULL
19105189,NA,framycetin 0.005 MG/MG / hydrocortisone 0.005 MG/MG Topical Ointment,Drug,RxNorm,Clinical Drug,S,418619,1970-01-01,2099-12-31,NULL
19103238,NA,framycetin 12.5 MG/ML / hydrocortisone 1 MG/ML Topical Spray,Drug,RxNorm,Clinical Drug,S,409286,1970-01-01,2099-12-31,NULL
19066333,NA,Fungoid (Clotrimazole),Drug,RxNorm,Brand Name,NULL,217222,1970-01-01,2099-12-31,NULL
36236888,NA,Fungoid (Clotrimazole) Topical Product,Drug,RxNorm,Branded Dose Group,C,1173993,2016-08-01,2099-12-31,NULL
36028432,NA,Fusidate / Hydrocortisone,Drug,RxNorm,Multiple Ingredients,NULL,1008341,2010-08-30,2099-12-31,NULL
40131789,NA,fusidate / hydrocortisone Topical Cream,Drug,RxNorm,Clinical Drug Form,S,618622,2006-05-14,2099-12-31,NULL
40131790,NA,fusidate / hydrocortisone Topical Gel,Drug,RxNorm,Clinical Drug Form,S,618634,2006-05-14,2099-12-31,NULL
40131791,NA,fusidate / hydrocortisone Topical Ointment,Drug,RxNorm,Clinical Drug Form,S,618610,2006-05-14,2099-12-31,NULL
36220422,NA,fusidate / hydrocortisone Topical Product,Drug,RxNorm,Clinical Dose Group,C,1163317,2016-08-01,2099-12-31,NULL
19123807,NA,fusidate 0.009 MG/MG / hydrocortisone 0.0009 MG/MG Topical Ointment,Drug,RxNorm,Clinical Drug,S,618639,2006-05-14,2099-12-31,NULL
976189,NA,fusidate 0.02 MG/MG / hydrocortisone 0.01 MG/MG Topical Gel,Drug,RxNorm,Clinical Drug,S,618635,2006-05-14,2099-12-31,NULL
976187,NA,fusidate 0.02 MG/MG / hydrocortisone 0.01 MG/MG Topical Ointment,Drug,RxNorm,Clinical Drug,S,618611,2006-05-14,2099-12-31,NULL
976188,NA,fusidate 20 MG/ML / hydrocortisone 10 MG/ML Topical Cream,Drug,RxNorm,Clinical Drug,S,618623,2006-05-14,2099-12-31,NULL
19105149,NA,fusidic acid 0.009 MG/MG / hydrocortisone 0.0009 MG/MG Topical Ointment,Drug,RxNorm,Clinical Drug,S,418462,1970-01-01,2099-12-31,NULL
44506399,NA,Gadaderm Hydrocortisone,Drug,RxNorm,Brand Name,NULL,1438748,2013-11-04,2099-12-31,NULL
36248087,NA,Gadaderm Hydrocortisone Topical Product,Drug,RxNorm,Branded Dose Group,C,1438751,2016-08-01,2099-12-31,NULL
36029279,NA,Gentamicin / Hydrocortisone,Drug,RxNorm,Multiple Ingredients,NULL,106983,2017-02-22,2099-12-31,NULL
36029792,NA,Gentamicin / Hydrocortisone / Miconazole,Drug,RxNorm,Multiple Ingredients,NULL,1870699,2017-02-22,2099-12-31,NULL
1592219,NA,gentamicin / hydrocortisone / miconazole Otic Product,Drug,RxNorm,Clinical Dose Group,C,1870697,2017-08-07,2099-12-31,NULL
1592220,NA,gentamicin / hydrocortisone / miconazole Otic Suspension,Drug,RxNorm,Clinical Drug Form,S,1870698,2017-08-07,2099-12-31,NULL
1592222,NA,gentamicin / hydrocortisone / miconazole Otic Suspension [Easotic],Drug,RxNorm,Branded Drug Form,S,1870702,2017-08-07,2099-12-31,NULL
1592226,NA,gentamicin / hydrocortisone Otic Product,Drug,RxNorm,Clinical Dose Group,C,1870712,2017-08-07,2099-12-31,NULL
1592227,NA,gentamicin / hydrocortisone Otic Suspension,Drug,RxNorm,Clinical Drug Form,S,1870713,2017-08-07,2099-12-31,NULL
36030389,NA,Gentamicin / prednisolone,Drug,RxNorm,Multiple Ingredients,NULL,689325,2017-02-22,2099-12-31,NULL
1594690,NA,gentamicin / prednisolone Ophthalmic Ointment,Drug,RxNorm,Clinical Drug Form,S,1870656,2017-08-07,2099-12-31,NULL
1594692,NA,gentamicin / prednisolone Ophthalmic Ointment [Pred-G],Drug,RxNorm,Branded Drug Form,S,1870660,2017-08-07,2099-12-31,NULL
1594689,NA,gentamicin / prednisolone Ophthalmic Product,Drug,RxNorm,Clinical Dose Group,C,1870655,2017-08-07,2099-12-31,NULL
1594693,NA,gentamicin / prednisolone Ophthalmic Suspension,Drug,RxNorm,Clinical Drug Form,S,1870666,2017-08-07,2099-12-31,NULL
1594695,NA,gentamicin / prednisolone Ophthalmic Suspension [Pred-G],Drug,RxNorm,Branded Drug Form,S,1870669,2017-08-07,2099-12-31,NULL
1594691,NA,gentamicin 0.003 MG/MG / prednisolone acetate 0.006 MG/MG [Pred-G],Drug,RxNorm,Branded Drug Comp,S,1870659,2017-08-07,2099-12-31,NULL
19077602,NA,gentamicin 0.003 MG/MG / prednisolone acetate 0.006 MG/MG Ophthalmic Ointment,Drug,RxNorm,Clinical Drug,S,310468,1970-01-01,2099-12-31,NULL
19067364,NA,gentamicin 0.003 MG/MG / prednisolone acetate 0.006 MG/MG Ophthalmic Ointment [Pred-G],Drug,RxNorm,Branded Drug,S,260285,1970-01-01,2099-12-31,NULL
45776678,NA,gentamicin 3 MG/ML / hydrocortisone acetate 10 MG/ML Otic Suspension,Drug,RxNorm,Clinical Drug,S,1549404,2014-12-01,2099-12-31,NULL
