Concept Name,Concept Id,Valid Start Date,Invalid Reason,Vocabulary Id,Concept Code,Concept Class Id,Standard Concept,Concept Name,Domain Id,Valid End Date
Hydrocortisone 5 MG Extended Release Oral Tablet [Plenadren] Box of 50 by ViroPharma,21026170,2017-08-24,,RxNorm Extension,OMOP254785,Marketed Product,S,Hydrocortisone 5 MG Extended Release Oral Tablet [Plenadren] Box of 50 by ViroPharma,Drug,2099-12-31
Hydrocortisone 0.0025 MG/MG Oral Suspension,21124127,2017-08-24,,RxNorm Extension,OMOP254797,Clinical Drug,S,Hydrocortisone 0.0025 MG/MG Oral Suspension,Drug,2099-12-31
Hydrocortisone 20 MG/ML Oral Suspension,21134017,2017-08-24,,RxNorm Extension,OMOP254799,Clinical Drug,S,Hydrocortisone 20 MG/ML Oral Suspension,Drug,2099-12-31
Hydrocortisone 0.0009 MG/MG Oral Suspension,21124128,2017-08-24,,RxNorm Extension,OMOP254806,Clinical Drug,S,Hydrocortisone 0.0009 MG/MG Oral Suspension,Drug,2099-12-31
Hydrocortisone 0.01 MG/ML,21153882,2017-08-24,,RxNorm Extension,OMOP254808,Clinical Drug Comp,S,Hydrocortisone 0.01 MG/ML,Drug,2099-12-31
Hydrocortisone 0.01 MG/ML Oral Suspension,21173465,2017-08-24,,RxNorm Extension,OMOP254809,Clinical Drug,S,Hydrocortisone 0.01 MG/ML Oral Suspension,Drug,2099-12-31
Hydrocortisone 10 MG/ML Oral Suspension,21143928,2017-08-24,,RxNorm Extension,OMOP254811,Clinical Drug,S,Hydrocortisone 10 MG/ML Oral Suspension,Drug,2099-12-31
Hydrocortisone 0.017 MG/ML,21055586,2017-08-24,,RxNorm Extension,OMOP254816,Clinical Drug Comp,S,Hydrocortisone 0.017 MG/ML,Drug,2099-12-31
Hydrocortisone 0.017 MG/ML Oral Suspension,21163687,2017-08-24,,RxNorm Extension,OMOP254817,Clinical Drug,S,Hydrocortisone 0.017 MG/ML Oral Suspension,Drug,2099-12-31
Hydrocortisone 1 MG Oral Capsule,21094858,2017-08-24,,RxNorm Extension,OMOP254820,Clinical Drug,S,Hydrocortisone 1 MG Oral Capsule,Drug,2099-12-31
Hydrocortisone 1 MG Oral Capsule Box of 1,21094859,2017-08-24,,RxNorm Extension,OMOP254822,Clinical Drug Box,S,Hydrocortisone 1 MG Oral Capsule Box of 1,Drug,2099-12-31
Hydrocortisone 5 MG/ML Oral Suspension,21143930,2017-08-24,,RxNorm Extension,OMOP254825,Clinical Drug,S,Hydrocortisone 5 MG/ML Oral Suspension,Drug,2099-12-31
Hydrocortisone 0.72 MG/ML,21026175,2017-08-24,,RxNorm Extension,OMOP254827,Clinical Drug Comp,S,Hydrocortisone 0.72 MG/ML,Drug,2099-12-31
Hydrocortisone 0.72 MG/ML Oral Suspension,21075355,2017-08-24,,RxNorm Extension,OMOP254828,Clinical Drug,S,Hydrocortisone 0.72 MG/ML Oral Suspension,Drug,2099-12-31
Hydrocortisone 1 MG/ML Oral Solution,21143931,2017-08-24,,RxNorm Extension,OMOP254830,Clinical Drug,S,Hydrocortisone 1 MG/ML Oral Solution,Drug,2099-12-31
Hydrocortisone 1 MG/ML Oral Suspension,21065413,2017-08-24,,RxNorm Extension,OMOP254833,Clinical Drug,S,Hydrocortisone 1 MG/ML Oral Suspension,Drug,2099-12-31
Hydrocortisone 0.4 MG/ML,21114521,2017-08-24,,RxNorm Extension,OMOP254841,Clinical Drug Comp,S,Hydrocortisone 0.4 MG/ML,Drug,2099-12-31
Hydrocortisone 0.4 MG/ML Oral Suspension,21104737,2017-08-24,,RxNorm Extension,OMOP254842,Clinical Drug,S,Hydrocortisone 0.4 MG/ML Oral Suspension,Drug,2099-12-31
Hydrocortisone 1.25 MG/ML Oral Suspension,21026176,2017-08-24,,RxNorm Extension,OMOP254844,Clinical Drug,S,Hydrocortisone 1.25 MG/ML Oral Suspension,Drug,2099-12-31
Hydrocortisone 1.5 MG/ML,21075358,2017-08-24,,RxNorm Extension,OMOP254849,Clinical Drug Comp,S,Hydrocortisone 1.5 MG/ML,Drug,2099-12-31
Hydrocortisone 1.5 MG/ML Oral Suspension,21114522,2017-08-24,,RxNorm Extension,OMOP254850,Clinical Drug,S,Hydrocortisone 1.5 MG/ML Oral Suspension,Drug,2099-12-31
Hydrocortisone 2 MG Oral Capsule,21124131,2017-08-24,,RxNorm Extension,OMOP254861,Clinical Drug,S,Hydrocortisone 2 MG Oral Capsule,Drug,2099-12-31
Hydrocortisone 2 MG Oral Capsule Box of 1,21026178,2017-08-24,,RxNorm Extension,OMOP254863,Clinical Drug Box,S,Hydrocortisone 2 MG Oral Capsule Box of 1,Drug,2099-12-31
Hydrocortisone 10 MG Oral Tablet by Mawdsley-Brooks,21035962,2017-08-24,,RxNorm Extension,OMOP254866,Marketed Product,S,Hydrocortisone 10 MG Oral Tablet by Mawdsley-Brooks,Drug,2099-12-31
Hydrocortisone 10 MG Oral Tablet by Phoenix Labs,21124132,2017-08-24,,RxNorm Extension,OMOP254867,Marketed Product,S,Hydrocortisone 10 MG Oral Tablet by Phoenix Labs,Drug,2099-12-31
Hydrocortisone 10 MG Oral Tablet by Sigma-Tau,21163689,2017-08-24,,RxNorm Extension,OMOP254868,Marketed Product,S,Hydrocortisone 10 MG Oral Tablet by Sigma-Tau,Drug,2099-12-31
Hydrocortisone 10 MG Oral Tablet by Alliance,21094862,2017-08-24,,RxNorm Extension,OMOP254869,Marketed Product,S,Hydrocortisone 10 MG Oral Tablet by Alliance,Drug,2099-12-31
Hydrocortisone 10 MG Oral Tablet by Waymade,21163690,2017-08-24,,RxNorm Extension,OMOP254870,Marketed Product,S,Hydrocortisone 10 MG Oral Tablet by Waymade,Drug,2099-12-31
Hydrocortisone 10 MG Oral Tablet by DE,21173469,2017-08-24,,RxNorm Extension,OMOP254871,Marketed Product,S,Hydrocortisone 10 MG Oral Tablet by DE,Drug,2099-12-31
Hydrocortisone 10 MG Oral Tablet by A A H,21124133,2017-08-24,,RxNorm Extension,OMOP254872,Marketed Product,S,Hydrocortisone 10 MG Oral Tablet by A A H,Drug,2099-12-31
Hydrocortisone 10 MG Oral Tablet by TEVA,21094863,2017-08-24,,RxNorm Extension,OMOP254873,Marketed Product,S,Hydrocortisone 10 MG Oral Tablet by TEVA,Drug,2099-12-31
Hydrocortisone 10 MG Oral Tablet by Actavis,21104740,2017-08-24,,RxNorm Extension,OMOP254874,Marketed Product,S,Hydrocortisone 10 MG Oral Tablet by Actavis,Drug,2099-12-31
Hydrocortisone 10 MG Oral Tablet by Almus,21134019,2017-08-24,,RxNorm Extension,OMOP254875,Marketed Product,S,Hydrocortisone 10 MG Oral Tablet by Almus,Drug,2099-12-31
Hydrocortisone 10 MG Oral Tablet Box of 25,21065416,2017-08-24,,RxNorm Extension,OMOP254876,Clinical Drug Box,S,Hydrocortisone 10 MG Oral Tablet Box of 25,Drug,2099-12-31
Hydrocortisone 10 MG Oral Tablet Box of 25 by Mawdsley-Brooks,21153884,2017-08-24,,RxNorm Extension,OMOP254877,Marketed Product,S,Hydrocortisone 10 MG Oral Tablet Box of 25 by Mawdsley-Brooks,Drug,2099-12-31
Hydrocortisone 10 MG Oral Tablet Box of 25 by Sigma-Tau,21094864,2017-08-24,,RxNorm Extension,OMOP254878,Marketed Product,S,Hydrocortisone 10 MG Oral Tablet Box of 25 by Sigma-Tau,Drug,2099-12-31
Hydrocortisone 10 MG Oral Tablet Box of 25 by DE,21035963,2017-08-24,,RxNorm Extension,OMOP254879,Marketed Product,S,Hydrocortisone 10 MG Oral Tablet Box of 25 by DE,Drug,2099-12-31
Hydrocortisone 10 MG Oral Tablet Box of 30,21163691,2017-08-24,,RxNorm Extension,OMOP254880,Clinical Drug Box,S,Hydrocortisone 10 MG Oral Tablet Box of 30,Drug,2099-12-31
Hydrocortisone 10 MG Oral Tablet Box of 30 by Phoenix Labs,21045808,2017-08-24,,RxNorm Extension,OMOP254881,Marketed Product,S,Hydrocortisone 10 MG Oral Tablet Box of 30 by Phoenix Labs,Drug,2099-12-31
Hydrocortisone 10 MG Oral Tablet Box of 30 by Sigma-Tau,21055588,2017-08-24,,RxNorm Extension,OMOP254882,Marketed Product,S,Hydrocortisone 10 MG Oral Tablet Box of 30 by Sigma-Tau,Drug,2099-12-31
Hydrocortisone 10 MG Oral Tablet Box of 30 by Alliance,21163692,2017-08-24,,RxNorm Extension,OMOP254883,Marketed Product,S,Hydrocortisone 10 MG Oral Tablet Box of 30 by Alliance,Drug,2099-12-31
Hydrocortisone 10 MG Oral Tablet Box of 30 by Waymade,21045809,2017-08-24,,RxNorm Extension,OMOP254885,Marketed Product,S,Hydrocortisone 10 MG Oral Tablet Box of 30 by Waymade,Drug,2099-12-31
Hydrocortisone 10 MG Oral Tablet Box of 30 by DE,21085078,2017-08-24,,RxNorm Extension,OMOP254886,Marketed Product,S,Hydrocortisone 10 MG Oral Tablet Box of 30 by DE,Drug,2099-12-31
Hydrocortisone 10 MG Oral Tablet Box of 30 by A A H,21153885,2017-08-24,,RxNorm Extension,OMOP254887,Marketed Product,S,Hydrocortisone 10 MG Oral Tablet Box of 30 by A A H,Drug,2099-12-31
Hydrocortisone 10 MG Oral Tablet Box of 30 by TEVA,21124134,2017-08-24,,RxNorm Extension,OMOP254888,Marketed Product,S,Hydrocortisone 10 MG Oral Tablet Box of 30 by TEVA,Drug,2099-12-31
Hydrocortisone 10 MG Oral Tablet Box of 30 by Actavis,21104741,2017-08-24,,RxNorm Extension,OMOP254889,Marketed Product,S,Hydrocortisone 10 MG Oral Tablet Box of 30 by Actavis,Drug,2099-12-31
Hydrocortisone 10 MG Oral Tablet Box of 30 by Almus,21075359,2017-08-24,,RxNorm Extension,OMOP254890,Marketed Product,S,Hydrocortisone 10 MG Oral Tablet Box of 30 by Almus,Drug,2099-12-31
Hydrocortisone 10 MG Oral Tablet [Hydrocortone] by Auden Mckenzie,21143934,2017-08-24,,RxNorm Extension,OMOP254891,Marketed Product,S,Hydrocortisone 10 MG Oral Tablet [Hydrocortone] by Auden Mckenzie,Drug,2099-12-31
Hydrocortisone 10 MG Oral Tablet [Hydrocortone] Box of 30,21065417,2017-08-24,,RxNorm Extension,OMOP254892,Branded Drug Box,S,Hydrocortisone 10 MG Oral Tablet [Hydrocortone] Box of 30,Drug,2099-12-31
Hydrocortisone 10 MG Oral Tablet [Hydrocortone] Box of 30 by Auden Mckenzie,21065418,2017-08-24,,RxNorm Extension,OMOP254893,Marketed Product,S,Hydrocortisone 10 MG Oral Tablet [Hydrocortone] Box of 30 by Auden Mckenzie,Drug,2099-12-31
Hydrocortisone 0.6 MG/ML,21134020,2017-08-24,,RxNorm Extension,OMOP254895,Clinical Drug Comp,S,Hydrocortisone 0.6 MG/ML,Drug,2099-12-31
Hydrocortisone 0.6 MG/ML Oral Suspension,21104742,2017-08-24,,RxNorm Extension,OMOP254896,Clinical Drug,S,Hydrocortisone 0.6 MG/ML Oral Suspension,Drug,2099-12-31
Hydrocortisone 4 MG Oral Lozenge Box of 1,21035965,2017-08-24,,RxNorm Extension,OMOP254912,Clinical Drug Box,S,Hydrocortisone 4 MG Oral Lozenge Box of 1,Drug,2099-12-31
Hydrocortisone 0.004 MG/MG Oral Suspension,21114525,2017-08-24,,RxNorm Extension,OMOP254916,Clinical Drug,S,Hydrocortisone 0.004 MG/MG Oral Suspension,Drug,2099-12-31
Hydrocortisone 0.3 MG/ML,21153890,2017-08-24,,RxNorm Extension,OMOP254984,Clinical Drug Comp,S,Hydrocortisone 0.3 MG/ML,Drug,2099-12-31
Hydrocortisone 0.3 MG/ML Oral Suspension,21085089,2017-08-24,,RxNorm Extension,OMOP254985,Clinical Drug,S,Hydrocortisone 0.3 MG/ML Oral Suspension,Drug,2099-12-31
Hydrocortisone 0.0033 MG/MG Oral Suspension,21163696,2017-08-24,,RxNorm Extension,OMOP254988,Clinical Drug,S,Hydrocortisone 0.0033 MG/MG Oral Suspension,Drug,2099-12-31
Hydrocortisone 0.0055 MG/MG Oral Suspension,21065424,2017-08-24,,RxNorm Extension,OMOP254991,Clinical Drug,S,Hydrocortisone 0.0055 MG/MG Oral Suspension,Drug,2099-12-31
Hydrocortisone 15 MG/ML Oral Suspension,21094869,2017-08-24,,RxNorm Extension,OMOP254994,Clinical Drug,S,Hydrocortisone 15 MG/ML Oral Suspension,Drug,2099-12-31
Hydrocortisone 0.5 MG/ML Oral Suspension,21124140,2017-08-24,,RxNorm Extension,OMOP254999,Clinical Drug,S,Hydrocortisone 0.5 MG/ML Oral Suspension,Drug,2099-12-31
Hydrocortisone Extended Release Oral Tablet,42483100,2017-08-24,,RxNorm Extension,OMOP417490,Clinical Drug Form,S,Hydrocortisone Extended Release Oral Tablet,Drug,2099-12-31
Hydrocortisone Oral Solution,42481321,2017-08-24,,RxNorm Extension,OMOP417491,Clinical Drug Form,S,Hydrocortisone Oral Solution,Drug,2099-12-31
Hydrocortisone 5 MG Extended Release Oral Tablet,42479575,2017-08-24,,RxNorm Extension,OMOP417498,Clinical Drug,S,Hydrocortisone 5 MG Extended Release Oral Tablet,Drug,2099-12-31
Hydrocortisone 4 MG Oral Lozenge,42481322,2017-08-24,,RxNorm Extension,OMOP417499,Clinical Drug,S,Hydrocortisone 4 MG Oral Lozenge,Drug,2099-12-31
Hydrocortisone 20 MG Extended Release Oral Tablet,42481959,2017-08-24,,RxNorm Extension,OMOP417500,Clinical Drug,S,Hydrocortisone 20 MG Extended Release Oral Tablet,Drug,2099-12-31
Hydrocortisone Oral Tablet [HYDROCORTISONE ROUSSEL],43145831,2017-08-24,,RxNorm Extension,OMOP448152,Branded Drug Form,S,Hydrocortisone Oral Tablet [HYDROCORTISONE ROUSSEL],Drug,2099-12-31
Hydrocortisone 10 MG [HYDROCORTISONE ROUSSEL],43134957,2017-08-24,,RxNorm Extension,OMOP448191,Branded Drug Comp,S,Hydrocortisone 10 MG [HYDROCORTISONE ROUSSEL],Drug,2099-12-31
Hydrocortisone 10 MG Oral Tablet Box of 50,43179035,2017-08-24,,RxNorm Extension,OMOP448192,Clinical Drug Box,S,Hydrocortisone 10 MG Oral Tablet Box of 50,Drug,2099-12-31
Hydrocortisone 10 MG Oral Tablet [HYDROCORTISONE ROUSSEL],43157087,2017-08-24,,RxNorm Extension,OMOP448193,Branded Drug,S,Hydrocortisone 10 MG Oral Tablet [HYDROCORTISONE ROUSSEL],Drug,2099-12-31
Hydrocortisone 10 MG Oral Tablet [HYDROCORTISONE ROUSSEL] Box of 25,43211786,2017-08-24,,RxNorm Extension,OMOP448194,Branded Drug Box,S,Hydrocortisone 10 MG Oral Tablet [HYDROCORTISONE ROUSSEL] Box of 25,Drug,2099-12-31
Hydrocortisone 10 MG Oral Tablet [HYDROCORTISONE ROUSSEL] Box of 25 by Sanofi,43134958,2017-08-24,,RxNorm Extension,OMOP448195,Marketed Product,S,Hydrocortisone 10 MG Oral Tablet [HYDROCORTISONE ROUSSEL] Box of 25 by Sanofi,Drug,2099-12-31
Hydrocortisone 10 MG Oral Tablet [HYDROCORTISONE ROUSSEL] Box of 50,43211787,2017-08-24,,RxNorm Extension,OMOP448196,Branded Drug Box,S,Hydrocortisone 10 MG Oral Tablet [HYDROCORTISONE ROUSSEL] Box of 50,Drug,2099-12-31
Hydrocortisone 10 MG Oral Tablet [HYDROCORTISONE ROUSSEL] Box of 50 by Sanofi,43211788,2017-08-24,,RxNorm Extension,OMOP448198,Marketed Product,S,Hydrocortisone 10 MG Oral Tablet [HYDROCORTISONE ROUSSEL] Box of 50 by Sanofi,Drug,2099-12-31
Hydrocortisone 100 MG/ML [HYDROCORTISONE UPJOHN],43134959,2017-08-24,,RxNorm Extension,OMOP448203,Branded Drug Comp,S,Hydrocortisone 100 MG/ML [HYDROCORTISONE UPJOHN],Drug,2099-12-31
Hydrocortisone 5 MG Extended Release Oral Tablet [Plenadren] by Shire,40729800,2018-06-04,,RxNorm Extension,OMOP4727899,Marketed Product,S,Hydrocortisone 5 MG Extended Release Oral Tablet [Plenadren] by Shire,Drug,2099-12-31
Hydrocortisone 2.5 MG Oral Tablet by Sigma,40729790,2018-06-04,,RxNorm Extension,OMOP4727909,Marketed Product,S,Hydrocortisone 2.5 MG Oral Tablet by Sigma,Drug,2099-12-31
Hydrocortisone 2.5 MG Oral Tablet by Accord,40729789,2018-06-04,,RxNorm Extension,OMOP4727910,Marketed Product,S,Hydrocortisone 2.5 MG Oral Tablet by Accord,Drug,2099-12-31
Hydrocortisone 2.5 MG Oral Tablet Box of 20 by Sigma,40729788,2018-06-04,,RxNorm Extension,OMOP4727911,Marketed Product,S,Hydrocortisone 2.5 MG Oral Tablet Box of 20 by Sigma,Drug,2099-12-31
Hydrocortisone 2.5 MG Oral Tablet Box of 20 by Accord,40729787,2018-06-04,,RxNorm Extension,OMOP4727912,Marketed Product,S,Hydrocortisone 2.5 MG Oral Tablet Box of 20 by Accord,Drug,2099-12-31
Hydrocortisone 20 MG Extended Release Oral Tablet [Plenadren] by Shire,40729783,2018-06-04,,RxNorm Extension,OMOP4727916,Marketed Product,S,Hydrocortisone 20 MG Extended Release Oral Tablet [Plenadren] by Shire,Drug,2099-12-31
Hydrocortisone 20 MG Oral Tablet by Sigma,40729782,2018-06-04,,RxNorm Extension,OMOP4727917,Marketed Product,S,Hydrocortisone 20 MG Oral Tablet by Sigma,Drug,2099-12-31
Hydrocortisone 20 MG Oral Tablet by Phoenix Healthcare Distribution,40729781,2018-06-04,,RxNorm Extension,OMOP4727918,Marketed Product,S,Hydrocortisone 20 MG Oral Tablet by Phoenix Healthcare Distribution,Drug,2099-12-31
Hydrocortisone 20 MG Oral Tablet by Focus,40729780,2018-06-04,,RxNorm Extension,OMOP4727919,Marketed Product,S,Hydrocortisone 20 MG Oral Tablet by Focus,Drug,2099-12-31
Hydrocortisone 20 MG Oral Tablet by Genesis,40729779,2018-06-04,,RxNorm Extension,OMOP4727920,Marketed Product,S,Hydrocortisone 20 MG Oral Tablet by Genesis,Drug,2099-12-31
Hydrocortisone 20 MG Oral Tablet by Flynn,40729778,2018-06-04,,RxNorm Extension,OMOP4727921,Marketed Product,S,Hydrocortisone 20 MG Oral Tablet by Flynn,Drug,2099-12-31
Hydrocortisone 20 MG Oral Tablet by Bristol Labs,40729777,2018-06-04,,RxNorm Extension,OMOP4727922,Marketed Product,S,Hydrocortisone 20 MG Oral Tablet by Bristol Labs,Drug,2099-12-31
Hydrocortisone 20 MG Oral Tablet Box of 30 by Sigma,40729776,2018-06-04,,RxNorm Extension,OMOP4727923,Marketed Product,S,Hydrocortisone 20 MG Oral Tablet Box of 30 by Sigma,Drug,2099-12-31
Hydrocortisone 20 MG Oral Tablet Box of 30 by Phoenix Healthcare Distribution,40729775,2018-06-04,,RxNorm Extension,OMOP4727924,Marketed Product,S,Hydrocortisone 20 MG Oral Tablet Box of 30 by Phoenix Healthcare Distribution,Drug,2099-12-31
Hydrocortisone 20 MG Oral Tablet Box of 30 by Focus,40729774,2018-06-04,,RxNorm Extension,OMOP4727925,Marketed Product,S,Hydrocortisone 20 MG Oral Tablet Box of 30 by Focus,Drug,2099-12-31
Hydrocortisone 20 MG Oral Tablet Box of 30 by Genesis,40729773,2018-06-04,,RxNorm Extension,OMOP4727926,Marketed Product,S,Hydrocortisone 20 MG Oral Tablet Box of 30 by Genesis,Drug,2099-12-31
Hydrocortisone 20 MG Oral Tablet Box of 30 by Flynn,40729772,2018-06-04,,RxNorm Extension,OMOP4727927,Marketed Product,S,Hydrocortisone 20 MG Oral Tablet Box of 30 by Flynn,Drug,2099-12-31
Hydrocortisone 20 MG Oral Tablet Box of 30 by Bristol Labs,40729771,2018-06-04,,RxNorm Extension,OMOP4727928,Marketed Product,S,Hydrocortisone 20 MG Oral Tablet Box of 30 by Bristol Labs,Drug,2099-12-31
Hydrocortisone 10 MG Oral Tablet by Sigma,40729770,2018-06-04,,RxNorm Extension,OMOP4727929,Marketed Product,S,Hydrocortisone 10 MG Oral Tablet by Sigma,Drug,2099-12-31
Hydrocortisone 10 MG Oral Tablet by Phoenix Healthcare Distribution,40729276,2018-06-04,,RxNorm Extension,OMOP4727930,Marketed Product,S,Hydrocortisone 10 MG Oral Tablet by Phoenix Healthcare Distribution,Drug,2099-12-31
Hydrocortisone 10 MG Oral Tablet by Genesis,40729275,2018-06-04,,RxNorm Extension,OMOP4727931,Marketed Product,S,Hydrocortisone 10 MG Oral Tablet by Genesis,Drug,2099-12-31
Hydrocortisone 10 MG Oral Tablet by AMCo,40729274,2018-06-04,,RxNorm Extension,OMOP4727932,Marketed Product,S,Hydrocortisone 10 MG Oral Tablet by AMCo,Drug,2099-12-31
Hydrocortisone 10 MG Oral Tablet by Alissa,40729273,2018-06-04,,RxNorm Extension,OMOP4727933,Marketed Product,S,Hydrocortisone 10 MG Oral Tablet by Alissa,Drug,2099-12-31
Hydrocortisone 10 MG Oral Tablet by Flynn,40729272,2018-06-04,,RxNorm Extension,OMOP4727934,Marketed Product,S,Hydrocortisone 10 MG Oral Tablet by Flynn,Drug,2099-12-31
Hydrocortisone 10 MG Oral Tablet by Bristol Labs,40729271,2018-06-04,,RxNorm Extension,OMOP4727935,Marketed Product,S,Hydrocortisone 10 MG Oral Tablet by Bristol Labs,Drug,2099-12-31
Hydrocortisone 10 MG Oral Tablet Box of 25 by Sigma,40729270,2018-06-04,,RxNorm Extension,OMOP4727936,Marketed Product,S,Hydrocortisone 10 MG Oral Tablet Box of 25 by Sigma,Drug,2099-12-31
Hydrocortisone 10 MG Oral Tablet Box of 30 by Sigma,40729269,2018-06-04,,RxNorm Extension,OMOP4727937,Marketed Product,S,Hydrocortisone 10 MG Oral Tablet Box of 30 by Sigma,Drug,2099-12-31
Hydrocortisone 10 MG Oral Tablet Box of 30 by Phoenix Healthcare Distribution,40729268,2018-06-04,,RxNorm Extension,OMOP4727938,Marketed Product,S,Hydrocortisone 10 MG Oral Tablet Box of 30 by Phoenix Healthcare Distribution,Drug,2099-12-31
Hydrocortisone 10 MG Oral Tablet Box of 30 by Genesis,40729267,2018-06-04,,RxNorm Extension,OMOP4727939,Marketed Product,S,Hydrocortisone 10 MG Oral Tablet Box of 30 by Genesis,Drug,2099-12-31
Hydrocortisone 10 MG Oral Tablet Box of 30 by AMCo,40729266,2018-06-04,,RxNorm Extension,OMOP4727940,Marketed Product,S,Hydrocortisone 10 MG Oral Tablet Box of 30 by AMCo,Drug,2099-12-31
Hydrocortisone 10 MG Oral Tablet Box of 30 by Alissa,40729265,2018-06-04,,RxNorm Extension,OMOP4727941,Marketed Product,S,Hydrocortisone 10 MG Oral Tablet Box of 30 by Alissa,Drug,2099-12-31
Hydrocortisone 10 MG Oral Tablet Box of 30 by Flynn,40729264,2018-06-04,,RxNorm Extension,OMOP4727942,Marketed Product,S,Hydrocortisone 10 MG Oral Tablet Box of 30 by Flynn,Drug,2099-12-31
Hydrocortisone 10 MG Oral Tablet Box of 30 by Bristol Labs,40729263,2018-06-04,,RxNorm Extension,OMOP4727943,Marketed Product,S,Hydrocortisone 10 MG Oral Tablet Box of 30 by Bristol Labs,Drug,2099-12-31
Hydrocortisone 4 MG/ML Oral Suspension,35770721,2017-08-24,,RxNorm Extension,OMOP2772182,Clinical Drug,S,Hydrocortisone 4 MG/ML Oral Suspension,Drug,2099-12-31
Hydrocortisone 20 MG Extended Release Oral Tablet [Hydrocortone],35771094,2017-08-24,,RxNorm Extension,OMOP2772555,Branded Drug,S,Hydrocortisone 20 MG Extended Release Oral Tablet [Hydrocortone],Drug,2099-12-31
Hydrocortisone 1 MG/ML Oral Solution by Drug Tariff Special Order,35772110,2017-08-24,,RxNorm Extension,OMOP2773571,Marketed Product,S,Hydrocortisone 1 MG/ML Oral Solution by Drug Tariff Special Order,Drug,2099-12-31
Hydrocortisone 20 MG Extended Release Oral Tablet Box of 30 by Almus,35772112,2017-08-24,,RxNorm Extension,OMOP2773573,Marketed Product,S,Hydrocortisone 20 MG Extended Release Oral Tablet Box of 30 by Almus,Drug,2099-12-31
Hydrocortisone 20 MG Extended Release Oral Tablet Box of 30 by A A H,35772113,2017-08-24,,RxNorm Extension,OMOP2773574,Marketed Product,S,Hydrocortisone 20 MG Extended Release Oral Tablet Box of 30 by A A H,Drug,2099-12-31
Hydrocortisone 20 MG Extended Release Oral Tablet by DE,35772114,2017-08-24,,RxNorm Extension,OMOP2773575,Marketed Product,S,Hydrocortisone 20 MG Extended Release Oral Tablet by DE,Drug,2099-12-31
Hydrocortisone 20 MG Extended Release Oral Tablet by Phoenix Labs,35772115,2017-08-24,,RxNorm Extension,OMOP2773576,Marketed Product,S,Hydrocortisone 20 MG Extended Release Oral Tablet by Phoenix Labs,Drug,2099-12-31
Hydrocortisone 3.6 MG/ML,35774637,2017-08-24,,RxNorm Extension,OMOP2776098,Clinical Drug Comp,S,Hydrocortisone 3.6 MG/ML,Drug,2099-12-31
Hydrocortisone Extended Release Oral Tablet [Hydrocortone],35774751,2017-08-24,,RxNorm Extension,OMOP2776212,Branded Drug Form,S,Hydrocortisone Extended Release Oral Tablet [Hydrocortone],Drug,2099-12-31
Hydrocortisone 20 MG Extended Release Oral Tablet Box of 30 by Kent,35755309,2017-08-24,,RxNorm Extension,OMOP2756770,Marketed Product,S,Hydrocortisone 20 MG Extended Release Oral Tablet Box of 30 by Kent,Drug,2099-12-31
Hydrocortisone 20 MG Extended Release Oral Tablet by Alliance,35755310,2017-08-24,,RxNorm Extension,OMOP2756771,Marketed Product,S,Hydrocortisone 20 MG Extended Release Oral Tablet by Alliance,Drug,2099-12-31
Hydrocortisone 6 MG/ML,35757809,2017-08-24,,RxNorm Extension,OMOP2759270,Clinical Drug Comp,S,Hydrocortisone 6 MG/ML,Drug,2099-12-31
Hydrocortisone 20 MG Extended Release Oral Tablet [Hydrocortone] Box of 30,35758466,2017-08-24,,RxNorm Extension,OMOP2759927,Branded Drug Box,S,Hydrocortisone 20 MG Extended Release Oral Tablet [Hydrocortone] Box of 30,Drug,2099-12-31
Hydrocortisone 20 MG Extended Release Oral Tablet [Hydrocortone] Box of 30 by Auden Mckenzie,35759415,2017-08-24,,RxNorm Extension,OMOP2760876,Marketed Product,S,Hydrocortisone 20 MG Extended Release Oral Tablet [Hydrocortone] Box of 30 by Auden Mckenzie,Drug,2099-12-31
Hydrocortisone 20 MG Extended Release Oral Tablet Box of 30 by Sigma-Tau,35759416,2017-08-24,,RxNorm Extension,OMOP2760877,Marketed Product,S,Hydrocortisone 20 MG Extended Release Oral Tablet Box of 30 by Sigma-Tau,Drug,2099-12-31
Hydrocortisone 20 MG Extended Release Oral Tablet Box of 30 by Actavis,35746932,2017-08-24,,RxNorm Extension,OMOP2748393,Marketed Product,S,Hydrocortisone 20 MG Extended Release Oral Tablet Box of 30 by Actavis,Drug,2099-12-31
Hydrocortisone 20 MG Extended Release Oral Tablet Box of 30 by DE,35746933,2017-08-24,,RxNorm Extension,OMOP2748394,Marketed Product,S,Hydrocortisone 20 MG Extended Release Oral Tablet Box of 30 by DE,Drug,2099-12-31
Hydrocortisone 20 MG Extended Release Oral Tablet by A A H,35746934,2017-08-24,,RxNorm Extension,OMOP2748395,Marketed Product,S,Hydrocortisone 20 MG Extended Release Oral Tablet by A A H,Drug,2099-12-31
Hydrocortisone 20 MG Extended Release Oral Tablet by Sigma-Tau,35746935,2017-08-24,,RxNorm Extension,OMOP2748396,Marketed Product,S,Hydrocortisone 20 MG Extended Release Oral Tablet by Sigma-Tau,Drug,2099-12-31
1 ML Hydrocortisone 6 MG/ML Oral Suspension,35775956,2017-08-24,,RxNorm Extension,OMOP2777417,Quant Clinical Drug,S,1 ML Hydrocortisone 6 MG/ML Oral Suspension,Drug,2099-12-31
