Concept Name,Concept Id,Valid Start Date,Invalid Reason,Vocabulary Id,Concept Code,Concept Class Id,Standard Concept,Concept Name,Domain Id,Valid End Date
methylprednisolone sodium succinate,19026798,1970-01-01,,RxNorm,203189,Precise Ingredient,,methylprednisolone sodium succinate,Drug,2099-12-31
prednisone Delayed Release Oral Tablet,42873418,2012-08-06,,RxNorm,1303124,Clinical Drug Form,S,prednisone Delayed Release Oral Tablet,Drug,2099-12-31
prednisone 1 MG Delayed Release Oral Tablet,42873627,2012-08-06,,RxNorm,1303125,Clinical Drug,S,prednisone 1 MG Delayed Release Oral Tablet,Drug,2099-12-31
prednisone 1 MG Delayed Release Oral Tablet [Rayos],42873628,2012-08-06,,RxNorm,1303131,Branded Drug,S,prednisone 1 MG Delayed Release Oral Tablet [Rayos],Drug,2099-12-31
prednisone 2 MG Delayed Release Oral Tablet,42873629,2012-08-06,,RxNorm,1303132,Clinical Drug,S,prednisone 2 MG Delayed Release Oral Tablet,Drug,2099-12-31
prednisone 2 MG Delayed Release Oral Tablet [Rayos],42873630,2012-08-06,,RxNorm,1303134,Branded Drug,S,prednisone 2 MG Delayed Release Oral Tablet [Rayos],Drug,2099-12-31
prednisone 5 MG Delayed Release Oral Tablet,42873631,2012-08-06,,RxNorm,1303135,Clinical Drug,S,prednisone 5 MG Delayed Release Oral Tablet,Drug,2099-12-31
prednisone 5 MG Delayed Release Oral Tablet [Rayos],42873632,2012-08-06,,RxNorm,1303137,Branded Drug,S,prednisone 5 MG Delayed Release Oral Tablet [Rayos],Drug,2099-12-31
Methylprednisolone 16 MG Oral Tablet by Pfizer,44101651,2017-08-24,,RxNorm Extension,OMOP1096282,Marketed Product,S,Methylprednisolone 16 MG Oral Tablet by Pfizer,Drug,2099-12-31
Methylprednisolone 4 MG Oral Tablet by Pfizer,44114493,2017-08-24,,RxNorm Extension,OMOP1109124,Marketed Product,S,Methylprednisolone 4 MG Oral Tablet by Pfizer,Drug,2099-12-31
methylprednisolone aceponate,19123867,1970-01-01,,RxNorm,62136,Precise Ingredient,,methylprednisolone aceponate,Drug,2099-12-31
prednisone,1551099,1970-01-01,,RxNorm,8640,Ingredient,S,prednisone,Drug,2099-12-31
Methylprednisolone 4 MG Oral Tablet Box of 3000,41271858,2017-08-24,,RxNorm Extension,OMOP2469820,Clinical Drug Box,S,Methylprednisolone 4 MG Oral Tablet Box of 3000,Drug,2099-12-31
Methylprednisolone 4 MG Oral Tablet Box of 600,41271859,2017-08-24,,RxNorm Extension,OMOP2469821,Clinical Drug Box,S,Methylprednisolone 4 MG Oral Tablet Box of 600,Drug,2099-12-31
Methylprednisolone 16 MG Oral Tablet Box of 600,41302993,2017-08-24,,RxNorm Extension,OMOP2500955,Clinical Drug Box,S,Methylprednisolone 16 MG Oral Tablet Box of 600,Drug,2099-12-31
2 ML Methylprednisolone 40 MG/ML Prefilled Syringe Box of 15,41339944,2017-08-24,,RxNorm Extension,OMOP2537906,Quant Clinical Box,S,2 ML Methylprednisolone 40 MG/ML Prefilled Syringe Box of 15,Drug,2099-12-31
2 ML Methylprednisolone 40 MG/ML Prefilled Syringe [Depo Medrate] Box of 50,41340177,2017-08-24,,RxNorm Extension,OMOP2538139,Quant Branded Box,S,2 ML Methylprednisolone 40 MG/ML Prefilled Syringe [Depo Medrate] Box of 50,Drug,2099-12-31
2 ML Methylprednisolone 40 MG/ML Prefilled Syringe [Depo Medrate] Box of 10,41340669,2017-08-24,,RxNorm Extension,OMOP2538631,Quant Branded Box,S,2 ML Methylprednisolone 40 MG/ML Prefilled Syringe [Depo Medrate] Box of 10,Drug,2099-12-31
2 ML Methylprednisolone 40 MG/ML Prefilled Syringe [Depo Medrate] Box of 100,41341693,2017-08-24,,RxNorm Extension,OMOP2539655,Quant Branded Box,S,2 ML Methylprednisolone 40 MG/ML Prefilled Syringe [Depo Medrate] Box of 100,Drug,2099-12-31
2 ML Methylprednisolone 40 MG/ML Prefilled Syringe Box of 3,41342568,2017-08-24,,RxNorm Extension,OMOP2540530,Quant Clinical Box,S,2 ML Methylprednisolone 40 MG/ML Prefilled Syringe Box of 3,Drug,2099-12-31
Methylprednisolone 16 MG Oral Tablet [Medrate] Box of 100,41124296,2017-08-24,,RxNorm Extension,OMOP2322258,Branded Drug Box,S,Methylprednisolone 16 MG Oral Tablet [Medrate] Box of 100,Drug,2099-12-31
Methylprednisolone 16 MG Oral Tablet [M Prednihexal],41124297,2017-08-24,,RxNorm Extension,OMOP2322259,Branded Drug,S,Methylprednisolone 16 MG Oral Tablet [M Prednihexal],Drug,2099-12-31
Methylprednisolone 4 MG Oral Tablet [Predni M] Box of 20,41124305,2017-08-24,,RxNorm Extension,OMOP2322267,Branded Drug Box,S,Methylprednisolone 4 MG Oral Tablet [Predni M] Box of 20,Drug,2099-12-31
Methylprednisolone 4 MG Oral Tablet [Metysolon] Box of 10,41124306,2017-08-24,,RxNorm Extension,OMOP2322268,Branded Drug Box,S,Methylprednisolone 4 MG Oral Tablet [Metysolon] Box of 10,Drug,2099-12-31
Methylprednisolone 4 MG Oral Tablet [Medrate] Box of 500,41124307,2017-08-24,,RxNorm Extension,OMOP2322269,Branded Drug Box,S,Methylprednisolone 4 MG Oral Tablet [Medrate] Box of 500,Drug,2099-12-31
Methylprednisolone 4 MG Oral Tablet Box of 300,41116099,2017-08-24,,RxNorm Extension,OMOP2314061,Clinical Drug Box,S,Methylprednisolone 4 MG Oral Tablet Box of 300,Drug,2099-12-31
Methylprednisolone 4 MG Oral Tablet Box of 50,41116100,2017-08-24,,RxNorm Extension,OMOP2314062,Clinical Drug Box,S,Methylprednisolone 4 MG Oral Tablet Box of 50,Drug,2099-12-31
Methylprednisolone 4 MG Oral Tablet Box of 10,41116101,2017-08-24,,RxNorm Extension,OMOP2314063,Clinical Drug Box,S,Methylprednisolone 4 MG Oral Tablet Box of 10,Drug,2099-12-31
Methylprednisolone 16 MG Oral Tablet [Urbason] Box of 200 by Sanofi,41166055,2017-08-24,,RxNorm Extension,OMOP2364017,Marketed Product,S,Methylprednisolone 16 MG Oral Tablet [Urbason] Box of 200 by Sanofi,Drug,2099-12-31
Methylprednisolone 16 MG Oral Tablet [Urbason] Box of 100 by Mtk,41166056,2017-08-24,,RxNorm Extension,OMOP2364018,Marketed Product,S,Methylprednisolone 16 MG Oral Tablet [Urbason] Box of 100 by Mtk,Drug,2099-12-31
Methylprednisolone 16 MG Oral Tablet [Urbason] Box of 100 by Docpharm,41166057,2017-08-24,,RxNorm Extension,OMOP2364019,Marketed Product,S,Methylprednisolone 16 MG Oral Tablet [Urbason] Box of 100 by Docpharm,Drug,2099-12-31
Methylprednisolone 16 MG Oral Tablet [Urbason] Box of 30 by Eurim-Pharm,41166058,2017-08-24,,RxNorm Extension,OMOP2364020,Marketed Product,S,Methylprednisolone 16 MG Oral Tablet [Urbason] Box of 30 by Eurim-Pharm,Drug,2099-12-31
Methylprednisolone 16 MG Oral Tablet [Urbason] Box of 10 by Servopharma,41166059,2017-08-24,,RxNorm Extension,OMOP2364021,Marketed Product,S,Methylprednisolone 16 MG Oral Tablet [Urbason] Box of 10 by Servopharma,Drug,2099-12-31
Methylprednisolone 16 MG Oral Tablet [Urbason] Box of 10 by Docpharm,41166060,2017-08-24,,RxNorm Extension,OMOP2364022,Marketed Product,S,Methylprednisolone 16 MG Oral Tablet [Urbason] Box of 10 by Docpharm,Drug,2099-12-31
Methylprednisolone 16 MG Oral Tablet [Metysolon] Box of 50 by DermaPharm,41166061,2017-08-24,,RxNorm Extension,OMOP2364023,Marketed Product,S,Methylprednisolone 16 MG Oral Tablet [Metysolon] Box of 50 by DermaPharm,Drug,2099-12-31
Methylprednisolone 16 MG Oral Tablet [Metycortin] Box of 20 by Mibe,41166062,2017-08-24,,RxNorm Extension,OMOP2364024,Marketed Product,S,Methylprednisolone 16 MG Oral Tablet [Metycortin] Box of 20 by Mibe,Drug,2099-12-31
Methylprednisolone 16 MG Oral Tablet [Medrate] Box of 30 by Pfizer,41166063,2017-08-24,,RxNorm Extension,OMOP2364025,Marketed Product,S,Methylprednisolone 16 MG Oral Tablet [Medrate] Box of 30 by Pfizer,Drug,2099-12-31
Methylprednisolone 16 MG Oral Tablet Box of 50 by Jenapharm,41166064,2017-08-24,,RxNorm Extension,OMOP2364026,Marketed Product,S,Methylprednisolone 16 MG Oral Tablet Box of 50 by Jenapharm,Drug,2099-12-31
Methylprednisolone 4 MG Oral Tablet [Urbason] Box of 100 by Sanofi,41166069,2017-08-24,,RxNorm Extension,OMOP2364031,Marketed Product,S,Methylprednisolone 4 MG Oral Tablet [Urbason] Box of 100 by Sanofi,Drug,2099-12-31
Methylprednisolone 4 MG Oral Tablet [Urbason] Box of 100 by Docpharm,41166070,2017-08-24,,RxNorm Extension,OMOP2364032,Marketed Product,S,Methylprednisolone 4 MG Oral Tablet [Urbason] Box of 100 by Docpharm,Drug,2099-12-31
Methylprednisolone 4 MG Oral Tablet [Urbason] Box of 100 by Alpha Med,41166071,2017-08-24,,RxNorm Extension,OMOP2364033,Marketed Product,S,Methylprednisolone 4 MG Oral Tablet [Urbason] Box of 100 by Alpha Med,Drug,2099-12-31
Methylprednisolone 4 MG Oral Tablet [M Prednihexal] Box of 50 by Novartis,41166072,2017-08-24,,RxNorm Extension,OMOP2364034,Marketed Product,S,Methylprednisolone 4 MG Oral Tablet [M Prednihexal] Box of 50 by Novartis,Drug,2099-12-31
Methylprednisolone 16 MG Oral Tablet [Urbason] Box of 120,41155859,2017-08-24,,RxNorm Extension,OMOP2353821,Branded Drug Box,S,Methylprednisolone 16 MG Oral Tablet [Urbason] Box of 120,Drug,2099-12-31
Methylprednisolone 16 MG Oral Tablet [Metysolon] Box of 10,41155861,2017-08-24,,RxNorm Extension,OMOP2353823,Branded Drug Box,S,Methylprednisolone 16 MG Oral Tablet [Metysolon] Box of 10,Drug,2099-12-31
Methylprednisolone 16 MG Oral Tablet [Metypred] Box of 100,41155862,2017-08-24,,RxNorm Extension,OMOP2353824,Branded Drug Box,S,Methylprednisolone 16 MG Oral Tablet [Metypred] Box of 100,Drug,2099-12-31
Methylprednisolone 4 MG Oral Tablet [Urbason] Box of 1000,41155868,2017-08-24,,RxNorm Extension,OMOP2353830,Branded Drug Box,S,Methylprednisolone 4 MG Oral Tablet [Urbason] Box of 1000,Drug,2099-12-31
Methylprednisolone 4 MG Oral Tablet [Metypred] Box of 50,41155869,2017-08-24,,RxNorm Extension,OMOP2353831,Branded Drug Box,S,Methylprednisolone 4 MG Oral Tablet [Metypred] Box of 50,Drug,2099-12-31
Methylprednisolone 4 MG Oral Tablet [Metycortin] Box of 50,41155870,2017-08-24,,RxNorm Extension,OMOP2353832,Branded Drug Box,S,Methylprednisolone 4 MG Oral Tablet [Metycortin] Box of 50,Drug,2099-12-31
Methylprednisolone 4 MG Oral Tablet [Methylprednisolon Acis] Box of 50,41155871,2017-08-24,,RxNorm Extension,OMOP2353833,Branded Drug Box,S,Methylprednisolone 4 MG Oral Tablet [Methylprednisolon Acis] Box of 50,Drug,2099-12-31
Methylprednisolone 100 MG Oral Tablet Box of 150,41178636,2017-08-24,,RxNorm Extension,OMOP2376598,Clinical Drug Box,S,Methylprednisolone 100 MG Oral Tablet Box of 150,Drug,2099-12-31
Methylprednisolone 4 MG Oral Tablet Box of 5000,41178642,2017-08-24,,RxNorm Extension,OMOP2376604,Clinical Drug Box,S,Methylprednisolone 4 MG Oral Tablet Box of 5000,Drug,2099-12-31
Methylprednisolone 2 MG Oral Tablet [Medrate] Box of 300,41030380,2017-08-24,,RxNorm Extension,OMOP2228342,Branded Drug Box,S,Methylprednisolone 2 MG Oral Tablet [Medrate] Box of 300,Drug,2099-12-31
Methylprednisolone 16 MG Oral Tablet [Urbason] Box of 30,41030382,2017-08-24,,RxNorm Extension,OMOP2228344,Branded Drug Box,S,Methylprednisolone 16 MG Oral Tablet [Urbason] Box of 30,Drug,2099-12-31
Methylprednisolone 16 MG Oral Tablet [Predni M] Box of 20,41030384,2017-08-24,,RxNorm Extension,OMOP2228346,Branded Drug Box,S,Methylprednisolone 16 MG Oral Tablet [Predni M] Box of 20,Drug,2099-12-31
Methylprednisolone 16 MG Oral Tablet [Metysolon] Box of 100,41030385,2017-08-24,,RxNorm Extension,OMOP2228347,Branded Drug Box,S,Methylprednisolone 16 MG Oral Tablet [Metysolon] Box of 100,Drug,2099-12-31
Methylprednisolone 16 MG Oral Tablet [Methylprednisolon Acis] Box of 50,41030386,2017-08-24,,RxNorm Extension,OMOP2228348,Branded Drug Box,S,Methylprednisolone 16 MG Oral Tablet [Methylprednisolon Acis] Box of 50,Drug,2099-12-31
Methylprednisolone 16 MG Oral Tablet [Medrate] Box of 30,41030387,2017-08-24,,RxNorm Extension,OMOP2228349,Branded Drug Box,S,Methylprednisolone 16 MG Oral Tablet [Medrate] Box of 30,Drug,2099-12-31
Methylprednisolone 16 MG Oral Tablet [Medrate],41030388,2017-08-24,,RxNorm Extension,OMOP2228350,Branded Drug,S,Methylprednisolone 16 MG Oral Tablet [Medrate],Drug,2099-12-31
Methylprednisolone 16 MG Oral Tablet [M Prednihexal] Box of 100,41030389,2017-08-24,,RxNorm Extension,OMOP2228351,Branded Drug Box,S,Methylprednisolone 16 MG Oral Tablet [M Prednihexal] Box of 100,Drug,2099-12-31
Methylprednisolone 4 MG Oral Tablet [Predni M] Box of 100,41030397,2017-08-24,,RxNorm Extension,OMOP2228359,Branded Drug Box,S,Methylprednisolone 4 MG Oral Tablet [Predni M] Box of 100,Drug,2099-12-31
Methylprednisolone 4 MG Oral Tablet [Metycortin] Box of 20,41030398,2017-08-24,,RxNorm Extension,OMOP2228360,Branded Drug Box,S,Methylprednisolone 4 MG Oral Tablet [Metycortin] Box of 20,Drug,2099-12-31
Methylprednisolone 4 MG Oral Tablet [Medrate],41030399,2017-08-24,,RxNorm Extension,OMOP2228361,Branded Drug,S,Methylprednisolone 4 MG Oral Tablet [Medrate],Drug,2099-12-31
Methylprednisolone 16 MG Oral Tablet [Urbason] Box of 10 by Sanofi,41103354,2017-08-24,,RxNorm Extension,OMOP2301316,Marketed Product,S,Methylprednisolone 16 MG Oral Tablet [Urbason] Box of 10 by Sanofi,Drug,2099-12-31
Methylprednisolone 16 MG Oral Tablet [Urbason] Box of 10 by G&R Opticare,41103355,2017-08-24,,RxNorm Extension,OMOP2301317,Marketed Product,S,Methylprednisolone 16 MG Oral Tablet [Urbason] Box of 10 by G&R Opticare,Drug,2099-12-31
Methylprednisolone 16 MG Oral Tablet [M Prednihexal] Box of 20 by Novartis,41103356,2017-08-24,,RxNorm Extension,OMOP2301318,Marketed Product,S,Methylprednisolone 16 MG Oral Tablet [M Prednihexal] Box of 20 by Novartis,Drug,2099-12-31
Methylprednisolone 4 MG Oral Tablet [Urbason] Box of 100 by Diaprax,41103362,2017-08-24,,RxNorm Extension,OMOP2301324,Marketed Product,S,Methylprednisolone 4 MG Oral Tablet [Urbason] Box of 100 by Diaprax,Drug,2099-12-31
Methylprednisolone 4 MG Oral Tablet [Urbason] Box of 10 by Emra-Med,41103363,2017-08-24,,RxNorm Extension,OMOP2301325,Marketed Product,S,Methylprednisolone 4 MG Oral Tablet [Urbason] Box of 10 by Emra-Med,Drug,2099-12-31
Methylprednisolone 4 MG Oral Tablet [Urbason] Box of 10 by Docpharm,41103364,2017-08-24,,RxNorm Extension,OMOP2301326,Marketed Product,S,Methylprednisolone 4 MG Oral Tablet [Urbason] Box of 10 by Docpharm,Drug,2099-12-31
Methylprednisolone 4 MG Oral Tablet [Urbason] Box of 10 by A+S Unicare,41103365,2017-08-24,,RxNorm Extension,OMOP2301327,Marketed Product,S,Methylprednisolone 4 MG Oral Tablet [Urbason] Box of 10 by A+S Unicare,Drug,2099-12-31
Methylprednisolone 4 MG Oral Tablet [Predni M] Box of 100 by Sanofi,41103366,2017-08-24,,RxNorm Extension,OMOP2301328,Marketed Product,S,Methylprednisolone 4 MG Oral Tablet [Predni M] Box of 100 by Sanofi,Drug,2099-12-31
Methylprednisolone 4 MG Oral Tablet [Metysolon] Box of 50 by DermaPharm,41103367,2017-08-24,,RxNorm Extension,OMOP2301329,Marketed Product,S,Methylprednisolone 4 MG Oral Tablet [Metysolon] Box of 50 by DermaPharm,Drug,2099-12-31
Methylprednisolone 16 MG Oral Tablet [Urbason] Box of 30 by Kohlpharma,41071919,2017-08-24,,RxNorm Extension,OMOP2269881,Marketed Product,S,Methylprednisolone 16 MG Oral Tablet [Urbason] Box of 30 by Kohlpharma,Drug,2099-12-31
Methylprednisolone 16 MG Oral Tablet [Urbason] Box of 30 by Axicorp,41071920,2017-08-24,,RxNorm Extension,OMOP2269882,Marketed Product,S,Methylprednisolone 16 MG Oral Tablet [Urbason] Box of 30 by Axicorp,Drug,2099-12-31
Methylprednisolone 16 MG Oral Tablet [Methylprednisolon Acis] Box of 10 by Acis,41071921,2017-08-24,,RxNorm Extension,OMOP2269883,Marketed Product,S,Methylprednisolone 16 MG Oral Tablet [Methylprednisolon Acis] Box of 10 by Acis,Drug,2099-12-31
Methylprednisolone 16 MG Oral Tablet Box of 100 by Mibe,41071922,2017-08-24,,RxNorm Extension,OMOP2269884,Marketed Product,S,Methylprednisolone 16 MG Oral Tablet Box of 100 by Mibe,Drug,2099-12-31
Methylprednisolone 4 MG Oral Tablet [Urbason] Box of 20 by Bestphago,41071926,2017-08-24,,RxNorm Extension,OMOP2269888,Marketed Product,S,Methylprednisolone 4 MG Oral Tablet [Urbason] Box of 20 by Bestphago,Drug,2099-12-31
Methylprednisolone 4 MG Oral Tablet [Urbason] Box of 20 by A+S Unicare,41071927,2017-08-24,,RxNorm Extension,OMOP2269889,Marketed Product,S,Methylprednisolone 4 MG Oral Tablet [Urbason] Box of 20 by A+S Unicare,Drug,2099-12-31
Methylprednisolone 4 MG Oral Tablet [Predni M] Box of 30 by Sanofi,41071928,2017-08-24,,RxNorm Extension,OMOP2269890,Marketed Product,S,Methylprednisolone 4 MG Oral Tablet [Predni M] Box of 30 by Sanofi,Drug,2099-12-31
Methylprednisolone 4 MG Oral Tablet [Metycortin] Box of 100 by Mibe,41071929,2017-08-24,,RxNorm Extension,OMOP2269891,Marketed Product,S,Methylprednisolone 4 MG Oral Tablet [Metycortin] Box of 100 by Mibe,Drug,2099-12-31
Methylprednisolone 4 MG Oral Tablet [Methylprednisolon Acis] Box of 50 by Acis,41071930,2017-08-24,,RxNorm Extension,OMOP2269892,Marketed Product,S,Methylprednisolone 4 MG Oral Tablet [Methylprednisolon Acis] Box of 50 by Acis,Drug,2099-12-31
Methylprednisolone 4 MG Oral Tablet Box of 20 by Jenapharm,41071931,2017-08-24,,RxNorm Extension,OMOP2269893,Marketed Product,S,Methylprednisolone 4 MG Oral Tablet Box of 20 by Jenapharm,Drug,2099-12-31
Prednisone 2 MG Extended Release Oral Tablet [Lodotra] Box of 100 by Mylan,41133474,2017-08-24,,RxNorm Extension,OMOP2331436,Marketed Product,S,Prednisone 2 MG Extended Release Oral Tablet [Lodotra] Box of 100 by Mylan,Drug,2099-12-31
Prednisone 2 MG Extended Release Oral Tablet [Lodotra] Box of 30 by Mylan,41133475,2017-08-24,,RxNorm Extension,OMOP2331437,Marketed Product,S,Prednisone 2 MG Extended Release Oral Tablet [Lodotra] Box of 30 by Mylan,Drug,2099-12-31
Prednisone 1 MG Extended Release Oral Tablet [Lodotra] Box of 30 by Cc,41133482,2017-08-24,,RxNorm Extension,OMOP2331444,Marketed Product,S,Prednisone 1 MG Extended Release Oral Tablet [Lodotra] Box of 30 by Cc,Drug,2099-12-31
Methylprednisolone 16 MG Oral Tablet [Metypred] Box of 30 by Orion,41134794,2017-08-24,,RxNorm Extension,OMOP2332756,Marketed Product,S,Methylprednisolone 16 MG Oral Tablet [Metypred] Box of 30 by Orion,Drug,2099-12-31
Methylprednisolone 16 MG Oral Tablet [Metypred] Box of 20 by Orion,41134795,2017-08-24,,RxNorm Extension,OMOP2332757,Marketed Product,S,Methylprednisolone 16 MG Oral Tablet [Metypred] Box of 20 by Orion,Drug,2099-12-31
Methylprednisolone 16 MG Oral Tablet [Methylprednisolon Al] Box of 100 by Aliud,41134796,2017-08-24,,RxNorm Extension,OMOP2332758,Marketed Product,S,Methylprednisolone 16 MG Oral Tablet [Methylprednisolon Al] Box of 100 by Aliud,Drug,2099-12-31
Methylprednisolone 16 MG Oral Tablet [Methylprednisolon Al] Box of 20 by Aliud,41134797,2017-08-24,,RxNorm Extension,OMOP2332759,Marketed Product,S,Methylprednisolone 16 MG Oral Tablet [Methylprednisolon Al] Box of 20 by Aliud,Drug,2099-12-31
Methylprednisolone 16 MG Oral Tablet [Methylprednisolon Acis] Box of 100 by Acis,41134798,2017-08-24,,RxNorm Extension,OMOP2332760,Marketed Product,S,Methylprednisolone 16 MG Oral Tablet [Methylprednisolon Acis] Box of 100 by Acis,Drug,2099-12-31
Methylprednisolone 4 MG Oral Tablet [Urbason] Box of 100 by Kohlpharma,41134800,2017-08-24,,RxNorm Extension,OMOP2332762,Marketed Product,S,Methylprednisolone 4 MG Oral Tablet [Urbason] Box of 100 by Kohlpharma,Drug,2099-12-31
Methylprednisolone 4 MG Oral Tablet [Urbason] Box of 10 by Mtk,41134801,2017-08-24,,RxNorm Extension,OMOP2332763,Marketed Product,S,Methylprednisolone 4 MG Oral Tablet [Urbason] Box of 10 by Mtk,Drug,2099-12-31
Methylprednisolone 4 MG Oral Tablet [Urbason] Box of 10 by Gerke,41134802,2017-08-24,,RxNorm Extension,OMOP2332764,Marketed Product,S,Methylprednisolone 4 MG Oral Tablet [Urbason] Box of 10 by Gerke,Drug,2099-12-31
Methylprednisolone 4 MG Oral Tablet [Methylprednisolon Al] Box of 100 by Aliud,41134803,2017-08-24,,RxNorm Extension,OMOP2332765,Marketed Product,S,Methylprednisolone 4 MG Oral Tablet [Methylprednisolon Al] Box of 100 by Aliud,Drug,2099-12-31
Prednisone 1 MG Extended Release Oral Tablet [Lodotra] Box of 30 by Mundipharma,41258018,2017-08-24,,RxNorm Extension,OMOP2455980,Marketed Product,S,Prednisone 1 MG Extended Release Oral Tablet [Lodotra] Box of 30 by Mundipharma,Drug,2099-12-31
Methylprednisolone 16 MG Oral Tablet [Urbason] Box of 30 by Gerke,41259296,2017-08-24,,RxNorm Extension,OMOP2457258,Marketed Product,S,Methylprednisolone 16 MG Oral Tablet [Urbason] Box of 30 by Gerke,Drug,2099-12-31
Methylprednisolone 16 MG Oral Tablet [Urbason] Box of 30 by G&R Opticare,41259297,2017-08-24,,RxNorm Extension,OMOP2457259,Marketed Product,S,Methylprednisolone 16 MG Oral Tablet [Urbason] Box of 30 by G&R Opticare,Drug,2099-12-31
Methylprednisolone 16 MG Oral Tablet [Urbason] Box of 30 by Aca Mueller,41259298,2017-08-24,,RxNorm Extension,OMOP2457260,Marketed Product,S,Methylprednisolone 16 MG Oral Tablet [Urbason] Box of 30 by Aca Mueller,Drug,2099-12-31
Methylprednisolone 16 MG Oral Tablet [Metysolon] Box of 10 by DermaPharm,41259299,2017-08-24,,RxNorm Extension,OMOP2457261,Marketed Product,S,Methylprednisolone 16 MG Oral Tablet [Metysolon] Box of 10 by DermaPharm,Drug,2099-12-31
Methylprednisolone 16 MG Oral Tablet [Metypred] Box of 10 by Galen,41259300,2017-08-24,,RxNorm Extension,OMOP2457262,Marketed Product,S,Methylprednisolone 16 MG Oral Tablet [Metypred] Box of 10 by Galen,Drug,2099-12-31
Methylprednisolone 4 MG Oral Tablet [Urbason] Box of 100 by Ae-Media,41259304,2017-08-24,,RxNorm Extension,OMOP2457266,Marketed Product,S,Methylprednisolone 4 MG Oral Tablet [Urbason] Box of 100 by Ae-Media,Drug,2099-12-31
Methylprednisolone 4 MG Oral Tablet [Urbason] Box of 10 by Beragena,41259305,2017-08-24,,RxNorm Extension,OMOP2457267,Marketed Product,S,Methylprednisolone 4 MG Oral Tablet [Urbason] Box of 10 by Beragena,Drug,2099-12-31
Methylprednisolone 4 MG Oral Tablet [Predni M] Box of 50 by Sanofi,41259306,2017-08-24,,RxNorm Extension,OMOP2457268,Marketed Product,S,Methylprednisolone 4 MG Oral Tablet [Predni M] Box of 50 by Sanofi,Drug,2099-12-31
Methylprednisolone 4 MG Oral Tablet [Predni M] Box of 10 by Sanofi,41259307,2017-08-24,,RxNorm Extension,OMOP2457269,Marketed Product,S,Methylprednisolone 4 MG Oral Tablet [Predni M] Box of 10 by Sanofi,Drug,2099-12-31
Methylprednisolone 4 MG Oral Tablet [Metypred] Box of 100 by Galen,41259308,2017-08-24,,RxNorm Extension,OMOP2457270,Marketed Product,S,Methylprednisolone 4 MG Oral Tablet [Metypred] Box of 100 by Galen,Drug,2099-12-31
Methylprednisolone 4 MG Oral Tablet [Metypred] Box of 20 by Orion,41259309,2017-08-24,,RxNorm Extension,OMOP2457271,Marketed Product,S,Methylprednisolone 4 MG Oral Tablet [Metypred] Box of 20 by Orion,Drug,2099-12-31
Methylprednisolone 16 MG Oral Tablet [Urbason] Box of 300,41311328,2017-08-24,,RxNorm Extension,OMOP2509290,Branded Drug Box,S,Methylprednisolone 16 MG Oral Tablet [Urbason] Box of 300,Drug,2099-12-31
Methylprednisolone 16 MG Oral Tablet [Metycortin] Box of 50,41311329,2017-08-24,,RxNorm Extension,OMOP2509291,Branded Drug Box,S,Methylprednisolone 16 MG Oral Tablet [Metycortin] Box of 50,Drug,2099-12-31
Methylprednisolone 4 MG Oral Tablet [Urbason] Box of 1200,41311333,2017-08-24,,RxNorm Extension,OMOP2509295,Branded Drug Box,S,Methylprednisolone 4 MG Oral Tablet [Urbason] Box of 1200,Drug,2099-12-31
Methylprednisolone 4 MG Oral Tablet [M Prednihexal] Box of 100,41311335,2017-08-24,,RxNorm Extension,OMOP2509297,Branded Drug Box,S,Methylprednisolone 4 MG Oral Tablet [M Prednihexal] Box of 100,Drug,2099-12-31
Methylprednisolone 4 MG Oral Tablet [M Prednihexal] Box of 50,41311336,2017-08-24,,RxNorm Extension,OMOP2509298,Branded Drug Box,S,Methylprednisolone 4 MG Oral Tablet [M Prednihexal] Box of 50,Drug,2099-12-31
Methylprednisolone 4 MG Oral Tablet [M Prednihexal] Box of 10,41311337,2017-08-24,,RxNorm Extension,OMOP2509299,Branded Drug Box,S,Methylprednisolone 4 MG Oral Tablet [M Prednihexal] Box of 10,Drug,2099-12-31
2 ML Methylprednisolone 40 MG/ML Prefilled Syringe Box of 5,41338317,2017-08-24,,RxNorm Extension,OMOP2536279,Quant Clinical Box,S,2 ML Methylprednisolone 40 MG/ML Prefilled Syringe Box of 5,Drug,2099-12-31
Prednisone 5 MG Extended Release Oral Tablet [Lodotra] Box of 100 by Mundipharma,41320467,2017-08-24,,RxNorm Extension,OMOP2518429,Marketed Product,S,Prednisone 5 MG Extended Release Oral Tablet [Lodotra] Box of 100 by Mundipharma,Drug,2099-12-31
1 ML Methylprednisolone 40 MG/ML Prefilled Syringe [Urbason] Box of 3,41331092,2017-08-24,,RxNorm Extension,OMOP2529054,Quant Branded Box,S,1 ML Methylprednisolone 40 MG/ML Prefilled Syringe [Urbason] Box of 3,Drug,2099-12-31
1 ML Methylprednisolone 40 MG/ML Prefilled Syringe [Urbason] Box of 1,41332444,2017-08-24,,RxNorm Extension,OMOP2530406,Quant Branded Box,S,1 ML Methylprednisolone 40 MG/ML Prefilled Syringe [Urbason] Box of 1,Drug,2099-12-31
Methylprednisolone 100 MG Oral Tablet [Medrate] Box of 20 by Pfizer,41321695,2017-08-24,,RxNorm Extension,OMOP2519657,Marketed Product,S,Methylprednisolone 100 MG Oral Tablet [Medrate] Box of 20 by Pfizer,Drug,2099-12-31
