concept_name,concept_id,valid_start_date,invalid_reason,vocabulary_id,concept_code,concept_class_id,standar_concept,concept_name,domain_id,valid_end_date
15100 MG Clotrimazole 0.01 MG/MG / Hydrocortisone 0.01 MG/MG Topical Ointment [Canesten Hydrocortisone] by Bayer,35795362,2017-08-24,,RxNorm Extension,OMOP2796823,Marketed Product,S,15100 MG Clotrimazole 0.01 MG/MG / Hydrocortisone 0.01 MG/MG Topical Ointment [Canesten Hydrocortisone] by Bayer,Drug,2099-12-31
15100 MG Clotrimazole 0.01 MG/MG / Hydrocortisone 0.01 MG/MG Topical Ointment,35795441,2017-08-24,,RxNorm Extension,OMOP2796902,Quant Clinical Drug,S,15100 MG Clotrimazole 0.01 MG/MG / Hydrocortisone 0.01 MG/MG Topical Ointment,Drug,2099-12-31
15100 MG crotamiton 0.1 MG/MG / Hydrocortisone 0.0025 MG/MG Topical Ointment,35795537,2017-08-24,,RxNorm Extension,OMOP2796998,Quant Clinical Drug,S,15100 MG crotamiton 0.1 MG/MG / Hydrocortisone 0.0025 MG/MG Topical Ointment,Drug,2099-12-31
30000 MG Clotrimazole 0.01 MG/MG / Hydrocortisone 0.01 MG/MG Topical Ointment [Canesten HC],35795869,2017-08-24,,RxNorm Extension,OMOP2797330,Quant Branded Drug,S,30000 MG Clotrimazole 0.01 MG/MG / Hydrocortisone 0.01 MG/MG Topical Ointment [Canesten HC],Drug,2099-12-31
30000 MG Econazole 0.01 MG/MG / Hydrocortisone 0.01 MG/MG Topical Ointment [Econacort],35795873,2017-08-24,,RxNorm Extension,OMOP2797334,Quant Branded Drug,S,30000 MG Econazole 0.01 MG/MG / Hydrocortisone 0.01 MG/MG Topical Ointment [Econacort],Drug,2099-12-31
30000 MG Clotrimazole 0.01 MG/MG / Hydrocortisone 0.01 MG/MG Topical Ointment [Canesten HC] by Waymade,35795883,2017-08-24,,RxNorm Extension,OMOP2797344,Marketed Product,S,30000 MG Clotrimazole 0.01 MG/MG / Hydrocortisone 0.01 MG/MG Topical Ointment [Canesten HC] by Waymade,Drug,2099-12-31
30000 MG Clotrimazole 0.01 MG/MG / Hydrocortisone 0.01 MG/MG Topical Ointment [Canesten HC] by Bayer,35795884,2017-08-24,,RxNorm Extension,OMOP2797345,Marketed Product,S,30000 MG Clotrimazole 0.01 MG/MG / Hydrocortisone 0.01 MG/MG Topical Ointment [Canesten HC] by Bayer,Drug,2099-12-31
30000 MG Clotrimazole 0.01 MG/MG / Hydrocortisone 0.01 MG/MG Topical Ointment [Canesten HC] by Mawdsley-Brooks,35795885,2017-08-24,,RxNorm Extension,OMOP2797346,Marketed Product,S,30000 MG Clotrimazole 0.01 MG/MG / Hydrocortisone 0.01 MG/MG Topical Ointment [Canesten HC] by Mawdsley-Brooks,Drug,2099-12-31
30000 MG Hydrocortisone 0.01 MG/MG / Urea 0.1 MG/MG Topical Cream [Alphaderm] by Alliance,35795887,2017-08-24,,RxNorm Extension,OMOP2797348,Marketed Product,S,30000 MG Hydrocortisone 0.01 MG/MG / Urea 0.1 MG/MG Topical Cream [Alphaderm] by Alliance,Drug,2099-12-31
30000 MG crotamiton 0.1 MG/MG / Hydrocortisone 0.0025 MG/MG Topical Ointment [Eurax],35795911,2017-08-24,,RxNorm Extension,OMOP2797372,Quant Branded Drug,S,30000 MG crotamiton 0.1 MG/MG / Hydrocortisone 0.0025 MG/MG Topical Ointment [Eurax],Drug,2099-12-31
30000 MG Hydrocortisone 0.01 MG/MG / Urea 0.1 MG/MG Topical Cream [Hydromol],35795914,2017-08-24,,RxNorm Extension,OMOP2797375,Quant Branded Drug,S,30000 MG Hydrocortisone 0.01 MG/MG / Urea 0.1 MG/MG Topical Cream [Hydromol],Drug,2099-12-31
30000 MG Hydrocortisone 0.01 MG/MG / Urea 0.1 MG/MG Topical Cream [Alphaderm],35795915,2017-08-24,,RxNorm Extension,OMOP2797376,Quant Branded Drug,S,30000 MG Hydrocortisone 0.01 MG/MG / Urea 0.1 MG/MG Topical Cream [Alphaderm],Drug,2099-12-31
30000 MG Econazole 0.01 MG/MG / Hydrocortisone 0.01 MG/MG Topical Ointment [Econacort] by Bristol Myers Squibb,35795959,2017-08-24,,RxNorm Extension,OMOP2797420,Marketed Product,S,30000 MG Econazole 0.01 MG/MG / Hydrocortisone 0.01 MG/MG Topical Ointment [Econacort] by Bristol Myers Squibb,Drug,2099-12-31
30000 MG crotamiton 0.1 MG/MG / Hydrocortisone 0.0025 MG/MG Topical Ointment,35796041,2017-08-24,,RxNorm Extension,OMOP2797502,Quant Clinical Drug,S,30000 MG crotamiton 0.1 MG/MG / Hydrocortisone 0.0025 MG/MG Topical Ointment,Drug,2099-12-31
30000 MG Econazole 0.01 MG/MG / Hydrocortisone 0.01 MG/MG Topical Ointment,35796045,2017-08-24,,RxNorm Extension,OMOP2797506,Quant Clinical Drug,S,30000 MG Econazole 0.01 MG/MG / Hydrocortisone 0.01 MG/MG Topical Ointment,Drug,2099-12-31
30000 MG crotamiton 0.1 MG/MG / Hydrocortisone 0.0025 MG/MG Topical Ointment [Eurax] by Novartis,35796068,2017-08-24,,RxNorm Extension,OMOP2797529,Marketed Product,S,30000 MG crotamiton 0.1 MG/MG / Hydrocortisone 0.0025 MG/MG Topical Ointment [Eurax] by Novartis,Drug,2099-12-31
30000 MG Clotrimazole 0.01 MG/MG / Hydrocortisone 0.01 MG/MG Topical Ointment,35796085,2017-08-24,,RxNorm Extension,OMOP2797546,Quant Clinical Drug,S,30000 MG Clotrimazole 0.01 MG/MG / Hydrocortisone 0.01 MG/MG Topical Ointment,Drug,2099-12-31
30000 MG Clotrimazole 0.01 MG/MG / Hydrocortisone 0.01 MG/MG Topical Ointment [Canesten HC] by Lexon,35796109,2017-08-24,,RxNorm Extension,OMOP2797570,Marketed Product,S,30000 MG Clotrimazole 0.01 MG/MG / Hydrocortisone 0.01 MG/MG Topical Ointment [Canesten HC] by Lexon,Drug,2099-12-31
30000 MG Clotrimazole 0.01 MG/MG / Hydrocortisone 0.01 MG/MG Topical Ointment [Canesten HC] by DE,35796158,2017-08-24,,RxNorm Extension,OMOP2797619,Marketed Product,S,30000 MG Clotrimazole 0.01 MG/MG / Hydrocortisone 0.01 MG/MG Topical Ointment [Canesten HC] by DE,Drug,2099-12-31
30000 MG Hydrocortisone 0.01 MG/MG / Urea 0.1 MG/MG Topical Cream [Hydromol] by Alliance,35796162,2017-08-24,,RxNorm Extension,OMOP2797623,Marketed Product,S,30000 MG Hydrocortisone 0.01 MG/MG / Urea 0.1 MG/MG Topical Cream [Hydromol] by Alliance,Drug,2099-12-31
99300 MG Hydrocortisone 0.01 MG/MG / Urea 0.1 MG/MG Topical Cream [Alphaderm],35796618,2017-08-24,,RxNorm Extension,OMOP2798079,Quant Branded Drug,S,99300 MG Hydrocortisone 0.01 MG/MG / Urea 0.1 MG/MG Topical Cream [Alphaderm],Drug,2099-12-31
99300 MG Hydrocortisone 0.001 MG/MG Oral Suspension,35796667,2017-08-24,,RxNorm Extension,OMOP2798128,Quant Clinical Drug,S,99300 MG Hydrocortisone 0.001 MG/MG Oral Suspension,Drug,2099-12-31
99300 MG Hydrocortisone 0.01 MG/MG / Urea 0.1 MG/MG Topical Cream [Hydromol],35796684,2017-08-24,,RxNorm Extension,OMOP2798145,Quant Branded Drug,S,99300 MG Hydrocortisone 0.01 MG/MG / Urea 0.1 MG/MG Topical Cream [Hydromol],Drug,2099-12-31
99300 MG Hydrocortisone 0.01 MG/MG / Urea 0.1 MG/MG Topical Ointment [Hydromol],35796771,2017-08-24,,RxNorm Extension,OMOP2798232,Quant Branded Drug,S,99300 MG Hydrocortisone 0.01 MG/MG / Urea 0.1 MG/MG Topical Ointment [Hydromol],Drug,2099-12-31
99300 MG Hydrocortisone 0.01 MG/MG / Urea 0.1 MG/MG Topical Cream [Hydromol] by Alliance,35796879,2017-08-24,,RxNorm Extension,OMOP2798340,Marketed Product,S,99300 MG Hydrocortisone 0.01 MG/MG / Urea 0.1 MG/MG Topical Cream [Hydromol] by Alliance,Drug,2099-12-31
99300 MG Hydrocortisone 0.01 MG/MG / Urea 0.1 MG/MG Topical Cream [Alphaderm] by Alliance,35796880,2017-08-24,,RxNorm Extension,OMOP2798341,Marketed Product,S,99300 MG Hydrocortisone 0.01 MG/MG / Urea 0.1 MG/MG Topical Cream [Alphaderm] by Alliance,Drug,2099-12-31
99300 MG Hydrocortisone 0.001 MG/MG Oral Suspension [Locoid Crelo],35796932,2017-08-24,,RxNorm Extension,OMOP2798393,Quant Branded Drug,S,99300 MG Hydrocortisone 0.001 MG/MG Oral Suspension [Locoid Crelo],Drug,2099-12-31
99300 MG Hydrocortisone 0.001 MG/MG Oral Suspension [Locoid Crelo] by Astellas,35796955,2017-08-24,,RxNorm Extension,OMOP2798416,Marketed Product,S,99300 MG Hydrocortisone 0.001 MG/MG Oral Suspension [Locoid Crelo] by Astellas,Drug,2099-12-31
99300 MG Hydrocortisone 0.01 MG/MG / Urea 0.1 MG/MG Topical Ointment [Hydromol] by Alliance,35796969,2017-08-24,,RxNorm Extension,OMOP2798430,Marketed Product,S,99300 MG Hydrocortisone 0.01 MG/MG / Urea 0.1 MG/MG Topical Ointment [Hydromol] by Alliance,Drug,2099-12-31
99300 MG Hydrocortisone 0.01 MG/MG / Urea 0.1 MG/MG Topical Ointment [Alphaderm] by Alliance,35797051,2017-08-24,,RxNorm Extension,OMOP2798512,Marketed Product,S,99300 MG Hydrocortisone 0.01 MG/MG / Urea 0.1 MG/MG Topical Ointment [Alphaderm] by Alliance,Drug,2099-12-31
99300 MG Hydrocortisone 0.01 MG/MG / Urea 0.1 MG/MG Topical Ointment [Alphaderm],35797101,2017-08-24,,RxNorm Extension,OMOP2798562,Quant Branded Drug,S,99300 MG Hydrocortisone 0.01 MG/MG / Urea 0.1 MG/MG Topical Ointment [Alphaderm],Drug,2099-12-31
100000 MG Hydrocortisone 0.01 MG/MG / Urea 0.1 MG/MG Topical Cream [Alphaderm],35797162,2017-08-24,,RxNorm Extension,OMOP2798623,Quant Branded Drug,S,100000 MG Hydrocortisone 0.01 MG/MG / Urea 0.1 MG/MG Topical Cream [Alphaderm],Drug,2099-12-31
100000 MG Hydrocortisone 0.001 MG/MG Oral Suspension [Locoid Crelo],35797191,2017-08-24,,RxNorm Extension,OMOP2798652,Quant Branded Drug,S,100000 MG Hydrocortisone 0.001 MG/MG Oral Suspension [Locoid Crelo],Drug,2099-12-31
100000 MG Hydrocortisone 0.001 MG/MG Oral Suspension [Locoid Crelo] by Astellas,35797250,2017-08-24,,RxNorm Extension,OMOP2798711,Marketed Product,S,100000 MG Hydrocortisone 0.001 MG/MG Oral Suspension [Locoid Crelo] by Astellas,Drug,2099-12-31
100000 MG Hydrocortisone 0.01 MG/MG / Urea 0.1 MG/MG Topical Cream [Alphaderm] by Alliance,35797277,2017-08-24,,RxNorm Extension,OMOP2798738,Marketed Product,S,100000 MG Hydrocortisone 0.01 MG/MG / Urea 0.1 MG/MG Topical Cream [Alphaderm] by Alliance,Drug,2099-12-31
100000 MG Hydrocortisone 0.01 MG/MG / Urea 0.1 MG/MG Topical Cream [Hydromol],35797301,2017-08-24,,RxNorm Extension,OMOP2798762,Quant Branded Drug,S,100000 MG Hydrocortisone 0.01 MG/MG / Urea 0.1 MG/MG Topical Cream [Hydromol],Drug,2099-12-31
100000 MG Hydrocortisone 0.01 MG/MG / Urea 0.1 MG/MG Topical Cream [Hydromol] by Alliance,35797310,2017-08-24,,RxNorm Extension,OMOP2798771,Marketed Product,S,100000 MG Hydrocortisone 0.01 MG/MG / Urea 0.1 MG/MG Topical Cream [Hydromol] by Alliance,Drug,2099-12-31
101000 MG Hydrocortisone 0.01 MG/MG / Urea 0.1 MG/MG Topical Cream,35797352,2017-08-24,,RxNorm Extension,OMOP2798813,Quant Clinical Drug,S,101000 MG Hydrocortisone 0.01 MG/MG / Urea 0.1 MG/MG Topical Cream,Drug,2099-12-31
101000 MG Hydrocortisone 0.01 MG/MG / Urea 0.1 MG/MG Topical Ointment [Alphaderm],35797455,2017-08-24,,RxNorm Extension,OMOP2798916,Quant Branded Drug,S,101000 MG Hydrocortisone 0.01 MG/MG / Urea 0.1 MG/MG Topical Ointment [Alphaderm],Drug,2099-12-31
101000 MG Hydrocortisone 0.01 MG/MG / Urea 0.1 MG/MG Topical Cream [Hydromol],35797527,2017-08-24,,RxNorm Extension,OMOP2798988,Quant Branded Drug,S,101000 MG Hydrocortisone 0.01 MG/MG / Urea 0.1 MG/MG Topical Cream [Hydromol],Drug,2099-12-31
101000 MG Hydrocortisone 0.001 MG/MG Oral Suspension [Locoid Crelo] by Astellas,35797547,2017-08-24,,RxNorm Extension,OMOP2799008,Marketed Product,S,101000 MG Hydrocortisone 0.001 MG/MG Oral Suspension [Locoid Crelo] by Astellas,Drug,2099-12-31
101000 MG Hydrocortisone 0.01 MG/MG / Urea 0.1 MG/MG Topical Cream [Hydromol] by Alliance,35797560,2017-08-24,,RxNorm Extension,OMOP2799021,Marketed Product,S,101000 MG Hydrocortisone 0.01 MG/MG / Urea 0.1 MG/MG Topical Cream [Hydromol] by Alliance,Drug,2099-12-31
101000 MG Hydrocortisone 0.01 MG/MG / Urea 0.1 MG/MG Topical Cream [Alphaderm],35797701,2017-08-24,,RxNorm Extension,OMOP2799162,Quant Branded Drug,S,101000 MG Hydrocortisone 0.01 MG/MG / Urea 0.1 MG/MG Topical Cream [Alphaderm],Drug,2099-12-31
101000 MG Hydrocortisone 0.01 MG/MG / Urea 0.1 MG/MG Topical Ointment [Hydromol] by Alliance,35797733,2017-08-24,,RxNorm Extension,OMOP2799194,Marketed Product,S,101000 MG Hydrocortisone 0.01 MG/MG / Urea 0.1 MG/MG Topical Ointment [Hydromol] by Alliance,Drug,2099-12-31
101000 MG Hydrocortisone 0.01 MG/MG / Urea 0.1 MG/MG Topical Ointment,35797774,2017-08-24,,RxNorm Extension,OMOP2799235,Quant Clinical Drug,S,101000 MG Hydrocortisone 0.01 MG/MG / Urea 0.1 MG/MG Topical Ointment,Drug,2099-12-31
101000 MG Hydrocortisone 0.001 MG/MG Oral Suspension [Locoid Crelo],35797782,2017-08-24,,RxNorm Extension,OMOP2799243,Quant Branded Drug,S,101000 MG Hydrocortisone 0.001 MG/MG Oral Suspension [Locoid Crelo],Drug,2099-12-31
101000 MG Hydrocortisone 0.01 MG/MG / Urea 0.1 MG/MG Topical Ointment [Alphaderm] by Alliance,35797915,2017-08-24,,RxNorm Extension,OMOP2799376,Marketed Product,S,101000 MG Hydrocortisone 0.01 MG/MG / Urea 0.1 MG/MG Topical Ointment [Alphaderm] by Alliance,Drug,2099-12-31
101000 MG Hydrocortisone 0.001 MG/MG Oral Suspension,35797936,2017-08-24,,RxNorm Extension,OMOP2799397,Quant Clinical Drug,S,101000 MG Hydrocortisone 0.001 MG/MG Oral Suspension,Drug,2099-12-31
101000 MG Hydrocortisone 0.01 MG/MG / Urea 0.1 MG/MG Topical Ointment [Hydromol],35797972,2017-08-24,,RxNorm Extension,OMOP2799433,Quant Branded Drug,S,101000 MG Hydrocortisone 0.01 MG/MG / Urea 0.1 MG/MG Topical Ointment [Hydromol],Drug,2099-12-31
101000 MG Hydrocortisone 0.01 MG/MG / Urea 0.1 MG/MG Topical Cream [Alphaderm] by Alliance,35798003,2017-08-24,,RxNorm Extension,OMOP2799464,Marketed Product,S,101000 MG Hydrocortisone 0.01 MG/MG / Urea 0.1 MG/MG Topical Cream [Alphaderm] by Alliance,Drug,2099-12-31
Gentamicin 3 MG/ML / Hydrocortisone 10 MG/ML Otic Solution,42620538,2017-08-24,,RxNorm Extension,OMOP2800789,Clinical Drug,S,Gentamicin 3 MG/ML / Hydrocortisone 10 MG/ML Otic Solution,Drug,2099-12-31
Gentamicin / Hydrocortisone Otic Solution,42620715,2017-08-24,,RxNorm Extension,OMOP2801439,Clinical Drug Form,S,Gentamicin / Hydrocortisone Otic Solution,Drug,2099-12-31
Clotrimazole / Hydrocortisone Topical Ointment [Canesten],43514494,2017-08-29,,RxNorm Extension,OMOP2801609,Branded Drug Form,S,Clotrimazole / Hydrocortisone Topical Ointment [Canesten],Drug,2099-12-31
Clioquinol 0.01 MG/MG / Hydrocortisone 0.01 MG/MG [Hydroform],43514628,2017-08-29,,RxNorm Extension,OMOP2801743,Branded Drug Comp,S,Clioquinol 0.01 MG/MG / Hydrocortisone 0.01 MG/MG [Hydroform],Drug,2099-12-31
Hydrocortisone Rectal Solution [Colifoam],43514670,2017-08-29,,RxNorm Extension,OMOP2801785,Branded Drug Form,S,Hydrocortisone Rectal Solution [Colifoam],Drug,2099-12-31
Hydrocortisone 3.6 MG/ML,35774637,2017-08-24,,RxNorm Extension,OMOP2776098,Clinical Drug Comp,S,Hydrocortisone 3.6 MG/ML,Drug,2099-12-31
crotamiton 0.1 MG/MG / Hydrocortisone 0.0025 MG/MG [Eurax],35774655,2017-08-24,,RxNorm Extension,OMOP2776116,Branded Drug Comp,S,crotamiton 0.1 MG/MG / Hydrocortisone 0.0025 MG/MG [Eurax],Drug,2099-12-31
Hydrocortisone Extended Release Oral Tablet [Hydrocortone],35774751,2017-08-24,,RxNorm Extension,OMOP2776212,Branded Drug Form,S,Hydrocortisone Extended Release Oral Tablet [Hydrocortone],Drug,2099-12-31
Hydrocortisone / Urea Topical Cream [Alphaderm],35774804,2017-08-24,,RxNorm Extension,OMOP2776265,Branded Drug Form,S,Hydrocortisone / Urea Topical Cream [Alphaderm],Drug,2099-12-31
Econazole 0.01 MG/MG / Hydrocortisone 0.01 MG/MG Topical Ointment,35775120,2017-08-24,,RxNorm Extension,OMOP2776581,Clinical Drug,S,Econazole 0.01 MG/MG / Hydrocortisone 0.01 MG/MG Topical Ointment,Drug,2099-12-31
Hydrocortisone 3 MG/ML Oral Suspension,35762314,2017-08-24,,RxNorm Extension,OMOP2763775,Clinical Drug,S,Hydrocortisone 3 MG/ML Oral Suspension,Drug,2099-12-31
Hydrocortisone 20 MG Extended Release Oral Tablet Box of 30,35762315,2017-08-24,,RxNorm Extension,OMOP2763776,Clinical Drug Box,S,Hydrocortisone 20 MG Extended Release Oral Tablet Box of 30,Drug,2099-12-31
Clotrimazole 0.01 MG/MG / Hydrocortisone 0.01 MG/MG Topical Ointment,35762357,2017-08-24,,RxNorm Extension,OMOP2763818,Clinical Drug,S,Clotrimazole 0.01 MG/MG / Hydrocortisone 0.01 MG/MG Topical Ointment,Drug,2099-12-31
Hydrocortisone 0.01 MG/MG / hydroquinone 0.05 MG/MG / Tretinoin 0.001 MG/MG Topical Ointment,35762365,2017-08-24,,RxNorm Extension,OMOP2763826,Clinical Drug,S,Hydrocortisone 0.01 MG/MG / hydroquinone 0.05 MG/MG / Tretinoin 0.001 MG/MG Topical Ointment,Drug,2099-12-31
Hydrocortisone 0.01 MG/MG / Urea 0.1 MG/MG Topical Cream [Hydromol],35762877,2017-08-24,,RxNorm Extension,OMOP2764338,Branded Drug,S,Hydrocortisone 0.01 MG/MG / Urea 0.1 MG/MG Topical Cream [Hydromol],Drug,2099-12-31
Framycetin 0.191 UNT/MG / Hydrocortisone 0.287 MG/MG Oral Paste [CORTEXAN FRAMYCETINE],42725025,2017-08-24,,RxNorm Extension,OMOP2732498,Branded Drug,S,Framycetin 0.191 UNT/MG / Hydrocortisone 0.287 MG/MG Oral Paste [CORTEXAN FRAMYCETINE],Drug,2099-12-31
Chloramphenicol 0.002 MG/MG / Hydrocortisone 0.00629 MG/MG Prefilled Applicator Box of 10,42727367,2017-08-24,,RxNorm Extension,OMOP2732591,Clinical Drug Box,S,Chloramphenicol 0.002 MG/MG / Hydrocortisone 0.00629 MG/MG Prefilled Applicator Box of 10,Drug,2099-12-31
Cetylpyridinium 0.001 MG/MG / Hydrocortisone 0.01 MG/MG / Vitamin A 0.501 UNT/MG / Vitamin E 0.001 MG/MG Topical Ointment,42711534,2017-08-24,,RxNorm Extension,OMOP2732688,Clinical Drug,S,Cetylpyridinium 0.001 MG/MG / Hydrocortisone 0.01 MG/MG / Vitamin A 0.501 UNT/MG / Vitamin E 0.001 MG/MG Topical Ointment,Drug,2099-12-31
Hydrocortisone 67 MG/ML Injectable Solution Box of 50,42715165,2017-08-24,,RxNorm Extension,OMOP2732894,Clinical Drug Box,S,Hydrocortisone 67 MG/ML Injectable Solution Box of 50,Drug,2099-12-31
Cetylpyridinium 0.001 MG/MG / Hydrocortisone 0.0033 MG/MG / Vitamin A 0.501 UNT/MG / Vitamin E 0.001 MG/MG Topical Ointment,42715446,2017-08-24,,RxNorm Extension,OMOP2733052,Clinical Drug,S,Cetylpyridinium 0.001 MG/MG / Hydrocortisone 0.0033 MG/MG / Vitamin A 0.501 UNT/MG / Vitamin E 0.001 MG/MG Topical Ointment,Drug,2099-12-31
2 ML Hydrocortisone 168 MG/ML Injectable Solution,44190106,2017-10-06,,RxNorm Extension,OMOP3066829,Quant Clinical Drug,S,2 ML Hydrocortisone 168 MG/ML Injectable Solution,Drug,2099-12-31
2 ML Hydrocortisone 168 MG/ML Injectable Solution Box of 1,44190405,2017-10-06,,RxNorm Extension,OMOP3067128,Quant Clinical Box,S,2 ML Hydrocortisone 168 MG/ML Injectable Solution Box of 1,Drug,2099-12-31
2 ML Hydrocortisone 167 MG/ML Injectable Suspension [Hydrocortison Rotexmedica] Box of 1 by Rotexmedica,44190471,2017-10-06,,RxNorm Extension,OMOP3067194,Marketed Product,S,2 ML Hydrocortisone 167 MG/ML Injectable Suspension [Hydrocortison Rotexmedica] Box of 1 by Rotexmedica,Drug,2099-12-31
2 ML Hydrocortisone 67 MG/ML Injectable Suspension Box of 1,44190489,2017-10-06,,RxNorm Extension,OMOP3067212,Quant Clinical Box,S,2 ML Hydrocortisone 67 MG/ML Injectable Suspension Box of 1,Drug,2099-12-31
2 ML Hydrocortisone 167 MG/ML Injectable Suspension [Hydrocortison Rotexmedica] Box of 1,44190509,2017-10-06,,RxNorm Extension,OMOP3067232,Quant Branded Box,S,2 ML Hydrocortisone 167 MG/ML Injectable Suspension [Hydrocortison Rotexmedica] Box of 1,Drug,2099-12-31
2 ML Hydrocortisone 167 MG/ML Injectable Suspension Box of 1,44190572,2017-10-06,,RxNorm Extension,OMOP3067295,Quant Clinical Box,S,2 ML Hydrocortisone 167 MG/ML Injectable Suspension Box of 1,Drug,2099-12-31
2 ML Hydrocortisone 67 MG/ML Injectable Suspension [Hydrocortison Rotexmedica] Box of 1,44190702,2017-10-06,,RxNorm Extension,OMOP3067425,Quant Branded Box,S,2 ML Hydrocortisone 67 MG/ML Injectable Suspension [Hydrocortison Rotexmedica] Box of 1,Drug,2099-12-31
2 ML Hydrocortisone 167 MG/ML Injectable Suspension Box of 10 by Pfizer,44190746,2017-10-06,,RxNorm Extension,OMOP3067469,Marketed Product,S,2 ML Hydrocortisone 167 MG/ML Injectable Suspension Box of 10 by Pfizer,Drug,2099-12-31
2 ML Hydrocortisone 167 MG/ML Injectable Suspension Box of 10,44190761,2017-10-06,,RxNorm Extension,OMOP3067484,Quant Clinical Box,S,2 ML Hydrocortisone 167 MG/ML Injectable Suspension Box of 10,Drug,2099-12-31
2 ML Hydrocortisone 168 MG/ML Injectable Solution Box of 1 by Pfizer,44190840,2017-10-06,,RxNorm Extension,OMOP3067563,Marketed Product,S,2 ML Hydrocortisone 168 MG/ML Injectable Solution Box of 1 by Pfizer,Drug,2099-12-31
2 ML Hydrocortisone 67 MG/ML Injectable Suspension [Hydrocortison Rotexmedica] Box of 1 by Rotexmedica,44190841,2017-10-06,,RxNorm Extension,OMOP3067564,Marketed Product,S,2 ML Hydrocortisone 67 MG/ML Injectable Suspension [Hydrocortison Rotexmedica] Box of 1 by Rotexmedica,Drug,2099-12-31
4 ML Hydrocortisone 168 MG/ML Injectable Suspension,44191522,2017-10-06,,RxNorm Extension,OMOP3068245,Quant Clinical Drug,S,4 ML Hydrocortisone 168 MG/ML Injectable Suspension,Drug,2099-12-31
4 ML Hydrocortisone 168 MG/ML Injectable Solution Box of 10,44191523,2017-10-06,,RxNorm Extension,OMOP3068246,Quant Clinical Box,S,4 ML Hydrocortisone 168 MG/ML Injectable Solution Box of 10,Drug,2099-12-31
4 ML Hydrocortisone 168 MG/ML Injectable Solution,44191535,2017-10-06,,RxNorm Extension,OMOP3068258,Quant Clinical Drug,S,4 ML Hydrocortisone 168 MG/ML Injectable Solution,Drug,2099-12-31
4 ML Hydrocortisone 168 MG/ML Injectable Solution Box of 1 by Pfizer,44191558,2017-10-06,,RxNorm Extension,OMOP3068281,Marketed Product,S,4 ML Hydrocortisone 168 MG/ML Injectable Solution Box of 1 by Pfizer,Drug,2099-12-31
4 ML Hydrocortisone 168 MG/ML Injectable Solution Box of 1,44191570,2017-10-06,,RxNorm Extension,OMOP3068293,Quant Clinical Box,S,4 ML Hydrocortisone 168 MG/ML Injectable Solution Box of 1,Drug,2099-12-31
4 ML Hydrocortisone 168 MG/ML Injectable Suspension Box of 1 by Pfizer,44191585,2017-10-06,,RxNorm Extension,OMOP3068308,Marketed Product,S,4 ML Hydrocortisone 168 MG/ML Injectable Suspension Box of 1 by Pfizer,Drug,2099-12-31
4 ML Hydrocortisone 168 MG/ML Injectable Suspension Box of 1,44191590,2017-10-06,,RxNorm Extension,OMOP3068313,Quant Clinical Box,S,4 ML Hydrocortisone 168 MG/ML Injectable Suspension Box of 1,Drug,2099-12-31
8 ML Hydrocortisone 168 MG/ML Injectable Suspension Box of 10,44192397,2017-10-06,,RxNorm Extension,OMOP3069120,Quant Clinical Box,S,8 ML Hydrocortisone 168 MG/ML Injectable Suspension Box of 10,Drug,2099-12-31
8 ML Hydrocortisone 168 MG/ML Injectable Suspension Box of 10 by Pfizer,44192402,2017-10-06,,RxNorm Extension,OMOP3069125,Marketed Product,S,8 ML Hydrocortisone 168 MG/ML Injectable Suspension Box of 10 by Pfizer,Drug,2099-12-31
30 ML Hydrocortisone 0.0333 MG/ML Injectable Solution [Alfason] Box of 1 by Leo,44194947,2017-10-06,,RxNorm Extension,OMOP3071670,Marketed Product,S,30 ML Hydrocortisone 0.0333 MG/ML Injectable Solution [Alfason] Box of 1 by Leo,Drug,2099-12-31
100 ML Hydrocortisone 1 MG/ML / Salicylic Acid 15 MG/ML Medicated Shampoo,44197629,2017-10-06,,RxNorm Extension,OMOP3074352,Quant Clinical Drug,S,100 ML Hydrocortisone 1 MG/ML / Salicylic Acid 15 MG/ML Medicated Shampoo,Drug,2099-12-31
100 ML Hydrocortisone 0.01 MG/ML Injectable Solution,44197630,2017-10-06,,RxNorm Extension,OMOP3074353,Quant Clinical Drug,S,100 ML Hydrocortisone 0.01 MG/ML Injectable Solution,Drug,2099-12-31
100 ML Hydrocortisone 1 MG/ML / Salicylic Acid 15 MG/ML Medicated Shampoo Box of 1 by Georg Simons,44197713,2017-10-06,,RxNorm Extension,OMOP3074436,Marketed Product,S,100 ML Hydrocortisone 1 MG/ML / Salicylic Acid 15 MG/ML Medicated Shampoo Box of 1 by Georg Simons,Drug,2099-12-31
100 ML Hydrocortisone 1 MG/ML / Salicylic Acid 15 MG/ML Medicated Shampoo Box of 1,44197867,2017-10-06,,RxNorm Extension,OMOP3074590,Quant Clinical Box,S,100 ML Hydrocortisone 1 MG/ML / Salicylic Acid 15 MG/ML Medicated Shampoo Box of 1,Drug,2099-12-31
100 ML Hydrocortisone 0.01 MG/ML Injectable Solution Box of 1,44197868,2017-10-06,,RxNorm Extension,OMOP3074591,Quant Clinical Box,S,100 ML Hydrocortisone 0.01 MG/ML Injectable Solution Box of 1,Drug,2099-12-31
