concept_id	concept_name	standard_concept	standard_concept_caption	invalid_reason	invalid_reason_caption	concept_code	domain_id	vocabulary_id	concept_class_id
42820352	fluticasone propionate 50ug/1 NASAL SPRAY, METERED	C		NULL		c85161eb-0f36-cfa6-7688-02fcb45437eb	Drug	SPL	OTC Drug
42820353	triamcinolone acetonide 1mg/g TOPICAL CREAM	C		NULL		c857dcdf-3c9b-4382-82d3-adc74bc4df2c	Drug	SPL	Prescription Drug
42820409	fluticasone propionate 50ug/1 NASAL SPRAY, METERED [sunmark allergy relief nasal 24 hr]	C		NULL		c992112b-e8c5-4cdc-ba75-1625947f8cad	Drug	SPL	OTC Drug
42820413	fluticasone propionate 50ug/1 NASAL SPRAY, METERED [careone allergy relief]	C		NULL		c9ac1bbf-5e05-44b8-89ee-acaa738b061d	Drug	SPL	OTC Drug
42820437	triamcinolone acetonide 10mg/mL INTRA-ARTICULAR; INTRALESIONAL INJECTION, SUSPENSION [kenalog-10]	C		NULL		ca388e48-60d8-440a-8a4e-626db0c0497f	Drug	SPL	Prescription Drug
42820439	fluticasone propionate 50ug/1 NASAL SPRAY, METERED [equaline fluticasone propionate]	C		NULL		ca3d6846-be01-44c0-8990-e060894eafab	Drug	SPL	OTC Drug
42820494	mometasone furoate 1mg/mL TOPICAL SOLUTION	C		NULL		cbb059dd-04f6-4485-b502-89bffb34f17c	Drug	SPL	Prescription Drug
42820611	fluticasone propionate 50ug/1 NASAL SPRAY, METERED [signature care allergy relief]	C		NULL		cf0473aa-e22d-4c35-88e6-5aed0dd570ef	Drug	SPL	OTC Drug
42820664	fluticasone propionate 55ug/1 / 113ug/1 / 232ug/1 RESPIRATORY (INHALATION) POWDER, METERED [armonair respiclick]	C		NULL		d02d6b10-8b28-46b1-aef4-667adcc5416a	Drug	SPL	Prescription Drug
42820890	fluticasone propionate 50ug/1 NASAL SPRAY, METERED [equaline fluticasone propionate]	C		NULL		d5e2e403-4db8-437e-bf88-d669cb9ccafb	Drug	SPL	OTC Drug
42820944	fluticasone propionate and salmeterol 14ug/1 / 55ug/1 / 113ug/1 / 232ug/1 RESPIRATORY (INHALATION) POWDER, METERED	C		NULL		d7339922-24db-4c3c-a459-274b40f36497	Drug	SPL	Prescription Drug
42820948	budesonide 3mg/1 ORAL CAPSULE, DELAYED RELEASE PELLETS [budesonide (enteric coated)]	C		NULL		d7542bae-81ef-4e96-ad2b-203b7c94b060	Drug	SPL	Prescription Drug
42820962	budesonide .5mg/2mL / .25mg/2mL RESPIRATORY (INHALATION) SUSPENSION	C		NULL		d7bb85a7-aace-4d1b-9f24-8f86a809ccd8	Drug	SPL	Prescription Drug
42820978	triamcinolone acetonide 5mg/g TOPICAL OINTMENT	C		NULL		d825e2c7-cdb4-4f2b-be1e-666227606439	Drug	SPL	Prescription Drug
42821214	fluticasone furoate and vilanterol trifenatate 25ug/1 / 100ug/1 / 200ug/1 RESPIRATORY (INHALATION) POWDER [breo ellipta]	C		NULL		de557194-155f-41d3-8bf4-11926cf9927a	Drug	SPL	Prescription Drug
42821275	triamcinolone acetonide 55ug/1 NASAL SPRAY, METERED [harris teeter nasal allergy]	C		NULL		dfc9225b-c270-4231-9b4f-8f4cff905938	Drug	SPL	OTC Drug
42821391	budesonide 32ug/1 NASAL SPRAY, METERED	C		NULL		e2c53b94-21db-6506-e864-e50b47156f97	Drug	SPL	OTC Drug
42821719	budesonide 32ug/1 NASAL SPRAY, METERED	C		NULL		ec0274a7-ae36-295b-7139-717483111c4c	Drug	SPL	OTC Drug
42821783	fluticasone propionate 50ug/1 NASAL SPRAY, METERED	C		NULL		edaee0bb-a7c9-f2a1-0378-d2f035c4ab38	Drug	SPL	OTC Drug
42821854	triamcinolone acetonide 55ug/1 NASAL SPRAY, METERED [nasacort allergy 24hr]	C		NULL		ef702c67-16ff-458d-bf55-e1a58eca656b	Drug	SPL	OTC Drug
42821904	fluticasone propionate 50ug/1 NASAL SPRAY, METERED [signature care childrens allergy relief]	C		NULL		f0ebff92-2452-462a-bb26-b085bac19700	Drug	SPL	OTC Drug
42821954	triamcinolone acetonide 40mg/mL OPHTHALMIC INJECTION, SUSPENSION [triesence]	C		NULL		f24a55ad-0fb7-41f6-9182-e36d7878d654	Drug	SPL	Prescription Drug
42822019	fluticasone propionate 50ug/1 NASAL SPRAY, METERED [harris teeter allergy relief nasal]	C		NULL		f3ceeac0-5af3-4fdd-a650-5a244b74e989	Drug	SPL	OTC Drug
42822560	fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray	NULL		NULL		00113028502	Drug	NDC	11-digit NDC
42822652	nystatin 100000 UNT/ML / triamcinolone acetonide 1 MG/ML Topical Cream	NULL		NULL		00316022315	Drug	NDC	11-digit NDC
42822653	nystatin 100000 UNT/ML / triamcinolone acetonide 1 MG/ML Topical Cream	NULL		NULL		00316022330	Drug	NDC	11-digit NDC
42822654	nystatin 100000 UNT/ML / triamcinolone acetonide 1 MG/ML Topical Cream	NULL		NULL		00316022360	Drug	NDC	11-digit NDC
42822655	nystatin 100 UNT/MG / triamcinolone acetonide 0.001 MG/MG Topical Ointment	NULL		NULL		00316022415	Drug	NDC	11-digit NDC
42822656	nystatin 100 UNT/MG / triamcinolone acetonide 0.001 MG/MG Topical Ointment	NULL		NULL		00316022430	Drug	NDC	11-digit NDC
42822657	nystatin 100 UNT/MG / triamcinolone acetonide 0.001 MG/MG Topical Ointment	NULL		NULL		00316022460	Drug	NDC	11-digit NDC
42823004	mometasone furoate 1.35 MG Drug Implant [Sinuva]	NULL		NULL		10599000301	Drug	NDC	11-digit NDC
42823772	triamcinolone acetonide 0.055 MG/ACTUAT Metered Dose Nasal Spray [Nasacort]	NULL		NULL		41167580004	Drug	NDC	11-digit NDC
42823807	fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray	NULL		NULL		41520070303	Drug	NDC	11-digit NDC
42824142	nystatin 100000 UNT/ML / triamcinolone acetonide 1 MG/ML Topical Cream	NULL		NULL		45802088014	Drug	NDC	11-digit NDC
40132044	mometasone Topical Ointment [Elocon]	S		NULL		619245	Drug	RxNorm	Branded Drug Form
40135263	Budesonide / formoterol Inhalant Powder [symbicort]	NULL		D		647389	Drug	RxNorm	Branded Drug Form
40136733	fluticasone / salmeterol Inhalant Solution [Advair]	NULL		D		668647	Drug	RxNorm	Branded Drug Form
40136734	fluticasone 0.045 MG/ACTUAT / salmeterol 0.021 MG/ACTUAT Inhalant Solution [Advair]	NULL		U		668652	Drug	RxNorm	Branded Drug
40136735	fluticasone 0.045 MG/ACTUAT / salmeterol 0.021 MG/ACTUAT [Advair]	NULL		U		668651	Drug	RxNorm	Branded Drug Comp
40136736	fluticasone 0.115 MG/ACTUAT / salmeterol 0.021 MG/ACTUAT Inhalant Solution [Advair]	NULL		U		668648	Drug	RxNorm	Branded Drug
40136737	fluticasone 0.115 MG/ACTUAT / salmeterol 0.021 MG/ACTUAT [Advair]	NULL		U		668646	Drug	RxNorm	Branded Drug Comp
40136738	fluticasone 0.23 MG/ACTUAT / salmeterol 0.021 MG/ACTUAT Inhalant Solution [Advair]	NULL		U		668650	Drug	RxNorm	Branded Drug
40136739	fluticasone 0.23 MG/ACTUAT / salmeterol 0.021 MG/ACTUAT [Advair]	NULL		U		668649	Drug	RxNorm	Branded Drug Comp
40137724	ciclesonide Nasal Spray	NULL		D		687255	Drug	RxNorm	Clinical Drug Form
40139378	Budesonide 0.09 MG/ACTUAT Inhalant Powder [Pulmicort]	NULL		U		704750	Drug	RxNorm	Branded Drug
40139380	Budesonide 0.18 MG/ACTUAT Inhalant Powder [Pulmicort]	NULL		U		704748	Drug	RxNorm	Branded Drug
40139501	fluticasone 0.0275 MG/ACTUAT Nasal Spray [Veramyst]	NULL		U		705028	Drug	RxNorm	Branded Drug
40139503	fluticasone Nasal Spray [Veramyst]	NULL		D		705027	Drug	RxNorm	Branded Drug Form
40139883	Budesonide 0.16 MG/ACTUAT / formoterol 0.0045 MG/ACTUAT Inhalant Solution [Symbicort]	NULL		D		707364	Drug	RxNorm	Branded Drug
40139884	Budesonide 0.16 MG/ACTUAT / formoterol 0.0045 MG/ACTUAT [Symbicort]	NULL		D		707362	Drug	RxNorm	Branded Drug Comp
40139885	Budesonide Inhalant Powder [Pulmicort Turbohaler]	NULL		D		705964	Drug	RxNorm	Branded Drug Form
40139886	Budesonide Inhalant Solution [Pulmicort Respules]	NULL		D		705970	Drug	RxNorm	Branded Drug Form
40139916	Budesonide / formoterol Inhalant Solution	NULL		D		707360	Drug	RxNorm	Clinical Drug Form
40139917	Budesonide / formoterol Inhalant Solution [Symbicort]	NULL		D		707363	Drug	RxNorm	Branded Drug Form
40140086	triamcinolone Oral Paste [Oralone]	S		NULL		707357	Drug	RxNorm	Branded Drug Form
40141448	triamcinolone Prefilled Syringe	S		NULL		727885	Drug	RxNorm	Clinical Drug Form
40142910	budesonide / formoterol Metered Dose Inhaler	S		NULL		745797	Drug	RxNorm	Clinical Drug Form
40142911	Budesonide / formoterol Metered Dose Inhaler [Symbicort 160/4.5]	NULL		U		745801	Drug	RxNorm	Branded Drug Form
40142912	budesonide / formoterol Metered Dose Inhaler [Symbicort]	S		NULL		745810	Drug	RxNorm	Branded Drug Form
40142920	budesonide Dry Powder Inhaler	S		NULL		746824	Drug	RxNorm	Clinical Drug Form
40142921	budesonide Dry Powder Inhaler [Pulmicort]	S		NULL		746826	Drug	RxNorm	Branded Drug Form
40142922	Budesonide Inhalant Solution [Pulmicort LS]	NULL		D		744358	Drug	RxNorm	Branded Drug Form
40142923	Budesonide Nasal Inhaler	NULL		D		746820	Drug	RxNorm	Clinical Drug Form
40142924	Budesonide Nasal Inhaler [Rhinocort]	NULL		D		746822	Drug	RxNorm	Branded Drug Form
40143326	mometasone Dry Powder Inhaler	S		NULL		746792	Drug	RxNorm	Clinical Drug Form
40143327	mometasone Dry Powder Inhaler [Asmanex]	S		NULL		746795	Drug	RxNorm	Branded Drug Form
40143328	Mometasone Nasal Inhaler	NULL		D		746198	Drug	RxNorm	Clinical Drug Form
40143329	Mometasone Nasal Inhaler [Nasonex]	NULL		D		746200	Drug	RxNorm	Branded Drug Form
40143708	triamcinolone Metered Dose Inhaler	S		NULL		746202	Drug	RxNorm	Clinical Drug Form
40143709	triamcinolone Metered Dose Inhaler [Azmacort]	S		NULL		746204	Drug	RxNorm	Branded Drug Form
40143710	Triamcinolone Nasal Inhaler	NULL		D		746459	Drug	RxNorm	Clinical Drug Form
40143711	Triamcinolone Nasal Inhaler [Nasacort]	NULL		D		746461	Drug	RxNorm	Branded Drug Form
40144020	fluticasone / salmeterol Dry Powder Inhaler	S		NULL		746717	Drug	RxNorm	Clinical Drug Form
40144021	fluticasone / salmeterol Dry Powder Inhaler [Advair Diskus 100/50]	NULL		U		746721	Drug	RxNorm	Branded Drug Form
40144022	fluticasone / salmeterol Dry Powder Inhaler [Advair Diskus 250/50]	NULL		U		746737	Drug	RxNorm	Branded Drug Form
40144023	fluticasone / salmeterol Dry Powder Inhaler [Advair Diskus 500/50]	NULL		U		746728	Drug	RxNorm	Branded Drug Form
40144024	fluticasone / salmeterol Metered Dose Inhaler	S		NULL		744485	Drug	RxNorm	Clinical Drug Form
40144025	fluticasone / salmeterol Metered Dose Inhaler [Advair HFA]	NULL		U		744782	Drug	RxNorm	Branded Drug Form
40144035	fluticasone Dry Powder Inhaler	S		NULL		746765	Drug	RxNorm	Clinical Drug Form
40144036	fluticasone Dry Powder Inhaler [Flovent]	S		NULL		746805	Drug	RxNorm	Branded Drug Form
40144037	fluticasone Metered Dose Inhaler	S		NULL		746403	Drug	RxNorm	Clinical Drug Form
40144038	fluticasone Metered Dose Inhaler [Flovent]	S		NULL		746412	Drug	RxNorm	Branded Drug Form
40144039	fluticasone Nasal Inhaler	NULL		D		746194	Drug	RxNorm	Clinical Drug Form
40144040	fluticasone Nasal Inhaler [Flonase]	NULL		D		746196	Drug	RxNorm	Branded Drug Form
40144041	fluticasone Nasal Inhaler [Veramyst]	NULL		D		748668	Drug	RxNorm	Branded Drug Form
40144825	Triamcinolone 40 MG/ML Ophthalmic Suspension	NULL		D		753379	Drug	RxNorm	Clinical Drug
40144826	Triamcinolone Ophthalmic Suspension	NULL		U		753378	Drug	RxNorm	Clinical Drug Form
40147400	Triamcinolone Injectable Suspension [Triesence]	NULL		D		758847	Drug	RxNorm	Branded Drug Form
40148769	triamcinolone Topical Cream [Zytopic]	S		NULL		763299	Drug	RxNorm	Branded Drug Form
40149534	ciclesonide Nasal Inhaler	NULL		D		790272	Drug	RxNorm	Clinical Drug Form
40149535	ciclesonide Nasal Inhaler [Omnaris]	NULL		D		790275	Drug	RxNorm	Branded Drug Form
40152662	ciclesonide Metered Dose Inhaler	S		NULL		799033	Drug	RxNorm	Clinical Drug Form
40152663	ciclesonide Metered Dose Inhaler [Alvesco]	S		NULL		799036	Drug	RxNorm	Branded Drug Form
40154093	triamcinolone Prefilled Syringe [Trivaris]	S		NULL		805774	Drug	RxNorm	Branded Drug Form
40157685	Triamcinolone Nasal Inhaler [AllerNaze]	NULL		D		833248	Drug	RxNorm	Branded Drug Form
40158342	ciclesonide Nasal Spray [Omnaris]	NULL		D		835504	Drug	RxNorm	Branded Drug Form
40162373	econazole nitrate 0.01 MG/MG / triamcinolone acetonide 0.001 MG/MG Topical Ointment	S		NULL		857693	Drug	RxNorm	Clinical Drug
42824143	nystatin 100000 UNT/ML / triamcinolone acetonide 1 MG/ML Topical Cream	NULL		NULL		45802088094	Drug	NDC	11-digit NDC
42824144	nystatin 100000 UNT/ML / triamcinolone acetonide 1 MG/ML Topical Cream	NULL		NULL		45802088096	Drug	NDC	11-digit NDC
42824880	triamcinolone acetonide 1 MG/ML Topical Cream	NULL		NULL		52565005626	Drug	NDC	11-digit NDC
42824951	triamcinolone acetonide 0.005 MG/MG Topical Ointment	NULL		NULL		53002015001	Drug	NDC	11-digit NDC
42825197	fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray	NULL		NULL		53002769001	Drug	NDC	11-digit NDC
42825214	triamcinolone acetonide 0.001 MG/MG Topical Ointment	NULL		NULL		53002912001	Drug	NDC	11-digit NDC
42825215	triamcinolone acetonide 0.001 MG/MG Topical Ointment	NULL		NULL		53002912002	Drug	NDC	11-digit NDC
42825219	triamcinolone acetonide 1 MG/ML Topical Cream	NULL		NULL		53002933001	Drug	NDC	11-digit NDC
42825220	triamcinolone acetonide 1 MG/ML Topical Cream	NULL		NULL		53002933002	Drug	NDC	11-digit NDC
42825221	triamcinolone acetonide 1 MG/ML Topical Cream	NULL		NULL		53002933103	Drug	NDC	11-digit NDC
42825225	fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray [Flonase]	NULL		NULL		53100020266	Drug	NDC	11-digit NDC
42825226	fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray [Flonase]	NULL		D		53100020334	Drug	NDC	11-digit NDC
42825227	fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray [Flonase]	NULL		NULL		53100020503	Drug	NDC	11-digit NDC
42825228	fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray [Flonase]	NULL		NULL		53100020507	Drug	NDC	11-digit NDC
42826574	fluticasone propionate 0.5 MG/ML Topical Cream	NULL		NULL		63187095915	Drug	NDC	11-digit NDC
42826575	fluticasone propionate 0.5 MG/ML Topical Cream	NULL		NULL		63187095930	Drug	NDC	11-digit NDC
42826576	fluticasone propionate 0.5 MG/ML Topical Cream	NULL		NULL		63187095960	Drug	NDC	11-digit NDC
42826837	fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray	NULL		NULL		63654038001	Drug	NDC	11-digit NDC
42826895	fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray	NULL		NULL		63868040001	Drug	NDC	11-digit NDC
42826896	fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray	NULL		NULL		63868040006	Drug	NDC	11-digit NDC
42826926	nystatin 100 UNT/MG / triamcinolone acetonide 0.001 MG/MG Topical Ointment	NULL		NULL		64380083622	Drug	NDC	11-digit NDC
42826927	nystatin 100 UNT/MG / triamcinolone acetonide 0.001 MG/MG Topical Ointment	NULL		NULL		64380083623	Drug	NDC	11-digit NDC
42826928	nystatin 100 UNT/MG / triamcinolone acetonide 0.001 MG/MG Topical Ointment	NULL		NULL		64380083653	Drug	NDC	11-digit NDC
42826995	nystatin 100 UNT/MG / triamcinolone acetonide 0.001 MG/MG Topical Ointment	NULL		NULL		64980032515	Drug	NDC	11-digit NDC
42826996	nystatin 100 UNT/MG / triamcinolone acetonide 0.001 MG/MG Topical Ointment	NULL		NULL		64980032530	Drug	NDC	11-digit NDC
42826997	nystatin 100 UNT/MG / triamcinolone acetonide 0.001 MG/MG Topical Ointment	NULL		NULL		64980032560	Drug	NDC	11-digit NDC
42827368	triamcinolone acetonide 0.25 MG/ML Topical Cream	NULL		NULL		67877047075	Drug	NDC	11-digit NDC
42827369	triamcinolone acetonide 0.25 MG/ML Topical Cream	NULL		NULL		67877047076	Drug	NDC	11-digit NDC
42827370	triamcinolone acetonide 0.25 MG/ML Topical Cream	NULL		NULL		67877047077	Drug	NDC	11-digit NDC
42827371	triamcinolone acetonide 1 MG/ML Topical Cream	NULL		NULL		67877047175	Drug	NDC	11-digit NDC
42827372	triamcinolone acetonide 1 MG/ML Topical Cream	NULL		NULL		67877047176	Drug	NDC	11-digit NDC
42827373	triamcinolone acetonide 1 MG/ML Topical Cream	NULL		NULL		67877047177	Drug	NDC	11-digit NDC
42827374	triamcinolone acetonide 5 MG/ML Topical Cream	NULL		NULL		67877047275	Drug	NDC	11-digit NDC
42827375	triamcinolone acetonide 5 MG/ML Topical Cream	NULL		NULL		67877047276	Drug	NDC	11-digit NDC
42827376	triamcinolone acetonide 5 MG/ML Topical Cream	NULL		NULL		67877047277	Drug	NDC	11-digit NDC
42827588	triamcinolone acetonide 1 MG/ML Topical Cream	NULL		NULL		68071416808	Drug	NDC	11-digit NDC
42827618	triamcinolone acetonide 1 MG/ML Topical Cream	NULL		NULL		68071418605	Drug	NDC	11-digit NDC
42827723	mometasone furoate 1 MG/ML Topical Cream	NULL		NULL		68071424905	Drug	NDC	11-digit NDC
42827804	triamcinolone acetonide 0.001 MG/MG Topical Ointment	NULL		NULL		68071428605	Drug	NDC	11-digit NDC
42828307	Triamcinolone Acetonide 5 MG/ML Topical Cream	NULL		D		68788679501	Drug	NDC	11-digit NDC
42828714	1 ML triamcinolone acetonide 40 MG/ML Injection	NULL		NULL		70121104901	Drug	NDC	11-digit NDC
42828715	1 ML triamcinolone acetonide 40 MG/ML Injection	NULL		NULL		70121104905	Drug	NDC	11-digit NDC
42828716	triamcinolone acetonide 40 MG/ML Injectable Suspension	NULL		NULL		70121116801	Drug	NDC	11-digit NDC
42828717	triamcinolone acetonide 40 MG/ML Injectable Suspension	NULL		NULL		70121116901	Drug	NDC	11-digit NDC
42828833	fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray	NULL		D		70518088000	Drug	NDC	11-digit NDC
42833366	triamcinolone acetonide 0.147 MG/ML Topical Spray	NULL		NULL		71800015631	Drug	NDC	11-digit NDC
42833697	fluticasone propionate 50ug/1 NASAL SPRAY, METERED	NULL		NULL		001130285	Drug	NDC	9-digit NDC
42833711	fluticasone propionate 50ug/1 NASAL SPRAY, METERED	NULL		NULL		001137117	Drug	NDC	9-digit NDC
42833861	nystatin and triamcinolone acetonide 1mg/g / 100000[USP'U]/g TOPICAL CREAM	NULL		NULL		003160223	Drug	NDC	9-digit NDC
42833862	nystatin and triamcinolone acetonide 1mg/g / 100000[USP'U]/g TOPICAL OINTMENT	NULL		NULL		003160224	Drug	NDC	9-digit NDC
42834112	mometasone furoate 1350ug/1 INTRASINAL IMPLANT	NULL		NULL		105990003	Drug	NDC	9-digit NDC
42834133	budesonide .5mg/2mL RESPIRATORY (INHALATION) SUSPENSION	NULL		NULL		110140263	Drug	NDC	9-digit NDC
42834134	budesonide .25mg/2mL RESPIRATORY (INHALATION) SUSPENSION	NULL		NULL		110140264	Drug	NDC	9-digit NDC
42834187	fluticasone propionate 50ug/1 NASAL SPRAY, METERED	NULL		NULL		116730220	Drug	NDC	9-digit NDC
42834188	fluticasone propionate 50ug/1 NASAL SPRAY, METERED	NULL		NULL		116730221	Drug	NDC	9-digit NDC
42834543	triamcinolone acetonide 55ug/1 NASAL SPRAY, METERED	NULL		NULL		370120443	Drug	NDC	9-digit NDC
42835155	triamcinolone acetonide 55ug/1 NASAL SPRAY, METERED	NULL		NULL		500901444	Drug	NDC	9-digit NDC
42835196	fluticasone propionate 50ug/.1g NASAL SPRAY, METERED	NULL		NULL		500902557	Drug	NDC	9-digit NDC
42835200	fluticasone propionate 50ug/1 NASAL SPRAY, METERED	NULL		NULL		500902879	Drug	NDC	9-digit NDC
42835263	fluticasone propionate 50ug/1 NASAL SPRAY, METERED	NULL		NULL		505940319	Drug	NDC	9-digit NDC
40162380	econazole nitrate 10 MG/ML / triamcinolone acetonide 1 MG/ML Topical Cream	S		NULL		857695	Drug	RxNorm	Clinical Drug
40163406	triamcinolone acetonide 0.001 MG/MG	S		NULL		857692	Drug	RxNorm	Clinical Drug Comp
40163407	triamcinolone acetonide 1 MG/ML	S		NULL		857694	Drug	RxNorm	Clinical Drug Comp
40163904	200 ACTUAT Budesonide 0.032 MG/ACTUAT Nasal Inhaler [Rhinocort]	NULL		U		859352	Drug	RxNorm	Quant Branded Drug
40169200	28 ACTUAT fluticasone propionate 0.05 MG/ACTUAT Dry Powder Inhaler	S		NULL		896028	Drug	RxNorm	Quant Clinical Drug
40169201	28 ACTUAT fluticasone propionate 0.05 MG/ACTUAT Dry Powder Inhaler [Flovent]	S		NULL		896029	Drug	RxNorm	Quant Branded Drug
40169202	28 ACTUAT fluticasone propionate 0.1 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler	S		NULL		896174	Drug	RxNorm	Quant Clinical Drug
40169203	28 ACTUAT fluticasone propionate 0.1 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler [Advair]	S		NULL		896175	Drug	RxNorm	Quant Branded Drug
40169204	28 ACTUAT fluticasone propionate 0.1 MG/ACTUAT Dry Powder Inhaler	S		NULL		896030	Drug	RxNorm	Quant Clinical Drug
40169205	28 ACTUAT fluticasone propionate 0.1 MG/ACTUAT Dry Powder Inhaler [Flovent]	S		NULL		896031	Drug	RxNorm	Quant Branded Drug
40169206	28 ACTUAT fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler	S		NULL		896192	Drug	RxNorm	Quant Clinical Drug
40169207	28 ACTUAT fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler [Advair]	S		NULL		896193	Drug	RxNorm	Quant Branded Drug
40169208	28 ACTUAT fluticasone propionate 0.5 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler	S		NULL		896225	Drug	RxNorm	Quant Clinical Drug
40169209	28 ACTUAT fluticasone propionate 0.5 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler [Advair]	S		NULL		896226	Drug	RxNorm	Quant Branded Drug
40169216	120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler	S		NULL		895994	Drug	RxNorm	Quant Clinical Drug
40169217	120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent]	S		NULL		895996	Drug	RxNorm	Quant Branded Drug
40169218	120 ACTUAT fluticasone propionate 0.045 MG/ACTUAT / salmeterol 0.021 MG/ACTUAT Metered Dose Inhaler	S		NULL		896236	Drug	RxNorm	Quant Clinical Drug
40169219	120 ACTUAT fluticasone propionate 0.045 MG/ACTUAT / salmeterol 0.021 MG/ACTUAT Metered Dose Inhaler [Advair]	S		NULL		896237	Drug	RxNorm	Quant Branded Drug
40169220	120 ACTUAT Fluticasone propionate 0.05 MG/ACTUAT Nasal Inhaler	NULL		U		896321	Drug	RxNorm	Quant Clinical Drug
40169221	120 ACTUAT Fluticasone propionate 0.05 MG/ACTUAT Nasal Inhaler [Flonase]	NULL		U		896323	Drug	RxNorm	Quant Branded Drug
40169230	120 ACTUAT fluticasone propionate 0.11 MG/ACTUAT Metered Dose Inhaler	S		NULL		895999	Drug	RxNorm	Quant Clinical Drug
40169231	120 ACTUAT fluticasone propionate 0.11 MG/ACTUAT Metered Dose Inhaler [Flovent]	S		NULL		896001	Drug	RxNorm	Quant Branded Drug
40169232	120 ACTUAT fluticasone propionate 0.115 MG/ACTUAT / salmeterol 0.021 MG/ACTUAT Metered Dose Inhaler	S		NULL		896244	Drug	RxNorm	Quant Clinical Drug
40169233	120 ACTUAT fluticasone propionate 0.115 MG/ACTUAT / salmeterol 0.021 MG/ACTUAT Metered Dose Inhaler [Advair]	S		NULL		896245	Drug	RxNorm	Quant Branded Drug
40169234	120 ACTUAT fluticasone propionate 0.22 MG/ACTUAT Metered Dose Inhaler	S		NULL		896004	Drug	RxNorm	Quant Clinical Drug
40169235	120 ACTUAT fluticasone propionate 0.22 MG/ACTUAT Metered Dose Inhaler [Flovent]	S		NULL		896006	Drug	RxNorm	Quant Branded Drug
40169236	120 ACTUAT fluticasone propionate 0.23 MG/ACTUAT / salmeterol 0.021 MG/ACTUAT Metered Dose Inhaler	S		NULL		896272	Drug	RxNorm	Quant Clinical Drug
40169237	120 ACTUAT fluticasone propionate 0.23 MG/ACTUAT / salmeterol 0.021 MG/ACTUAT Metered Dose Inhaler [Advair]	S		NULL		896273	Drug	RxNorm	Quant Branded Drug
40169238	120 ACTUAT fluticasone furoate 0.0275 MG/ACTUAT Nasal Inhaler	NULL		U		895968	Drug	RxNorm	Quant Clinical Drug
40169239	120 ACTUAT fluticasone furoate 0.0275 MG/ACTUAT Nasal Inhaler [Veramyst]	NULL		U		895970	Drug	RxNorm	Quant Branded Drug
40169242	14 ACTUAT fluticasone propionate 0.1 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler	S		NULL		896161	Drug	RxNorm	Quant Clinical Drug
40169243	14 ACTUAT fluticasone propionate 0.1 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler [Advair]	S		NULL		896165	Drug	RxNorm	Quant Branded Drug
40169244	14 ACTUAT fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler	S		NULL		896186	Drug	RxNorm	Quant Clinical Drug
40169245	14 ACTUAT fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler [Advair]	S		NULL		896190	Drug	RxNorm	Quant Branded Drug
40169246	14 ACTUAT fluticasone propionate 0.5 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler	S		NULL		896218	Drug	RxNorm	Quant Clinical Drug
40169247	14 ACTUAT fluticasone propionate 0.5 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler [Advair]	S		NULL		896222	Drug	RxNorm	Quant Branded Drug
40169253	45000 MG mometasone furoate 1 MG/ML Topical Cream	NULL		U		891161	Drug	RxNorm	Clinical Drug
40169254	45000 MG mometasone furoate 1 MG/ML Topical Cream [Momexin]	NULL		U		891165	Drug	RxNorm	Branded Drug
40169260	60 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler	S		NULL		896008	Drug	RxNorm	Quant Clinical Drug
40169261	60 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent]	S		NULL		896009	Drug	RxNorm	Quant Branded Drug
