concept_name,concept_id,valid_start_date,invalid_reason,vocabulary_id,concept_code,concept_class_id,standar_concept,concept_name,domain_id,valid_end_date
prednisolone 5 MG Oral Tablet Box of 20 by Jenapharm,40852489,2017-08-24,,RxNorm Extension,OMOP2050451,Marketed Product,S,prednisolone 5 MG Oral Tablet Box of 20 by Jenapharm,Drug,2099-12-31
prednisolone 10 MG Oral Tablet [Prednisolon Merck] Box of 100 by Mylan,40852490,2017-08-24,,RxNorm Extension,OMOP2050452,Marketed Product,S,prednisolone 10 MG Oral Tablet [Prednisolon Merck] Box of 100 by Mylan,Drug,2099-12-31
prednisolone 10 MG Oral Tablet Box of 50 by Mibe,40852491,2017-08-24,,RxNorm Extension,OMOP2050453,Marketed Product,S,prednisolone 10 MG Oral Tablet Box of 50 by Mibe,Drug,2099-12-31
prednisolone 50 MG Oral Tablet [Prednisolon Stada] Box of 10 by Stada,40883726,2017-08-24,,RxNorm Extension,OMOP2081688,Marketed Product,S,prednisolone 50 MG Oral Tablet [Prednisolon Stada] Box of 10 by Stada,Drug,2099-12-31
prednisolone 50 MG Oral Tablet [Predni H] Box of 50 by Sanofi,40883727,2017-08-24,,RxNorm Extension,OMOP2081689,Marketed Product,S,prednisolone 50 MG Oral Tablet [Predni H] Box of 50 by Sanofi,Drug,2099-12-31
prednisolone 50 MG Oral Tablet [Predni Blue] Box of 50 by Blue,40883728,2017-08-24,,RxNorm Extension,OMOP2081690,Marketed Product,S,prednisolone 50 MG Oral Tablet [Predni Blue] Box of 50 by Blue,Drug,2099-12-31
prednisolone 1 MG Oral Tablet Box of 50 by Mibe,40883729,2017-08-24,,RxNorm Extension,OMOP2081691,Marketed Product,S,prednisolone 1 MG Oral Tablet Box of 50 by Mibe,Drug,2099-12-31
prednisolone 5 MG Oral Tablet [Prednisolon Stada] Box of 50 by Stada,40883739,2017-08-24,,RxNorm Extension,OMOP2081701,Marketed Product,S,prednisolone 5 MG Oral Tablet [Prednisolon Stada] Box of 50 by Stada,Drug,2099-12-31
prednisolone 5 MG Oral Tablet [PREDNISOLONE RATIOPHARM] Box of 30 by Ratiopharm,40883740,2017-08-24,,RxNorm Extension,OMOP2081702,Marketed Product,S,prednisolone 5 MG Oral Tablet [PREDNISOLONE RATIOPHARM] Box of 30 by Ratiopharm,Drug,2099-12-31
prednisolone 5 MG Oral Tablet [Duraprednisolon] Box of 120 by Mylan,40883741,2017-08-24,,RxNorm Extension,OMOP2081703,Marketed Product,S,prednisolone 5 MG Oral Tablet [Duraprednisolon] Box of 120 by Mylan,Drug,2099-12-31
prednisolone 5 MG Oral Tablet [Decortin] Box of 50 by Mylan,40883742,2017-08-24,,RxNorm Extension,OMOP2081704,Marketed Product,S,prednisolone 5 MG Oral Tablet [Decortin] Box of 50 by Mylan,Drug,2099-12-31
prednisolone 10 MG Oral Tablet [Prednisolon Stada] Box of 50 by Stada,40883743,2017-08-24,,RxNorm Extension,OMOP2081705,Marketed Product,S,prednisolone 10 MG Oral Tablet [Prednisolon Stada] Box of 50 by Stada,Drug,2099-12-31
prednisolone 10 MG Oral Tablet Box of 100 by Mibe,40883744,2017-08-24,,RxNorm Extension,OMOP2081706,Marketed Product,S,prednisolone 10 MG Oral Tablet Box of 100 by Mibe,Drug,2099-12-31
prednisolone,1550557,1970-01-01,,RxNorm,8638,Ingredient,S,prednisolone,Drug,2099-12-31
prednisolone 10 MG,19112502,1970-01-01,,RxNorm,452820,Clinical Drug Comp,S,prednisolone 10 MG,Drug,2099-12-31
prednisolone 1 MG Oral Tablet [Deltacortril] Box of 20,41153734,2017-08-24,,RxNorm Extension,OMOP2351696,Branded Drug Box,S,prednisolone 1 MG Oral Tablet [Deltacortril] Box of 20,Drug,2099-12-31
prednisolone 1 MG Oral Tablet [Decortin],41153735,2017-08-24,,RxNorm Extension,OMOP2351697,Branded Drug,S,prednisolone 1 MG Oral Tablet [Decortin],Drug,2099-12-31
prednisolone 1 MG Oral Tablet [Decaprednil] Box of 20,41153736,2017-08-24,,RxNorm Extension,OMOP2351698,Branded Drug Box,S,prednisolone 1 MG Oral Tablet [Decaprednil] Box of 20,Drug,2099-12-31
prednisolone 5 MG Oral Tablet [Ultracorten] Box of 20,41153743,2017-08-24,,RxNorm Extension,OMOP2351705,Branded Drug Box,S,prednisolone 5 MG Oral Tablet [Ultracorten] Box of 20,Drug,2099-12-31
prednisolone 5 MG Oral Tablet [Prednicorm] Box of 20,41153745,2017-08-24,,RxNorm Extension,OMOP2351707,Branded Drug Box,S,prednisolone 5 MG Oral Tablet [Prednicorm] Box of 20,Drug,2099-12-31
prednisolone 5 MG Oral Tablet [Dermosolon] Box of 100,41153746,2017-08-24,,RxNorm Extension,OMOP2351708,Branded Drug Box,S,prednisolone 5 MG Oral Tablet [Dermosolon] Box of 100,Drug,2099-12-31
prednisolone 5 MG Oral Tablet [Deltacortril] Box of 100,41153747,2017-08-24,,RxNorm Extension,OMOP2351709,Branded Drug Box,S,prednisolone 5 MG Oral Tablet [Deltacortril] Box of 100,Drug,2099-12-31
prednisolone 5 MG Oral Tablet [Deltacortril] Box of 20,41153748,2017-08-24,,RxNorm Extension,OMOP2351710,Branded Drug Box,S,prednisolone 5 MG Oral Tablet [Deltacortril] Box of 20,Drug,2099-12-31
prednisolone 5 MG Oral Tablet [Decortin] Box of 150,41153749,2017-08-24,,RxNorm Extension,OMOP2351711,Branded Drug Box,S,prednisolone 5 MG Oral Tablet [Decortin] Box of 150,Drug,2099-12-31
prednisolone 10 MG Oral Tablet [Prednisolon Stada] Box of 100,41153765,2017-08-24,,RxNorm Extension,OMOP2351727,Branded Drug Box,S,prednisolone 10 MG Oral Tablet [Prednisolon Stada] Box of 100,Drug,2099-12-31
prednisolone 10 MG Oral Tablet [Prednisolon Stada] Box of 20,41153766,2017-08-24,,RxNorm Extension,OMOP2351728,Branded Drug Box,S,prednisolone 10 MG Oral Tablet [Prednisolon Stada] Box of 20,Drug,2099-12-31
prednisolone 1 MG Oral Tablet Box of 50,41271191,2017-08-24,,RxNorm Extension,OMOP2469153,Clinical Drug Box,S,prednisolone 1 MG Oral Tablet Box of 50,Drug,2099-12-31
prednisolone 10 MG Oral Tablet Box of 20,41271201,2017-08-24,,RxNorm Extension,OMOP2469163,Clinical Drug Box,S,prednisolone 10 MG Oral Tablet Box of 20,Drug,2099-12-31
prednisolone 1 MG Oral Tablet Box of 50 by Jenapharm,41320474,2017-08-24,,RxNorm Extension,OMOP2518436,Marketed Product,S,prednisolone 1 MG Oral Tablet Box of 50 by Jenapharm,Drug,2099-12-31
prednisolone 5 MG Oral Tablet [Prednisolon Rotexmedica] Box of 100 by Rotexmedica,41320476,2017-08-24,,RxNorm Extension,OMOP2518438,Marketed Product,S,prednisolone 5 MG Oral Tablet [Prednisolon Rotexmedica] Box of 100 by Rotexmedica,Drug,2099-12-31
prednisolone 5 MG Oral Tablet [Prednisolon Al] Box of 100 by Aliud,41320477,2017-08-24,,RxNorm Extension,OMOP2518439,Marketed Product,S,prednisolone 5 MG Oral Tablet [Prednisolon Al] Box of 100 by Aliud,Drug,2099-12-31
prednisolone 5 MG Oral Tablet [Prednihexal] Box of 50 by Novartis,41320478,2017-08-24,,RxNorm Extension,OMOP2518440,Marketed Product,S,prednisolone 5 MG Oral Tablet [Prednihexal] Box of 50 by Novartis,Drug,2099-12-31
prednisolone 5 MG Oral Tablet [Predni Coelin] Box of 10 by Dr R Pfleger,41320479,2017-08-24,,RxNorm Extension,OMOP2518441,Marketed Product,S,prednisolone 5 MG Oral Tablet [Predni Coelin] Box of 10 by Dr R Pfleger,Drug,2099-12-31
prednisolone 5 MG Oral Tablet [Dermosolon] Box of 100 by DermaPharm,41320480,2017-08-24,,RxNorm Extension,OMOP2518442,Marketed Product,S,prednisolone 5 MG Oral Tablet [Dermosolon] Box of 100 by DermaPharm,Drug,2099-12-31
prednisolone 5 MG Oral Tablet [Dermosolon] Box of 50 by DermaPharm,41320481,2017-08-24,,RxNorm Extension,OMOP2518443,Marketed Product,S,prednisolone 5 MG Oral Tablet [Dermosolon] Box of 50 by DermaPharm,Drug,2099-12-31
prednisolone 5 MG Oral Tablet [Decortin] Box of 100 by Mylan,41320482,2017-08-24,,RxNorm Extension,OMOP2518444,Marketed Product,S,prednisolone 5 MG Oral Tablet [Decortin] Box of 100 by Mylan,Drug,2099-12-31
prednisolone 5 MG Oral Tablet Box of 100 by Acis,41320483,2017-08-24,,RxNorm Extension,OMOP2518445,Marketed Product,S,prednisolone 5 MG Oral Tablet Box of 100 by Acis,Drug,2099-12-31
prednisolone 5 MG Oral Tablet Box of 50 by Sanofi,41320484,2017-08-24,,RxNorm Extension,OMOP2518446,Marketed Product,S,prednisolone 5 MG Oral Tablet Box of 50 by Sanofi,Drug,2099-12-31
prednisolone 5 MG Oral Tablet Box of 20 by Orion,41320485,2017-08-24,,RxNorm Extension,OMOP2518447,Marketed Product,S,prednisolone 5 MG Oral Tablet Box of 20 by Orion,Drug,2099-12-31
prednisolone 5 MG Oral Tablet Box of 20 by Ge Hc Buchler,41320486,2017-08-24,,RxNorm Extension,OMOP2518448,Marketed Product,S,prednisolone 5 MG Oral Tablet Box of 20 by Ge Hc Buchler,Drug,2099-12-31
prednisolone 10 MG Oral Tablet [Prednisolon Al] Box of 100 by Aliud,41320487,2017-08-24,,RxNorm Extension,OMOP2518449,Marketed Product,S,prednisolone 10 MG Oral Tablet [Prednisolon Al] Box of 100 by Aliud,Drug,2099-12-31
prednisolone 10 MG Oral Tablet [Predni Blue] Box of 50 by Blue,41320488,2017-08-24,,RxNorm Extension,OMOP2518450,Marketed Product,S,prednisolone 10 MG Oral Tablet [Predni Blue] Box of 50 by Blue,Drug,2099-12-31
prednisolone 50 MG Oral Tablet Box of 200,41302308,2017-08-24,,RxNorm Extension,OMOP2500270,Clinical Drug Box,S,prednisolone 50 MG Oral Tablet Box of 200,Drug,2099-12-31
prednisolone 5 MG Oral Tablet Box of 10,41302313,2017-08-24,,RxNorm Extension,OMOP2500275,Clinical Drug Box,S,prednisolone 5 MG Oral Tablet Box of 10,Drug,2099-12-31
prednisolone 50 MG Oral Tablet [Prednisolon Dura] Box of 50 by Mylan,41164804,2017-08-24,,RxNorm Extension,OMOP2362766,Marketed Product,S,prednisolone 50 MG Oral Tablet [Prednisolon Dura] Box of 50 by Mylan,Drug,2099-12-31
prednisolone 5 MG Oral Tablet [Prednisolon Lentia] Box of 100 by Ge Hc Buchler,41164809,2017-08-24,,RxNorm Extension,OMOP2362771,Marketed Product,S,prednisolone 5 MG Oral Tablet [Prednisolon Lentia] Box of 100 by Ge Hc Buchler,Drug,2099-12-31
prednisolone 5 MG Oral Tablet [Predni H] Box of 50 by Sanofi,41164810,2017-08-24,,RxNorm Extension,OMOP2362772,Marketed Product,S,prednisolone 5 MG Oral Tablet [Predni H] Box of 50 by Sanofi,Drug,2099-12-31
prednisolone 5 MG Oral Tablet [Predni Blue] Box of 20 by Blue,41164811,2017-08-24,,RxNorm Extension,OMOP2362773,Marketed Product,S,prednisolone 5 MG Oral Tablet [Predni Blue] Box of 20 by Blue,Drug,2099-12-31
prednisolone 5 MG Oral Tablet Box of 100 by Jenapharm,41164812,2017-08-24,,RxNorm Extension,OMOP2362774,Marketed Product,S,prednisolone 5 MG Oral Tablet Box of 100 by Jenapharm,Drug,2099-12-31
prednisolone 10 MG Oral Tablet [Prednihexal] Box of 50 by Novartis,41164814,2017-08-24,,RxNorm Extension,OMOP2362776,Marketed Product,S,prednisolone 10 MG Oral Tablet [Prednihexal] Box of 50 by Novartis,Drug,2099-12-31
prednisolone 50 MG Oral Tablet [PREDNISOLONE RATIOPHARM] Box of 50,41184758,2017-08-24,,RxNorm Extension,OMOP2382720,Branded Drug Box,S,prednisolone 50 MG Oral Tablet [PREDNISOLONE RATIOPHARM] Box of 50,Drug,2099-12-31
prednisolone 50 MG Oral Tablet [Prednisolon Merck],41184759,2017-08-24,,RxNorm Extension,OMOP2382721,Branded Drug,S,prednisolone 50 MG Oral Tablet [Prednisolon Merck],Drug,2099-12-31
prednisolone 50 MG Oral Tablet [Prednisolon Al] Box of 50,41184760,2017-08-24,,RxNorm Extension,OMOP2382722,Branded Drug Box,S,prednisolone 50 MG Oral Tablet [Prednisolon Al] Box of 50,Drug,2099-12-31
prednisolone 50 MG Oral Tablet [Predni H] Box of 10,41184761,2017-08-24,,RxNorm Extension,OMOP2382723,Branded Drug Box,S,prednisolone 50 MG Oral Tablet [Predni H] Box of 10,Drug,2099-12-31
prednisolone 1 MG Oral Tablet [Decortin] Box of 20,41184766,2017-08-24,,RxNorm Extension,OMOP2382728,Branded Drug Box,S,prednisolone 1 MG Oral Tablet [Decortin] Box of 20,Drug,2099-12-31
prednisolone 5 MG Oral Tablet [Prednisolon Rotexmedica] Box of 30,41184768,2017-08-24,,RxNorm Extension,OMOP2382730,Branded Drug Box,S,prednisolone 5 MG Oral Tablet [Prednisolon Rotexmedica] Box of 30,Drug,2099-12-31
prednisolone 5 MG Oral Tablet [Prednisolon Merck],41184769,2017-08-24,,RxNorm Extension,OMOP2382731,Branded Drug,S,prednisolone 5 MG Oral Tablet [Prednisolon Merck],Drug,2099-12-31
prednisolone 5 MG Oral Tablet [Hostacortin],41184770,2017-08-24,,RxNorm Extension,OMOP2382732,Branded Drug,S,prednisolone 5 MG Oral Tablet [Hostacortin],Drug,2099-12-31
prednisolone 5 MG Oral Tablet [Hefasolon] Box of 10,41184771,2017-08-24,,RxNorm Extension,OMOP2382733,Branded Drug Box,S,prednisolone 5 MG Oral Tablet [Hefasolon] Box of 10,Drug,2099-12-31
prednisolone 5 MG Oral Tablet [Hefasolon],41184772,2017-08-24,,RxNorm Extension,OMOP2382734,Branded Drug,S,prednisolone 5 MG Oral Tablet [Hefasolon],Drug,2099-12-31
prednisolone 5 MG Oral Tablet [Deltacortril] Box of 5000,41184773,2017-08-24,,RxNorm Extension,OMOP2382735,Branded Drug Box,S,prednisolone 5 MG Oral Tablet [Deltacortril] Box of 5000,Drug,2099-12-31
prednisolone 5 MG Oral Tablet [Decortin] Box of 200,41184774,2017-08-24,,RxNorm Extension,OMOP2382736,Branded Drug Box,S,prednisolone 5 MG Oral Tablet [Decortin] Box of 200,Drug,2099-12-31
prednisolone 10 MG Oral Tablet [Predni H] Box of 100,41184783,2017-08-24,,RxNorm Extension,OMOP2382745,Branded Drug Box,S,prednisolone 10 MG Oral Tablet [Predni H] Box of 100,Drug,2099-12-31
prednisolone 10 MG Oral Tablet [Prednihexal] Box of 100,41184784,2017-08-24,,RxNorm Extension,OMOP2382746,Branded Drug Box,S,prednisolone 10 MG Oral Tablet [Prednihexal] Box of 100,Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet Box of 28 by Boots,35749310,2017-08-24,,RxNorm Extension,OMOP2750771,Marketed Product,S,prednisolone 5 MG Delayed Release Oral Tablet Box of 28 by Boots,Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet Box of 28 by Phoenix Labs,35749311,2017-08-24,,RxNorm Extension,OMOP2750772,Marketed Product,S,prednisolone 5 MG Delayed Release Oral Tablet Box of 28 by Phoenix Labs,Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet by Mawdsley-Brooks,35749312,2017-08-24,,RxNorm Extension,OMOP2750773,Marketed Product,S,prednisolone 5 MG Delayed Release Oral Tablet by Mawdsley-Brooks,Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet [Pevanti] Box of 30,35750568,2017-08-24,,RxNorm Extension,OMOP2752029,Branded Drug Box,S,prednisolone 5 MG Delayed Release Oral Tablet [Pevanti] Box of 30,Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet [Pevanti] by AMCo,35753473,2017-08-24,,RxNorm Extension,OMOP2754934,Marketed Product,S,prednisolone 5 MG Delayed Release Oral Tablet [Pevanti] by AMCo,Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet Box of 100 by Boston,35753474,2017-08-24,,RxNorm Extension,OMOP2754935,Marketed Product,S,prednisolone 5 MG Delayed Release Oral Tablet Box of 100 by Boston,Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet Box of 28 by Co-Pharma,35753475,2017-08-24,,RxNorm Extension,OMOP2754936,Marketed Product,S,prednisolone 5 MG Delayed Release Oral Tablet Box of 28 by Co-Pharma,Drug,2099-12-31
prednisolone 5 MG Oral Tablet Box of 28 by Arrow Generics,35753476,2017-08-24,,RxNorm Extension,OMOP2754937,Marketed Product,S,prednisolone 5 MG Oral Tablet Box of 28 by Arrow Generics,Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet by Wockhardt,35753477,2017-08-24,,RxNorm Extension,OMOP2754938,Marketed Product,S,prednisolone 5 MG Delayed Release Oral Tablet by Wockhardt,Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet [Pevanti],35754793,2017-08-24,,RxNorm Extension,OMOP2756254,Branded Drug,S,prednisolone 5 MG Delayed Release Oral Tablet [Pevanti],Drug,2099-12-31
prednisolone 2.5 MG Delayed Release Oral Tablet [Pevanti] Box of 30 by AMCo,35745112,2017-08-24,,RxNorm Extension,OMOP2746573,Marketed Product,S,prednisolone 2.5 MG Delayed Release Oral Tablet [Pevanti] Box of 30 by AMCo,Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet Box of 1000 by Wockhardt,35745114,2017-08-24,,RxNorm Extension,OMOP2746575,Marketed Product,S,prednisolone 5 MG Delayed Release Oral Tablet Box of 1000 by Wockhardt,Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet Box of 1000 by Kent,35745115,2017-08-24,,RxNorm Extension,OMOP2746576,Marketed Product,S,prednisolone 5 MG Delayed Release Oral Tablet Box of 1000 by Kent,Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet Box of 28 by Wockhardt,35745116,2017-08-24,,RxNorm Extension,OMOP2746577,Marketed Product,S,prednisolone 5 MG Delayed Release Oral Tablet Box of 28 by Wockhardt,Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet Box of 28 by Waymade,35745117,2017-08-24,,RxNorm Extension,OMOP2746578,Marketed Product,S,prednisolone 5 MG Delayed Release Oral Tablet Box of 28 by Waymade,Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet Box of 28 by Mawdsley-Brooks,35745118,2017-08-24,,RxNorm Extension,OMOP2746579,Marketed Product,S,prednisolone 5 MG Delayed Release Oral Tablet Box of 28 by Mawdsley-Brooks,Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet by Co-Pharma,35745119,2017-08-24,,RxNorm Extension,OMOP2746580,Marketed Product,S,prednisolone 5 MG Delayed Release Oral Tablet by Co-Pharma,Drug,2099-12-31
prednisolone 2.5 MG Delayed Release Oral Tablet [Pevanti] by AMCo,35757650,2017-08-24,,RxNorm Extension,OMOP2759111,Marketed Product,S,prednisolone 2.5 MG Delayed Release Oral Tablet [Pevanti] by AMCo,Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet [Pevanti] Box of 30 by AMCo,35757652,2017-08-24,,RxNorm Extension,OMOP2759113,Marketed Product,S,prednisolone 5 MG Delayed Release Oral Tablet [Pevanti] Box of 30 by AMCo,Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet by Boston,35757653,2017-08-24,,RxNorm Extension,OMOP2759114,Marketed Product,S,prednisolone 5 MG Delayed Release Oral Tablet by Boston,Drug,2099-12-31
prednisolone 1 MG Oral Tablet Box of 28 by Arrow Generics,35757654,2017-08-24,,RxNorm Extension,OMOP2759115,Marketed Product,S,prednisolone 1 MG Oral Tablet Box of 28 by Arrow Generics,Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet Box of 28 by Arrow Generics,35765904,2017-08-24,,RxNorm Extension,OMOP2767365,Marketed Product,S,prednisolone 5 MG Delayed Release Oral Tablet Box of 28 by Arrow Generics,Drug,2099-12-31
prednisolone 5 MG Oral Tablet by Arrow Generics,35765905,2017-08-24,,RxNorm Extension,OMOP2767366,Marketed Product,S,prednisolone 5 MG Oral Tablet by Arrow Generics,Drug,2099-12-31
prednisolone 1 MG Oral Tablet by Arrow Generics,35765907,2017-08-24,,RxNorm Extension,OMOP2767368,Marketed Product,S,prednisolone 1 MG Oral Tablet by Arrow Generics,Drug,2099-12-31
prednisolone 2.5 MG Delayed Release Oral Tablet [Pevanti] Box of 30,35767213,2017-08-24,,RxNorm Extension,OMOP2768674,Branded Drug Box,S,prednisolone 2.5 MG Delayed Release Oral Tablet [Pevanti] Box of 30,Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet Box of 1000 by Alliance,35770222,2017-08-24,,RxNorm Extension,OMOP2771683,Marketed Product,S,prednisolone 5 MG Delayed Release Oral Tablet Box of 1000 by Alliance,Drug,2099-12-31
prednisolone 2.5 MG Delayed Release Oral Tablet [Pevanti],35771555,2017-08-24,,RxNorm Extension,OMOP2773016,Branded Drug,S,prednisolone 2.5 MG Delayed Release Oral Tablet [Pevanti],Drug,2099-12-31
1 ML prednisolone 25 MG/ML Prefilled Syringe,21077153,2017-08-24,,RxNorm Extension,OMOP289398,Quant Clinical Drug,S,1 ML prednisolone 25 MG/ML Prefilled Syringe,Drug,2099-12-31
1 ML prednisolone 25 MG/ML Prefilled Syringe Box of 10,21155690,2017-08-24,,RxNorm Extension,OMOP289399,Quant Clinical Box,S,1 ML prednisolone 25 MG/ML Prefilled Syringe Box of 10,Drug,2099-12-31
1 ML prednisolone 25 MG/ML Prefilled Syringe [Deltastab],21096670,2017-08-24,,RxNorm Extension,OMOP289400,Quant Branded Drug,S,1 ML prednisolone 25 MG/ML Prefilled Syringe [Deltastab],Drug,2099-12-31
1 ML prednisolone 25 MG/ML Prefilled Syringe [Deltastab] by AMCo,21165505,2017-08-24,,RxNorm Extension,OMOP289401,Marketed Product,S,1 ML prednisolone 25 MG/ML Prefilled Syringe [Deltastab] by AMCo,Drug,2099-12-31
1 ML prednisolone 25 MG/ML Prefilled Syringe [Deltastab] Box of 10,21067268,2017-08-24,,RxNorm Extension,OMOP289402,Quant Branded Box,S,1 ML prednisolone 25 MG/ML Prefilled Syringe [Deltastab] Box of 10,Drug,2099-12-31
1 ML prednisolone 25 MG/ML Prefilled Syringe [Deltastab] Box of 10 by AMCo,21106525,2017-08-24,,RxNorm Extension,OMOP289403,Marketed Product,S,1 ML prednisolone 25 MG/ML Prefilled Syringe [Deltastab] Box of 10 by AMCo,Drug,2099-12-31
1 ML prednisolone 0.334 MG/ML Oral Solution,21096671,2017-08-24,,RxNorm Extension,OMOP289408,Quant Clinical Drug,S,1 ML prednisolone 0.334 MG/ML Oral Solution,Drug,2099-12-31
1 ML prednisolone 0.334 MG/ML Oral Suspension,21086904,2017-08-24,,RxNorm Extension,OMOP289410,Quant Clinical Drug,S,1 ML prednisolone 0.334 MG/ML Oral Suspension,Drug,2099-12-31
1 ML prednisolone 0.4 MG/ML Oral Suspension,21027997,2017-08-24,,RxNorm Extension,OMOP289430,Quant Clinical Drug,S,1 ML prednisolone 0.4 MG/ML Oral Suspension,Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet by Boots,35761829,2017-08-24,,RxNorm Extension,OMOP2763290,Marketed Product,S,prednisolone 5 MG Delayed Release Oral Tablet by Boots,Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet by Arrow Generics,35761830,2017-08-24,,RxNorm Extension,OMOP2763291,Marketed Product,S,prednisolone 5 MG Delayed Release Oral Tablet by Arrow Generics,Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet Box of 1000,35762488,2017-08-24,,RxNorm Extension,OMOP2763949,Clinical Drug Box,S,prednisolone 5 MG Delayed Release Oral Tablet Box of 1000,Drug,2099-12-31
5 ML prednisolone 1 MG/ML Oral Solution,21058267,2017-08-24,,RxNorm Extension,OMOP306728,Quant Clinical Drug,S,5 ML prednisolone 1 MG/ML Oral Solution,Drug,2099-12-31
5 ML prednisolone 1 MG/ML Oral Solution by Logixx,21117187,2017-08-24,,RxNorm Extension,OMOP306730,Marketed Product,S,5 ML prednisolone 1 MG/ML Oral Solution by Logixx,Drug,2099-12-31
5 ML prednisolone 1 MG/ML Oral Solution by A A H,21136802,2017-08-24,,RxNorm Extension,OMOP306731,Marketed Product,S,5 ML prednisolone 1 MG/ML Oral Solution by A A H,Drug,2099-12-31
5 ML prednisolone 1 MG/ML Oral Solution Box of 10,21176138,2017-08-24,,RxNorm Extension,OMOP306732,Quant Clinical Box,S,5 ML prednisolone 1 MG/ML Oral Solution Box of 10,Drug,2099-12-31
5 ML prednisolone 1 MG/ML Oral Solution Box of 10 by Logixx,21068210,2017-08-24,,RxNorm Extension,OMOP306733,Marketed Product,S,5 ML prednisolone 1 MG/ML Oral Solution Box of 10 by Logixx,Drug,2099-12-31
5 ML prednisolone 1 MG/ML Oral Solution Box of 10 by A A H,21068211,2017-08-24,,RxNorm Extension,OMOP306734,Marketed Product,S,5 ML prednisolone 1 MG/ML Oral Solution Box of 10 by A A H,Drug,2099-12-31
5 ML prednisolone 1 MG/ML Oral Solution [Prednisolone Dompe],21048518,2017-08-24,,RxNorm Extension,OMOP306735,Quant Branded Drug,S,5 ML prednisolone 1 MG/ML Oral Solution [Prednisolone Dompe],Drug,2099-12-31
5 ML prednisolone 1 MG/ML Oral Solution [Prednisolone Dompe] by Logixx,21097581,2017-08-24,,RxNorm Extension,OMOP306736,Marketed Product,S,5 ML prednisolone 1 MG/ML Oral Solution [Prednisolone Dompe] by Logixx,Drug,2099-12-31
5 ML prednisolone 1 MG/ML Oral Solution [Prednisolone Dompe] Box of 10,21058268,2017-08-24,,RxNorm Extension,OMOP306737,Quant Branded Box,S,5 ML prednisolone 1 MG/ML Oral Solution [Prednisolone Dompe] Box of 10,Drug,2099-12-31
5 ML prednisolone 1 MG/ML Oral Solution [Prednisolone Dompe] Box of 10 by Logixx,21097582,2017-08-24,,RxNorm Extension,OMOP306738,Marketed Product,S,5 ML prednisolone 1 MG/ML Oral Solution [Prednisolone Dompe] Box of 10 by Logixx,Drug,2099-12-31
prednisolone 5 MG Oral Tablet Box of 500,41177865,2017-08-24,,RxNorm Extension,OMOP2375827,Clinical Drug Box,S,prednisolone 5 MG Oral Tablet Box of 500,Drug,2099-12-31
prednisolone 50 MG Oral Tablet [PREDNISOLONE RATIOPHARM] Box of 10,41216074,2017-08-24,,RxNorm Extension,OMOP2414036,Branded Drug Box,S,prednisolone 50 MG Oral Tablet [PREDNISOLONE RATIOPHARM] Box of 10,Drug,2099-12-31
prednisolone 50 MG Oral Tablet [Prednisolon Dura] Box of 50,41216075,2017-08-24,,RxNorm Extension,OMOP2414037,Branded Drug Box,S,prednisolone 50 MG Oral Tablet [Prednisolon Dura] Box of 50,Drug,2099-12-31
prednisolone 5 MG Oral Tablet [Ultracorten] Box of 1200,41216082,2017-08-24,,RxNorm Extension,OMOP2414044,Branded Drug Box,S,prednisolone 5 MG Oral Tablet [Ultracorten] Box of 1200,Drug,2099-12-31
prednisolone 5 MG Oral Tablet [Scherisolon] Box of 30,41216083,2017-08-24,,RxNorm Extension,OMOP2414045,Branded Drug Box,S,prednisolone 5 MG Oral Tablet [Scherisolon] Box of 30,Drug,2099-12-31
prednisolone 5 MG Oral Tablet [Prednisolon Stada] Box of 100,41216084,2017-08-24,,RxNorm Extension,OMOP2414046,Branded Drug Box,S,prednisolone 5 MG Oral Tablet [Prednisolon Stada] Box of 100,Drug,2099-12-31
prednisolone 5 MG Oral Tablet [Prednisolon Al] Box of 50,41216085,2017-08-24,,RxNorm Extension,OMOP2414047,Branded Drug Box,S,prednisolone 5 MG Oral Tablet [Prednisolon Al] Box of 50,Drug,2099-12-31
