concept_id,steroid_class,ingredient_names,concept_name,count_record,count_patient,guess,ingredient_concept_ids,ingredient_count,standard_concept,invalid_reason,concept_code,vocabulary_id,concept_class_id
19077947,other,hydrocortisone,hydrocortisone 2.5 MG/ML / salicylic acid 23.5 MG/ML / sulfur 40 MG/ML Topical Lotion,0,0,other,975125,1,S,,[310682],RxNorm,Clinical Drug
19135618,unclassified,hydrocortisone,hydrocortisone 2.5 MG/ML [Balneol Cleanser],0,0,,975125,1,S,,[849545],RxNorm,Branded Drug Comp
19043289,unclassified,hydrocortisone,hydrocortisone 2.5 MG/ML [Cetacort],0,0,,975125,1,S,,[543679],RxNorm,Branded Drug Comp
40184256,systemic,hydrocortisone,hydrocortisone 2.5 MG/ML [Sentry HC Dermasphere],0,0,,975125,1,S,,[978952],RxNorm,Branded Drug Comp
40184254,other,hydrocortisone,hydrocortisone 2.5 MG/ML Medicated Shampoo,0,0,other,975125,1,S,,[978951],RxNorm,Clinical Drug
40184255,other,hydrocortisone,hydrocortisone 2.5 MG/ML Medicated Shampoo [Sentry HC Dermasphere],0,0,other,975125,1,S,,[978954],RxNorm,Branded Drug
19021351,other,hydrocortisone,hydrocortisone 2.5 MG/ML Topical Cream,0,0,other,975125,1,S,,[199190],RxNorm,Clinical Drug
975167,other,hydrocortisone,hydrocortisone 2.5 MG/ML Topical Lotion,6372,264,other,975125,1,S,,[197781],RxNorm,Clinical Drug
19135619,other,hydrocortisone,hydrocortisone 2.5 MG/ML Topical Lotion [Balneol Cleanser],0,0,other,975125,1,S,,[849547],RxNorm,Branded Drug
19114269,other,hydrocortisone,hydrocortisone 2.5 MG/ML Topical Lotion [Cetacort],0,0,other,975125,1,S,,[543680],RxNorm,Branded Drug
976015,systemic,hydrocortisone,hydrocortisone 20 MG/ML,0,0,,975125,1,S,,[343191],RxNorm,Clinical Drug Comp
19125771,unclassified,hydrocortisone,hydrocortisone 20 MG/ML / iodoquinol 10 MG/ML [Lodocortisone],0,0,,975125,1,S,,[701126],RxNorm,Branded Drug Comp
19125769,other,hydrocortisone,hydrocortisone 20 MG/ML / iodoquinol 10 MG/ML Rectal Cream,0,0,other,975125,1,S,,[701124],RxNorm,Clinical Drug
19125772,other,hydrocortisone,hydrocortisone 20 MG/ML / iodoquinol 10 MG/ML Rectal Cream [Lodocortisone],0,0,other,975125,1,S,,[701128],RxNorm,Branded Drug
19125773,other,hydrocortisone,hydrocortisone 20 MG/ML / iodoquinol 10 MG/ML Topical Cream,0,0,other,975125,1,S,,[701138],RxNorm,Clinical Drug
19125774,other,hydrocortisone,hydrocortisone 20 MG/ML / iodoquinol 10 MG/ML Topical Cream [Lodocortisone],0,0,other,975125,1,S,,[701140],RxNorm,Branded Drug
19133089,other,hydrocortisone,hydrocortisone 20 MG/ML / lidocaine 20 MG/ML Topical Cream,0,0,other,975125,1,S,,[825182],RxNorm,Clinical Drug
40168724,unclassified,hydrocortisone,hydrocortisone 20 MG/ML [Ala-Scalp],0,0,,975125,1,S,,[884075],RxNorm,Branded Drug Comp
19023479,systemic,hydrocortisone,hydrocortisone 20 MG/ML [Coraz],0,0,,975125,1,S,,[763541],RxNorm,Branded Drug Comp
44507847,unclassified,hydrocortisone,hydrocortisone 20 MG/ML [Dermasorb HC],0,0,,975125,1,S,,[1442868],RxNorm,Branded Drug Comp
19043850,systemic,hydrocortisone,hydrocortisone 20 MG/ML [Nucort],0,0,,975125,1,S,,[827344],RxNorm,Branded Drug Comp
40168005,unclassified,hydrocortisone,hydrocortisone 20 MG/ML [Pediaderm HC],0,0,,975125,1,S,,[877492],RxNorm,Branded Drug Comp
19133538,systemic,hydrocortisone,hydrocortisone 20 MG/ML [Scalacort],0,0,,975125,1,S,,[830759],RxNorm,Branded Drug Comp
975170,other,hydrocortisone,hydrocortisone 20 MG/ML Topical Lotion,533,370,other,975125,1,S,,[197784],RxNorm,Clinical Drug
40168723,other,hydrocortisone,hydrocortisone 20 MG/ML Topical Lotion [Ala-Scalp],79,46,other,975125,1,S,,[884077],RxNorm,Branded Drug
19129827,other,hydrocortisone,hydrocortisone 20 MG/ML Topical Lotion [Coraz],23,20,other,975125,1,S,,[792052],RxNorm,Branded Drug
44507846,other,hydrocortisone,hydrocortisone 20 MG/ML Topical Lotion [Dermasorb HC],20,20,other,975125,1,S,,[1442871],RxNorm,Branded Drug
976268,other,hydrocortisone,hydrocortisone 20 MG/ML Topical Lotion [Nucort],20,20,other,975125,1,S,,[827346],RxNorm,Branded Drug
40168004,other,hydrocortisone,hydrocortisone 20 MG/ML Topical Lotion [Pediaderm HC],0,0,other,975125,1,S,,[881350],RxNorm,Branded Drug
19133539,other,hydrocortisone,hydrocortisone 20 MG/ML Topical Lotion [Scalacort],20,20,other,975125,1,S,,[830761],RxNorm,Branded Drug
19104901,other,hydrocortisone,hydrocortisone 25 MG/ML / lactic acid 20 MG/ML / urea 100 MG/ML Topical Cream,0,0,other,975125,1,S,,[417048],RxNorm,Clinical Drug
19059447,other,hydrocortisone,hydrocortisone 25 MG/ML / lactic acid 50 MG/ML Topical Lotion,0,0,other,975125,1,S,,[244502],RxNorm,Clinical Drug
42708535,other,hydrocortisone,hydrocortisone 25 MG/ML / pramoxine hydrochloride 10 MG/ML Rectal Cream,23428,2411,other,975125,1,S,,[1246528],RxNorm,Clinical Drug
35605214,systemic,hydrocortisone,hydrocortisone 25 MG/ML [Ala-Cort],0,0,,975125,1,S,,[1729510],RxNorm,Branded Drug Comp
19020402,systemic,hydrocortisone,hydrocortisone 25 MG/ML [Anusol HC],0,0,,975125,1,S,,[574115],RxNorm,Branded Drug Comp
19043346,systemic,hydrocortisone,hydrocortisone 25 MG/ML [Hytone],0,0,,975125,1,S,,[567135],RxNorm,Branded Drug Comp
19070931,unclassified,hydrocortisone,hydrocortisone 25 MG/ML [Lacticare-HC],0,0,,975125,1,S,,[567137],RxNorm,Branded Drug Comp
19043371,systemic,hydrocortisone,hydrocortisone 25 MG/ML [Nutracort],0,0,,975125,1,S,,[567138],RxNorm,Branded Drug Comp
19022881,unclassified,hydrocortisone,hydrocortisone 25 MG/ML [Procto-Kit],0,0,,975125,1,S,,[759715],RxNorm,Branded Drug Comp
42629545,unclassified,hydrocortisone,hydrocortisone 25 MG/ML [Procto-Med],0,0,,975125,1,S,,[1790681],RxNorm,Branded Drug Comp
19122719,unclassified,hydrocortisone,hydrocortisone 25 MG/ML [Proctocare-HC],0,0,,975125,1,S,,[603953],RxNorm,Branded Drug Comp
19126580,other,hydrocortisone,hydrocortisone 25 MG/ML [Proctocream],0,0,other,975125,1,S,,[706542],RxNorm,Branded Drug Comp
42799746,unclassified,hydrocortisone,hydrocortisone 25 MG/ML [Proctosol],0,0,,975125,1,S,,[1291377],RxNorm,Branded Drug Comp
19006606,unclassified,hydrocortisone,hydrocortisone 25 MG/ML [Proctozone HC],0,0,,975125,1,S,,[575327],RxNorm,Branded Drug Comp
19082564,unclassified,hydrocortisone,hydrocortisone 25 MG/ML [Texacort],0,0,,975125,1,S,,[567182],RxNorm,Branded Drug Comp
19078345,other,hydrocortisone,hydrocortisone 25 MG/ML Ophthalmic Suspension,0,0,other,975125,1,S,,[310892],RxNorm,Clinical Drug
19078314,other,hydrocortisone,hydrocortisone 25 MG/ML Rectal Cream,62236,27116,other,975125,1,S,,[310879],RxNorm,Clinical Drug
976245,other,hydrocortisone,hydrocortisone 25 MG/ML Rectal Cream [Procto-Kit],10635,5336,other,975125,1,S,,[759717],RxNorm,Branded Drug
19122720,other,hydrocortisone,hydrocortisone 25 MG/ML Rectal Cream [Proctocare-HC],0,0,other,975125,1,S,,[603955],RxNorm,Branded Drug
19126581,other,hydrocortisone,hydrocortisone 25 MG/ML Rectal Cream [Proctocream],20,20,other,975125,1,S,,[706544],RxNorm,Branded Drug
42799745,other,hydrocortisone,hydrocortisone 25 MG/ML Rectal Cream [Proctosol],3320,537,other,975125,1,S,,[1291380],RxNorm,Branded Drug
19078344,other,hydrocortisone,hydrocortisone 25 MG/ML Topical Cream,379657,148548,other,975125,1,S,,[310891],RxNorm,Clinical Drug
35605215,other,hydrocortisone,hydrocortisone 25 MG/ML Topical Cream [Ala-Cort],1423,519,other,975125,1,S,,[1729511],RxNorm,Branded Drug
46275529,other,hydrocortisone,hydrocortisone 25 MG/ML Topical Cream [Anusol HC],24066,14160,other,975125,1,S,,[1659445],RxNorm,Branded Drug
19031890,other,hydrocortisone,hydrocortisone 25 MG/ML Topical Cream [Hytone],74509,27722,other,975125,1,S,,[206282],RxNorm,Branded Drug
42629547,other,hydrocortisone,hydrocortisone 25 MG/ML Topical Cream [Procto-Med],6895,2422,other,975125,1,S,,[1790684],RxNorm,Branded Drug
45775482,other,hydrocortisone,hydrocortisone 25 MG/ML Topical Cream [Proctosol],12431,4369,other,975125,1,S,,[1540356],RxNorm,Branded Drug
44506695,other,hydrocortisone,hydrocortisone 25 MG/ML Topical Cream [Proctozone HC],32259,12735,other,975125,1,S,,[1440936],RxNorm,Branded Drug
975171,other,hydrocortisone,hydrocortisone 25 MG/ML Topical Lotion,11923,5261,other,975125,1,S,,[197785],RxNorm,Clinical Drug
19031912,other,hydrocortisone,hydrocortisone 25 MG/ML Topical Lotion [Hytone],1371,856,other,975125,1,S,,[206284],RxNorm,Branded Drug
19031913,other,hydrocortisone,hydrocortisone 25 MG/ML Topical Lotion [Lacticare-HC],0,0,other,975125,1,S,,[206285],RxNorm,Branded Drug
19031914,other,hydrocortisone,hydrocortisone 25 MG/ML Topical Lotion [Nutracort],1193,673,other,975125,1,S,,[206286],RxNorm,Branded Drug
975192,other,hydrocortisone,hydrocortisone 25 MG/ML Topical Solution,346,160,other,975125,1,S,,[197786],RxNorm,Clinical Drug
19032048,other,hydrocortisone,hydrocortisone 25 MG/ML Topical Solution [Texacort],446,164,other,975125,1,S,,[206336],RxNorm,Branded Drug
19110251,unclassified,hydrocortisone,hydrocortisone 3.3 MG,0,0,,975125,1,S,,[440447],RxNorm,Clinical Drug Comp
19105452,other,hydrocortisone,hydrocortisone 3.3 MG Rectal Suppository,0,0,other,975125,1,S,,[420776],RxNorm,Clinical Drug
19109288,systemic,hydrocortisone,hydrocortisone 30 MG/ML,0,0,,975125,1,S,,[438512],RxNorm,Clinical Drug Comp
19091192,systemic,hydrocortisone,hydrocortisone 40 MG,0,0,,975125,1,S,,[334970],RxNorm,Clinical Drug Comp
19059870,other,hydrocortisone,hydrocortisone 40 MG Rectal Suppository,0,0,other,975125,1,S,,[245601],RxNorm,Clinical Drug
19110325,systemic,hydrocortisone,hydrocortisone 40 MG/ML,0,0,,975125,1,S,,[440586],RxNorm,Clinical Drug Comp
19104914,other,hydrocortisone,hydrocortisone 40 MG/ML / sodium chloride 40 MG/ML / urea 5 MG/ML Topical Cream,0,0,other,975125,1,S,,[417186],RxNorm,Clinical Drug
37003068,unclassified,hydrocortisone,hydrocortisone 5 MG [Alkindi],0,0,,975125,1,S,,[2399660],RxNorm,Branded Drug Comp
37003067,systemic,hydrocortisone,hydrocortisone 5 MG Oral Granules,20,20,systemic,975125,1,S,,[2399659],RxNorm,Clinical Drug
37003069,systemic,hydrocortisone,hydrocortisone 5 MG Oral Granules [Alkindi],20,20,systemic,975125,1,S,,[2399661],RxNorm,Branded Drug
975928,systemic,hydrocortisone,hydrocortisone 5 MG/ML,0,0,,975125,1,S,,[328348],RxNorm,Clinical Drug Comp
19078257,other,hydrocortisone,hydrocortisone 5 MG/ML / iodoquinol 10 MG/ML Topical Cream,20,20,other,975125,1,S,,[310862],RxNorm,Clinical Drug
19078258,other,hydrocortisone,hydrocortisone 5 MG/ML / iodoquinol 30 MG/ML Topical Cream,0,0,other,975125,1,S,,[310863],RxNorm,Clinical Drug
19122088,other,hydrocortisone,hydrocortisone 5 MG/ML / lidocaine 30 MG/ML [Rectacreame],0,0,other,975125,1,S,,[584469],RxNorm,Branded Drug Comp
19078259,other,hydrocortisone,hydrocortisone 5 MG/ML / lidocaine 30 MG/ML Topical Cream,20,20,other,975125,1,S,,[310864],RxNorm,Clinical Drug
19122089,other,hydrocortisone,hydrocortisone 5 MG/ML / lidocaine 30 MG/ML Topical Cream [Rectacreame],0,0,other,975125,1,S,,[584471],RxNorm,Branded Drug
40223870,other,hydrocortisone,hydrocortisone 5 MG/ML / miconazole nitrate 20 MG/ML [Fungoid and HC],0,0,,975125,1,S,,[998556],RxNorm,Branded Drug Comp
40223868,other,hydrocortisone,hydrocortisone 5 MG/ML / miconazole nitrate 20 MG/ML Topical Cream,0,0,other,975125,1,S,,[998554],RxNorm,Clinical Drug
40223869,other,hydrocortisone,hydrocortisone 5 MG/ML / miconazole nitrate 20 MG/ML Topical Cream [Fungoid and HC],0,0,other,975125,1,S,,[998558],RxNorm,Branded Drug
19132822,other,hydrocortisone,hydrocortisone 5 MG/ML / neomycin 5 MG/ML / polymyxin B 10000 UNT/ML Topical Cream,20,20,other,975125,1,S,,[809813],RxNorm,Clinical Drug
19078260,other,hydrocortisone,hydrocortisone 5 MG/ML / neomycin 5 MG/ML Ophthalmic Suspension,0,0,other,975125,1,S,,[310865],RxNorm,Clinical Drug
19078281,other,hydrocortisone,hydrocortisone 5 MG/ML / neomycin 5 MG/ML Topical Cream,0,0,other,975125,1,S,,[310866],RxNorm,Clinical Drug
19103264,other,hydrocortisone,hydrocortisone 5 MG/ML / neomycin 5 MG/ML Topical Spray,0,0,other,975125,1,S,,[409513],RxNorm,Clinical Drug
19116457,other,hydrocortisone,hydrocortisone 5 MG/ML / nystatin 100000 UNT/ML [Nystaform-HC],0,0,,975125,1,S,,[564403],RxNorm,Branded Drug Comp
19115112,other,hydrocortisone,hydrocortisone 5 MG/ML / nystatin 100000 UNT/ML Topical Cream,0,0,other,975125,1,S,,[562087],RxNorm,Clinical Drug
19009426,other,hydrocortisone,hydrocortisone 5 MG/ML / nystatin 100000 UNT/ML Topical Cream [Nystaform-HC],0,0,other,975125,1,S,,[106975],RxNorm,Branded Drug
19076097,other,hydrocortisone,hydrocortisone 5 MG/ML / polymyxin B 10000 UNT/ML [Otobiotic],0,0,other,975125,1,S,,[567378],RxNorm,Branded Drug Comp
19019667,other,hydrocortisone,hydrocortisone 5 MG/ML / polymyxin B 10000 UNT/ML Otic Solution,0,0,other,975125,1,S,,[198109],RxNorm,Clinical Drug
19032870,other,hydrocortisone,hydrocortisone 5 MG/ML / polymyxin B 10000 UNT/ML Otic Solution [Otobiotic],0,0,other,975125,1,S,,[206549],RxNorm,Branded Drug
43525661,other,hydrocortisone,hydrocortisone 5 MG/ML / pramoxine hydrochloride 2.5 MG/ML Topical Spray,0,0,other,975125,1,S,,[1371355],RxNorm,Clinical Drug
19077948,other,hydrocortisone,hydrocortisone 5 MG/ML / salicylic acid 20 MG/ML / sodium thiosulfate 80 MG/ML Topical Lotion,0,0,other,975125,1,S,,[310684],RxNorm,Clinical Drug
19080796,other,hydrocortisone,hydrocortisone 5 MG/ML / sulfur 5 MG/ML / zinc oxide 200 MG/ML Topical Cream,0,0,other,975125,1,S,,[315120],RxNorm,Clinical Drug
19043287,unclassified,hydrocortisone,hydrocortisone 5 MG/ML [Aeroseb-HC],0,0,,975125,1,S,,[567183],RxNorm,Branded Drug Comp
19053476,unclassified,hydrocortisone,hydrocortisone 5 MG/ML [Aloe Cort],0,0,,975125,1,S,,[571947],RxNorm,Branded Drug Comp
19057671,unclassified,hydrocortisone,hydrocortisone 5 MG/ML [Caldecort],0,0,,975125,1,S,,[571948],RxNorm,Branded Drug Comp
19043290,unclassified,hydrocortisone,hydrocortisone 5 MG/ML [Cetacort],0,0,,975125,1,S,,[567143],RxNorm,Branded Drug Comp
19043313,unclassified,hydrocortisone,hydrocortisone 5 MG/ML [Cort-Dome],0,0,,975125,1,S,,[571949],RxNorm,Branded Drug Comp
19059601,systemic,hydrocortisone,hydrocortisone 5 MG/ML [Cortaid],0,0,,975125,1,S,,[571951],RxNorm,Branded Drug Comp
42799748,systemic,hydrocortisone,hydrocortisone 5 MG/ML [Cortef],0,0,,975125,1,S,,[1294110],RxNorm,Branded Drug Comp
792834,systemic,hydrocortisone,hydrocortisone 5 MG/ML [Cortizone],0,0,,975125,1,S,,[1987145],RxNorm,Branded Drug Comp
19059726,unclassified,hydrocortisone,hydrocortisone 5 MG/ML [Cotacort],0,0,,975125,1,S,,[567144],RxNorm,Branded Drug Comp
19061353,unclassified,hydrocortisone,hydrocortisone 5 MG/ML [Dermolate],0,0,,975125,1,S,,[571956],RxNorm,Branded Drug Comp
19061357,unclassified,hydrocortisone,hydrocortisone 5 MG/ML [Dermtex HC],0,0,,975125,1,S,,[567145],RxNorm,Branded Drug Comp
40173039,unclassified,hydrocortisone,hydrocortisone 5 MG/ML [Excel Pet],0,0,,975125,1,S,,[900498],RxNorm,Branded Drug Comp
19066846,systemic,hydrocortisone,hydrocortisone 5 MG/ML [Genasone/Aloe],0,0,,975125,1,S,,[571957],RxNorm,Branded Drug Comp
19119910,unclassified,hydrocortisone,hydrocortisone 5 MG/ML [HC AC/Aloe],0,0,,975125,1,S,,[571958],RxNorm,Branded Drug Comp
19120824,unclassified,hydrocortisone,hydrocortisone 5 MG/ML [Hydrocortisone-Aloe],0,0,,975125,1,S,,[575132],RxNorm,Branded Drug Comp
19028399,systemic,hydrocortisone,hydrocortisone 5 MG/ML [Massengill],0,0,,975125,1,S,,[797859],RxNorm,Branded Drug Comp
40173040,unclassified,hydrocortisone,hydrocortisone 5 MG/ML [Propet],0,0,,975125,1,S,,[900407],RxNorm,Branded Drug Comp
19130345,other,hydrocortisone,hydrocortisone 5 MG/ML Medicated Pad,0,0,other,975125,1,S,,[797807],RxNorm,Clinical Drug
976263,other,hydrocortisone,hydrocortisone 5 MG/ML Medicated Pad [Massengill],0,0,other,975125,1,S,,[797861],RxNorm,Branded Drug
40174833,other,hydrocortisone,hydrocortisone 5 MG/ML Medicated Shampoo,0,0,other,975125,1,S,,[902219],RxNorm,Clinical Drug
40174834,other,hydrocortisone,hydrocortisone 5 MG/ML Medicated Shampoo [Excel Pet],0,0,other,975125,1,S,,[902220],RxNorm,Branded Drug
19124934,other,hydrocortisone,hydrocortisone 5 MG/ML Ophthalmic Solution,0,0,other,975125,1,S,,[657512],RxNorm,Clinical Drug
19078317,other,hydrocortisone,hydrocortisone 5 MG/ML Ophthalmic Suspension,0,0,other,975125,1,S,,[310882],RxNorm,Clinical Drug
975510,other,hydrocortisone,hydrocortisone 5 MG/ML Otic Solution,0,0,other,975125,1,S,,[244296],RxNorm,Clinical Drug
975511,other,hydrocortisone,hydrocortisone 5 MG/ML Rectal Cream,0,0,other,975125,1,S,,[244335],RxNorm,Clinical Drug
19020429,other,hydrocortisone,hydrocortisone 5 MG/ML Topical Cream,15360,6007,other,975125,1,S,,[198707],RxNorm,Clinical Drug
975449,other,hydrocortisone,hydrocortisone 5 MG/ML Topical Cream [Aloe Cort],1087,248,other,975125,1,S,,[211587],RxNorm,Branded Drug
975450,other,hydrocortisone,hydrocortisone 5 MG/ML Topical Cream [Caldecort],0,0,other,975125,1,S,,[211588],RxNorm,Branded Drug
975451,other,hydrocortisone,hydrocortisone 5 MG/ML Topical Cream [Cort-Dome],0,0,other,975125,1,S,,[211589],RxNorm,Branded Drug
975462,other,hydrocortisone,hydrocortisone 5 MG/ML Topical Cream [Cortaid],370,77,other,975125,1,S,,[211591],RxNorm,Branded Drug
42799747,other,hydrocortisone,hydrocortisone 5 MG/ML Topical Cream [Cortef],2105,582,other,975125,1,S,,[1294113],RxNorm,Branded Drug
975464,other,hydrocortisone,hydrocortisone 5 MG/ML Topical Cream [Cortizone],0,0,other,975125,1,S,,[211594],RxNorm,Branded Drug
975466,other,hydrocortisone,hydrocortisone 5 MG/ML Topical Cream [Dermolate],0,0,other,975125,1,S,,[211596],RxNorm,Branded Drug
975467,other,hydrocortisone,hydrocortisone 5 MG/ML Topical Cream [Dermtex HC],0,0,other,975125,1,S,,[211597],RxNorm,Branded Drug
975468,other,hydrocortisone,hydrocortisone 5 MG/ML Topical Cream [Genasone/Aloe],0,0,other,975125,1,S,,[211598],RxNorm,Branded Drug
19046222,other,hydrocortisone,hydrocortisone 5 MG/ML Topical Cream [HC AC/Aloe],0,0,other,975125,1,S,,[211599],RxNorm,Branded Drug
19078255,other,hydrocortisone,hydrocortisone 5 MG/ML Topical Cream [Hydrocortisone-Aloe],8681,753,other,975125,1,S,,[310860],RxNorm,Branded Drug
975537,other,hydrocortisone,hydrocortisone 5 MG/ML Topical Lotion,71,58,other,975125,1,S,,[244492],RxNorm,Clinical Drug
19031917,other,hydrocortisone,hydrocortisone 5 MG/ML Topical Lotion [Cetacort],20,20,other,975125,1,S,,[206294],RxNorm,Branded Drug
40242191,other,hydrocortisone,hydrocortisone 5 MG/ML Topical Lotion [Cortaid],20,20,other,975125,1,S,,[1147069],RxNorm,Branded Drug
19031918,other,hydrocortisone,hydrocortisone 5 MG/ML Topical Lotion [Cotacort],0,0,other,975125,1,S,,[206295],RxNorm,Branded Drug
19031919,other,hydrocortisone,hydrocortisone 5 MG/ML Topical Lotion [Dermtex HC],0,0,other,975125,1,S,,[206296],RxNorm,Branded Drug
40173033,other,hydrocortisone,hydrocortisone 5 MG/ML Topical Lotion [Excel Pet],20,20,other,975125,1,S,,[900500],RxNorm,Branded Drug
19080033,other,hydrocortisone,hydrocortisone 5 MG/ML Topical Solution,0,0,other,975125,1,S,,[314021],RxNorm,Clinical Drug
19078254,other,hydrocortisone,hydrocortisone 5 MG/ML Topical Spray,0,0,other,975125,1,S,,[310858],RxNorm,Clinical Drug
19032050,other,hydrocortisone,hydrocortisone 5 MG/ML Topical Spray [Aeroseb-HC],0,0,other,975125,1,S,,[206338],RxNorm,Branded Drug
40174835,other,hydrocortisone,hydrocortisone 5 MG/ML Topical Spray [Excel Pet],0,0,other,975125,1,S,,[902221],RxNorm,Branded Drug
40173038,other,hydrocortisone,hydrocortisone 5 MG/ML Topical Spray [Propet],0,0,other,975125,1,S,,[900409],RxNorm,Branded Drug
975929,systemic,hydrocortisone,hydrocortisone 50 MG/ML,7097,619,,975125,1,S,,[328774],RxNorm,Clinical Drug Comp
19105045,other,hydrocortisone,hydrocortisone 50 MG/ML Topical Cream,0,0,other,975125,1,S,,[417894],RxNorm,Clinical Drug
42629025,unclassified,hydrocortisone,hydrocortisone 7.5 MG/ML,0,0,,975125,1,S,,[1792288],RxNorm,Clinical Drug Comp
42629026,other,hydrocortisone,hydrocortisone 7.5 MG/ML Topical Lotion,0,0,other,975125,1,S,,[1792289],RxNorm,Clinical Drug
45392251,unclassified,hydrocortisone,Hydrocortisone Ace-Aloe Vera,,,,975125,1,S,D,[9055990251],GPI,GPI
19125224,unclassified,hydrocortisone,hydrocortisone aceate,0,0,,975125,1,S,U,[669988],RxNorm,Ingredient
19104152,unclassified,hydrocortisone,hydrocortisone aceponate,0,0,,975125,1,S,,[41277],RxNorm,Precise Ingredient
45769522,unclassified,hydrocortisone,Hydrocortisone aceponate,0,0,,975125,1,S,,[708195009],SNOMED,Substance
42706151,unclassified,hydrocortisone,hydrocortisone aceponate 1.11 MG/ML,0,0,,975125,1,S,,[1245240],RxNorm,Clinical Drug Comp
21602135,other,hydrocortisone,hydrocortisone aceponate; topical,0,0,other,975125,1,C,,[D07AC16],ATC,ATC 5th
19069072,unclassified,hydrocortisone,hydrocortisone acetate,0,0,,975125,1,S,,[27197],RxNorm,Precise Ingredient
4194064,unclassified,hydrocortisone,Hydrocortisone acetate,0,0,,975125,1,S,,[79380007],SNOMED,Substance
45395237,unclassified,hydrocortisone,Hydrocortisone Acetate,,,,975125,1,S,D,[8915001010],GPI,GPI
45404790,unclassified,hydrocortisone,Hydrocortisone Acetate,,,,975125,1,S,D,[9055007510],GPI,GPI
45407760,unclassified,hydrocortisone,Hydrocortisone Acetate,,,,975125,1,S,D,[8910001010],GPI,GPI
40226628,unclassified,hydrocortisone,hydrocortisone acetate 0.00275 MG/MG,0,0,,975125,1,S,,[1012215],RxNorm,Clinical Drug Comp
40226629,other,hydrocortisone,hydrocortisone acetate 0.00275 MG/MG / lidocaine hydrochloride 0.05 MG/MG Topical Ointment,0,0,other,975125,1,S,,[1012216],RxNorm,Clinical Drug
42800218,unclassified,hydrocortisone,hydrocortisone acetate 0.005 MG/MG,0,0,,975125,1,S,,[1294011],RxNorm,Clinical Drug Comp
42800219,other,hydrocortisone,hydrocortisone acetate 0.005 MG/MG / pramoxine hydrochloride 0.01 MG/MG / zinc sulfate 0.005 MG/MG Topical Ointment,0,0,other,975125,1,S,,[1294012],RxNorm,Clinical Drug
42902255,other,hydrocortisone,hydrocortisone acetate 0.005 MG/MG / pramoxine hydrochloride 0.01 MG/MG Rectal Ointment,0,0,other,975125,1,S,,[1359153],RxNorm,Clinical Drug
45776374,other,hydrocortisone,hydrocortisone acetate 0.005 MG/MG Ophthalmic Ointment,0,0,other,975125,1,S,,[1542920],RxNorm,Clinical Drug
40226630,unclassified,hydrocortisone,hydrocortisone acetate 0.0055 MG/MG,0,0,,975125,1,S,,[1012219],RxNorm,Clinical Drug Comp
40226633,unclassified,hydrocortisone,hydrocortisone acetate 0.0055 MG/MG / lidocaine hydrochloride 0.028 MG/MG [RectaGel],0,0,,975125,1,S,,[1012310],RxNorm,Branded Drug Comp
40226631,other,hydrocortisone,hydrocortisone acetate 0.0055 MG/MG / lidocaine hydrochloride 0.028 MG/MG Rectal Gel,359,236,other,975125,1,S,,[1012221],RxNorm,Clinical Drug
40226632,other,hydrocortisone,hydrocortisone acetate 0.0055 MG/MG / lidocaine hydrochloride 0.028 MG/MG Rectal Gel [RectaGel],68,41,other,975125,1,S,,[1012312],RxNorm,Branded Drug
40226635,other,hydrocortisone,hydrocortisone acetate 0.01 MG/MG / lidocaine hydrochloride 0.03 MG/MG Rectal Gel,0,0,other,975125,1,S,,[1013098],RxNorm,Clinical Drug
42705230,unclassified,hydrocortisone,hydrocortisone acetate 0.01 MG/MG / pramoxine hydrochloride 0.01 MG/MG [Pramosone],0,0,,975125,1,S,,[1234319],RxNorm,Branded Drug Comp
42707491,other,hydrocortisone,hydrocortisone acetate 0.01 MG/MG / pramoxine hydrochloride 0.01 MG/MG Topical Ointment,143,40,other,975125,1,S,,[1234317],RxNorm,Clinical Drug
42707492,other,hydrocortisone,hydrocortisone acetate 0.01 MG/MG / pramoxine hydrochloride 0.01 MG/MG Topical Ointment [Pramosone],46,22,other,975125,1,S,,[1234322],RxNorm,Branded Drug
42705423,unclassified,hydrocortisone,hydrocortisone acetate 0.01 MG/MG [Biocorneum],0,0,,975125,1,S,,[1235744],RxNorm,Branded Drug Comp
43525625,unclassified,hydrocortisone,hydrocortisone acetate 0.01 MG/MG [Cortisil MDX],0,0,,975125,1,S,,[1373236],RxNorm,Branded Drug Comp
45776375,other,hydrocortisone,hydrocortisone acetate 0.01 MG/MG Ophthalmic Ointment,0,0,other,975125,1,S,,[1542921],RxNorm,Clinical Drug
42707693,other,hydrocortisone,hydrocortisone acetate 0.01 MG/MG Topical Gel,0,0,other,975125,1,S,,[1235742],RxNorm,Clinical Drug
42707694,other,hydrocortisone,hydrocortisone acetate 0.01 MG/MG Topical Gel [Biocorneum],0,0,other,975125,1,S,,[1235747],RxNorm,Branded Drug
43525769,other,hydrocortisone,hydrocortisone acetate 0.01 MG/MG Topical Gel [Cortisil MDX],0,0,other,975125,1,S,,[1373239],RxNorm,Branded Drug
44506681,other,hydrocortisone,hydrocortisone acetate 0.01 MG/MG Topical Ointment,431,273,other,975125,1,S,,[1440184],RxNorm,Clinical Drug
45776377,unclassified,hydrocortisone,hydrocortisone acetate 0.015 MG/MG,0,0,,975125,1,S,,[1542924],RxNorm,Clinical Drug Comp
