Id,Code,Name,Class,Standard Concept Caption,RC,DRC,Domain,Vocabulary
41142791,OMOP2340753,Salicylic Acid / Triamcinolone Medicated Shampoo,Clinical Drug Form,Standard,0,200,Drug,RxNorm Extension
41143895,OMOP2341857,Salicylic Acid / Triamcinolone Medicated Shampoo [Volon A],Branded Drug Form,Standard,0,200,Drug,RxNorm Extension
40862665,OMOP2060627,Salicylic Acid / Triamcinolone Oral Solution [Volon A],Branded Drug Form,Standard,100,200,Drug,RxNorm Extension
40896612,OMOP2094574,Salicylic Acid 20 MG/ML / Triamcinolone 2 MG/ML Medicated Shampoo,Clinical Drug,Standard,0,200,Drug,RxNorm Extension
41270978,OMOP2468940,Salicylic Acid 20 MG/ML / Triamcinolone 2 MG/ML Medicated Shampoo Box of 1,Clinical Drug Box,Standard,0,200,Drug,RxNorm Extension
41308333,OMOP2506295,Salicylic Acid 20 MG/ML / Triamcinolone 2 MG/ML Medicated Shampoo [Volon A],Branded Drug,Standard,0,200,Drug,RxNorm Extension
41090182,OMOP2288144,Salicylic Acid 20 MG/ML / Triamcinolone 2 MG/ML Medicated Shampoo [Volon A] Box of 1,Branded Drug Box,Standard,0,200,Drug,RxNorm Extension
40859201,OMOP2057163,Salicylic Acid 20 MG/ML / Triamcinolone 2 MG/ML [Volon A],Branded Drug Comp,Standard,0,200,Drug,RxNorm Extension
45142030,62991115605,TRIAMCINOLONE ACETONIDE POWDER,11-digit NDC,Non-Standard,200,200,Drug,NDC
45296273,62991294301,TRIAMCINOLONE HEXACETONIDE PWD,11-digit NDC,Non-Standard,200,200,Drug,NDC
45381378,62991303402,TRIAMCINOLONE POWDER,11-digit NDC,Non-Standard,200,200,Drug,NDC
40870589,OMOP2068551,Triamcinolone 0.00002 MG/MG Topical Cream [Delphicort],Branded Drug,Standard,0,200,Drug,RxNorm Extension
40839452,OMOP2037414,Triamcinolone 0.00002 MG/MG Topical Cream [Delphicort] Box of 1,Branded Drug Box,Standard,0,200,Drug,RxNorm Extension
40833869,OMOP2031831,Triamcinolone 0.00004 MG/MG Topical Ointment,Clinical Drug,Standard,0,200,Drug,RxNorm Extension
41051899,OMOP2249861,Triamcinolone 0.00004 MG/MG Topical Ointment Box of 1,Clinical Drug Box,Standard,0,200,Drug,RxNorm Extension
41245200,OMOP2443162,Triamcinolone 0.00005 MG/MG Topical Ointment [Delphicort],Branded Drug,Standard,0,200,Drug,RxNorm Extension
40870597,OMOP2068559,Triamcinolone 0.00005 MG/MG Topical Ointment [Delphicort] Box of 1,Branded Drug Box,Standard,0,200,Drug,RxNorm Extension
40983594,OMOP2181556,Triamcinolone 0.00005 MG/MG [Delphicort],Branded Drug Comp,Standard,0,200,Drug,RxNorm Extension
45302251,839639247,Triamcinolone 0.00025 MG/MG Topical Ointment,11-digit NDC,Non-Standard,200,200,Drug,NDC
44859060,904273903,Triamcinolone 0.00025 MG/MG Topical Ointment,11-digit NDC,Non-Standard,200,200,Drug,NDC
45333572,168000515,Triamcinolone 0.00025 MG/MG Topical Ointment,11-digit NDC,Non-Standard,200,200,Drug,NDC
41151878,OMOP2349840,Triamcinolone 0.001 MG/MG Topical Cream [Triam],Branded Drug,Standard,0,200,Drug,RxNorm Extension
41307242,OMOP2505204,Triamcinolone 0.001 MG/MG Topical Cream [Triam] Box of 1,Branded Drug Box,Standard,0,200,Drug,RxNorm Extension
41276141,OMOP2474103,Triamcinolone 0.001 MG/MG Topical Cream [Triamcinolon Wolff],Branded Drug,Standard,0,200,Drug,RxNorm Extension
41276140,OMOP2474102,Triamcinolone 0.001 MG/MG Topical Cream [Triamcinolon Wolff] Box of 1,Branded Drug Box,Standard,0,200,Drug,RxNorm Extension
45045928,719540455,Triamcinolone 0.001 MG/MG Topical Ointment,11-digit NDC,Non-Standard,200,200,Drug,NDC
45291238,51079027661,Triamcinolone 0.001 MG/MG Topical Ointment,11-digit NDC,Non-Standard,200,200,Drug,NDC
44994518,719540450,Triamcinolone 0.001 MG/MG Topical Ointment,11-digit NDC,Non-Standard,200,200,Drug,NDC
45302388,904274203,Triamcinolone 0.001 MG/MG Topical Ointment,11-digit NDC,Non-Standard,200,200,Drug,NDC
44875531,677075346,Triamcinolone 0.001 MG/MG Topical Ointment,11-digit NDC,Non-Standard,200,200,Drug,NDC
45231526,182139546,Triamcinolone 0.001 MG/MG Topical Ointment,11-digit NDC,Non-Standard,200,200,Drug,NDC
41202745,OMOP2400707,Triamcinolone 0.001 MG/MG [Triam],Branded Drug Comp,Standard,0,200,Drug,RxNorm Extension
41108805,OMOP2306767,Triamcinolone 0.001 MG/MG [Triamcinolon Wolff],Branded Drug Comp,Standard,0,200,Drug,RxNorm Extension
40857397,OMOP2055359,Triamcinolone 0.0333 MG/ML,Clinical Drug Comp,Standard,0,200,Drug,RxNorm Extension
43268665,OMOP550603,Triamcinolone 0.055 MG/ACTUAT Nasal Spray [Telnase],Branded Drug,Standard,200,200,Drug,RxNorm Extension
43268664,OMOP550601,Triamcinolone 0.055 MG/ACTUAT [Telnase],Branded Drug Comp,Standard,0,200,Drug,RxNorm Extension
44993672,462000316,Triamcinolone 0.25 MG/ML Topical Cream,11-digit NDC,Non-Standard,200,200,Drug,NDC
45182340,839612746,Triamcinolone 0.25 MG/ML Topical Cream,11-digit NDC,Non-Standard,200,200,Drug,NDC
45335173,472124802,Triamcinolone 0.25 MG/ML Topical Lotion,11-digit NDC,Non-Standard,200,200,Drug,NDC
45302247,839612648,Triamcinolone 1 MG/ML Topical Cream,11-digit NDC,Non-Standard,200,200,Drug,NDC
45100504,24208065502,Triamcinolone 1 MG/ML Topical Cream,11-digit NDC,Non-Standard,200,200,Drug,NDC
45110677,5519140,Triamcinolone 1 MG/ML Topical Cream,11-digit NDC,Non-Standard,200,200,Drug,NDC
45137927,52446096190,Triamcinolone 1 MG/ML Topical Cream,11-digit NDC,Non-Standard,200,200,Drug,NDC
45011917,814085172,Triamcinolone 1 MG/ML Topical Cream [Aricin],11-digit NDC,Non-Standard,200,200,Drug,NDC
45003714,57317011215,Triamcinolone 1 MG/ML Topical Cream [Aristocort R],11-digit NDC,Non-Standard,200,200,Drug,NDC
45241300,54569279900,Triamcinolone 1 MG/ML Topical Cream [Aristocort Topical],11-digit NDC,Non-Standard,200,200,Drug,NDC
40865008,OMOP2062970,Triamcinolone 10 MG/ML Injectable Solution Box of 20,Clinical Drug Box,Standard,0,200,Drug,RxNorm Extension
41020693,OMOP2218655,Triamcinolone 10 MG/ML Injectable Solution Box of 50,Clinical Drug Box,Standard,0,200,Drug,RxNorm Extension
40989731,OMOP2187693,Triamcinolone 10 MG/ML Injectable Solution Box of 500,Clinical Drug Box,Standard,0,200,Drug,RxNorm Extension
40870595,OMOP2068557,Triamcinolone 10 MG/ML Injectable Solution [Volon A] Box of 20,Branded Drug Box,Standard,0,200,Drug,RxNorm Extension
41276167,OMOP2474129,Triamcinolone 2 MG Oral Tablet [Delphicort],Branded Drug,Standard,0,200,Drug,RxNorm Extension
40858990,OMOP2056952,Triamcinolone 2 MG [Delphicort],Branded Drug Comp,Standard,0,200,Drug,RxNorm Extension
40833874,OMOP2031836,Triamcinolone 40 MG/ML Injectable Solution Box of 100,Clinical Drug Box,Standard,0,200,Drug,RxNorm Extension
41020691,OMOP2218653,Triamcinolone 40 MG/ML Injectable Solution Box of 30,Clinical Drug Box,Standard,0,200,Drug,RxNorm Extension
41120317,OMOP2318279,Triamcinolone 40 MG/ML Injectable Solution [Delphicort],Branded Drug,Standard,0,200,Drug,RxNorm Extension
41026358,OMOP2224320,Triamcinolone 40 MG/ML Injectable Solution [Triam Mp] Box of 100,Branded Drug Box,Standard,0,200,Drug,RxNorm Extension
41276150,OMOP2474112,Triamcinolone 40 MG/ML Injectable Solution [Triam Mp] Box of 30,Branded Drug Box,Standard,0,200,Drug,RxNorm Extension
44925799,402020401,Triamcinolone 40 MG/ML Injectable Suspension,11-digit NDC,Non-Standard,200,200,Drug,NDC
45163118,223869005,Triamcinolone 40 MG/ML Injectable Suspension,11-digit NDC,Non-Standard,200,200,Drug,NDC
45215930,574082005,Triamcinolone 40 MG/ML Injectable Suspension,11-digit NDC,Non-Standard,200,200,Drug,NDC
45350996,223869105,Triamcinolone 40 MG/ML Injectable Suspension,11-digit NDC,Non-Standard,200,200,Drug,NDC
44892137,527010365,Triamcinolone 40 MG/ML Injectable Suspension,11-digit NDC,Non-Standard,200,200,Drug,NDC
45316531,131109504,Triamcinolone 40 MG/ML Injectable Suspension,11-digit NDC,Non-Standard,200,200,Drug,NDC
44950945,52584020405,Triamcinolone 40 MG/ML Injectable Suspension,11-digit NDC,Non-Standard,200,200,Drug,NDC
45238744,44437020475,Triamcinolone 40 MG/ML Injectable Suspension,11-digit NDC,Non-Standard,200,200,Drug,NDC
45019517,54569218400,Triamcinolone 40 MG/ML Injectable Suspension [Aristocort Forte],11-digit NDC,Non-Standard,200,200,Drug,NDC
45053894,54643105300,Triamcinolone 40 MG/ML Injectable Suspension [Aristocort Forte],11-digit NDC,Non-Standard,200,200,Drug,NDC
45122810,55726020405,Triamcinolone 40 MG/ML Injectable Suspension [Cort-K],11-digit NDC,Non-Standard,200,200,Drug,NDC
45197539,259035505,Triamcinolone 40 MG/ML Injectable Suspension [Kenaject-40],11-digit NDC,Non-Standard,200,200,Drug,NDC
44906494,3029395,Triamcinolone 40 MG/ML Injectable Suspension [Kenalog],11-digit NDC,Non-Standard,200,200,Drug,NDC
44840905,588537375,Triamcinolone 40 MG/ML Injectable Suspension [Tri-Kort],11-digit NDC,Non-Standard,200,200,Drug,NDC
41307250,OMOP2505212,Triamcinolone 40 MG/ML Injectable Suspension [Volon A] Box of 5,Branded Drug Box,Standard,0,200,Drug,RxNorm Extension
43798413,OMOP886249,Triamcinolone 40 MG/ML [Delphicort],Branded Drug Comp,Standard,0,200,Drug,RxNorm Extension
41208721,OMOP2406683,Triamcinolone 5 MG/ML Injectable Solution Box of 1,Clinical Drug Box,Standard,0,200,Drug,RxNorm Extension
45197157,205450231,Triamcinolone 5 MG/ML Injectable Suspension,11-digit NDC,Non-Standard,200,200,Drug,NDC
44913528,24208066004,Triamcinolone 5 MG/ML Topical Cream,11-digit NDC,Non-Standard,200,200,Drug,NDC
45063028,719540250,Triamcinolone 5 MG/ML Topical Cream,11-digit NDC,Non-Standard,200,200,Drug,NDC
44840519,469512550,Triamcinolone 8 MG Oral Tablet [Aristocort],11-digit NDC,Non-Standard,200,200,Drug,NDC
45170333,45802005429,Triamcinolone Acetonide 0.00025 MG/MG Topical Ointment,11-digit NDC,Non-Standard,200,200,Drug,NDC
44884114,55045239705,Triamcinolone Acetonide 0.001 MG/MG Oral Paste,11-digit NDC,Non-Standard,200,200,Drug,NDC
45250894,839639146,Triamcinolone Acetonide 0.001 MG/MG Topical Ointment,11-digit NDC,Non-Standard,200,200,Drug,NDC
44986604,55887045915,Triamcinolone Acetonide 0.001 MG/MG Topical Ointment,11-digit NDC,Non-Standard,200,200,Drug,NDC
44862096,23490641801,Triamcinolone Acetonide 0.001 MG/MG Topical Ointment,11-digit NDC,Non-Standard,200,200,Drug,NDC
45220375,33358034715,Triamcinolone Acetonide 0.001 MG/MG Topical Ointment,11-digit NDC,Non-Standard,200,200,Drug,NDC
45044488,316017501,Triamcinolone Acetonide 0.001 MG/MG Topical Ointment [Triderm],11-digit NDC,Non-Standard,200,200,Drug,NDC
44872089,3148420,Triamcinolone Acetonide 0.005 MG/MG Topical Ointment [Kenalog],11-digit NDC,Non-Standard,200,200,Drug,NDC
45151308,21695091263,Triamcinolone Acetonide 0.147 MG/ML Topical Spray [Kenalog],11-digit NDC,Non-Standard,200,200,Drug,NDC
45343880,54868106001,Triamcinolone Acetonide 0.25 MG/ML Topical Cream,11-digit NDC,Non-Standard,200,200,Drug,NDC
44900919,54868106000,Triamcinolone Acetonide 0.25 MG/ML Topical Cream,11-digit NDC,Non-Standard,200,200,Drug,NDC
45015064,21695018915,Triamcinolone Acetonide 1 MG/ML Topical Cream,11-digit NDC,Non-Standard,200,200,Drug,NDC
44885834,58118003608,Triamcinolone Acetonide 1 MG/ML Topical Cream,11-digit NDC,Non-Standard,200,200,Drug,NDC
45186877,42254004230,Triamcinolone Acetonide 1 MG/ML Topical Cream,11-digit NDC,Non-Standard,200,200,Drug,NDC
45224301,54569478100,Triamcinolone Acetonide 1 MG/ML Topical Cream,11-digit NDC,Non-Standard,200,200,Drug,NDC
45866875,61786002515,Triamcinolone Acetonide 1 MG/ML Topical Cream,11-digit NDC,Non-Standard,200,200,Drug,NDC
44463576,58118998305,Triamcinolone Acetonide 1 MG/ML Topical Cream,11-digit NDC,Non-Standard,200,200,Drug,NDC
44938693,63874082030,Triamcinolone Acetonide 1 MG/ML Topical Cream,11-digit NDC,Non-Standard,200,200,Drug,NDC
44844798,21695018930,Triamcinolone Acetonide 1 MG/ML Topical Cream,11-digit NDC,Non-Standard,200,200,Drug,NDC
45254645,33358034815,Triamcinolone Acetonide 1 MG/ML Topical Cream,11-digit NDC,Non-Standard,200,200,Drug,NDC
45081114,45802064,Triamcinolone Acetonide 1 mg/g CREAM [Triamcinolone Acetonide],9-digit NDC,Non-Standard,200,200,Drug,NDC
45360977,54643324301,Triamcinolone Acetonide 10 MG/ML Injectable Suspension,11-digit NDC,Non-Standard,200,200,Drug,NDC
45174248,57783049405,Triamcinolone Acetonide 10 MG/ML Injectable Suspension,11-digit NDC,Non-Standard,200,200,Drug,NDC
45188315,50930021805,Triamcinolone Acetonide 3 MG/ML Injectable Suspension,11-digit NDC,Non-Standard,200,200,Drug,NDC
44963433,12698302904,Triamcinolone Acetonide 40 MG/ML Injectable Suspension,11-digit NDC,Non-Standard,200,200,Drug,NDC
45287698,12698302907,Triamcinolone Acetonide 40 MG/ML Injectable Suspension,11-digit NDC,Non-Standard,200,200,Drug,NDC
44984781,52637054005,Triamcinolone Acetonide 40 MG/ML Injectable Suspension,11-digit NDC,Non-Standard,200,200,Drug,NDC
45319165,814800838,Triamcinolone Acetonide 40 MG/ML Injectable Suspension,11-digit NDC,Non-Standard,200,200,Drug,NDC
45011854,781324575,Triamcinolone Acetonide 40 MG/ML Injectable Suspension,11-digit NDC,Non-Standard,200,200,Drug,NDC
45194497,66467981008,Triamcinolone Acetonide 40 MG/ML Injectable Suspension,11-digit NDC,Non-Standard,200,200,Drug,NDC
44986501,55553020405,Triamcinolone Acetonide 40 MG/ML Injectable Suspension [Clinalog],11-digit NDC,Non-Standard,200,200,Drug,NDC
44448205,68788063601,Triamcinolone Acetonide 40 MG/ML Injectable Suspension [Kenalog],11-digit NDC,Non-Standard,200,200,Drug,NDC
45102549,49349094641,Triamcinolone Acetonide 40 MG/ML Injectable Suspension [Kenalog],11-digit NDC,Non-Standard,200,200,Drug,NDC
45150738,12698029305,Triamcinolone Acetonide 40 MG/ML Injectable Suspension [Kenalog],11-digit NDC,Non-Standard,200,200,Drug,NDC
45051588,49349094741,Triamcinolone Acetonide 40 MG/ML Injectable Suspension [Kenalog],11-digit NDC,Non-Standard,200,200,Drug,NDC
44408827,70518007500,Triamcinolone Acetonide 40 MG/ML Injectable Suspension [Kenalog],11-digit NDC,Non-Standard,200,200,Drug,NDC
45154911,52125071201,Triamcinolone Acetonide 40 MG/ML Injectable Suspension [Kenalog],11-digit NDC,Non-Standard,200,200,Drug,NDC
44466743,50090236000,Triamcinolone Acetonide 40 MG/ML Injectable Suspension [Kenalog],11-digit NDC,Non-Standard,200,200,Drug,NDC
44997400,12698029302,Triamcinolone Acetonide 40 MG/ML Injectable Suspension [Kenalog],11-digit NDC,Non-Standard,200,200,Drug,NDC
45070706,54171020405,Triamcinolone Acetonide 40 MG/ML Injectable Suspension [Robalog],11-digit NDC,Non-Standard,200,200,Drug,NDC
45156017,54868084401,Triamcinolone Acetonide 5 MG/ML Topical Cream,11-digit NDC,Non-Standard,200,200,Drug,NDC
45224218,54569202500,Triamcinolone Acetonide 5 MG/ML Topical Cream,11-digit NDC,Non-Standard,200,200,Drug,NDC
43268663,OMOP550600,Triamcinolone Nasal Spray [Telnase],Branded Drug Form,Standard,0,200,Drug,RxNorm Extension
41080851,OMOP2278813,Triamcinolone Topical Cream [Triamcinolon Wolff],Branded Drug Form,Standard,0,200,Drug,RxNorm Extension
36215516,1157545,neomycin / triamcinolone Topical Product,Clinical Dose Group,Classification,0,200,Drug,RxNorm
40067743,362131,nystatin / triamcinolone Topical Cream [N.T.A.],Branded Drug Form,Standard,0,200,Drug,RxNorm
40234698,1053771,nystatin / triamcinolone Topical Cream [Tri-Statin],Branded Drug Form,Standard,0,200,Drug,RxNorm
40234700,1053704,nystatin / triamcinolone Topical Ointment [Myco-Triacet],Branded Drug Form,Standard,0,200,Drug,RxNorm
40234707,1053705,nystatin 100 UNT/MG / triamcinolone acetonide 0.001 MG/MG Topical Ointment [Myco-Triacet],Branded Drug,Standard,200,200,Drug,RxNorm
40234716,1053703,nystatin 100 UNT/MG / triamcinolone acetonide 0.001 MG/MG [Myco-Triacet],Branded Drug Comp,Standard,0,200,Drug,RxNorm
45136800,49999033760,nystatin 100000 UNT/ML / triamcinolone acetonide 1 MG/ML Topical Cream,11-digit NDC,Non-Standard,200,200,Drug,NDC
40234735,1085614,nystatin 100000 UNT/ML / triamcinolone acetonide 1 MG/ML Topical Cream [N.T.A.],Branded Drug,Standard,200,200,Drug,RxNorm
40234736,1053772,nystatin 100000 UNT/ML / triamcinolone acetonide 1 MG/ML Topical Cream [Tri-Statin],Branded Drug,Standard,200,200,Drug,RxNorm
40234744,1085613,nystatin 100000 UNT/ML / triamcinolone acetonide 1 MG/ML [N.T.A.],Branded Drug Comp,Standard,0,200,Drug,RxNorm
40234745,1053770,nystatin 100000 UNT/ML / triamcinolone acetonide 1 MG/ML [Tri-Statin],Branded Drug Comp,Standard,0,200,Drug,RxNorm
44968654,548682470,nystatin and triamcinolone 1mg/g / 100000[USP'U]/g TOPICAL OINTMENT,9-digit NDC,Non-Standard,200,200,Drug,NDC
46245209,4720150,nystatin and triamcinolone acetonide 1mg/g / 100000[USP'U]/g TOPICAL CREAM,9-digit NDC,Non-Standard,200,200,Drug,NDC
19091880,335770,triamcinolone 0.6 MG/ML,Clinical Drug Comp,Standard,0,200,Drug,RxNorm
40233946,1085696,triamcinolone 1 MG Oral Tablet [Aristocort],Branded Drug,Standard,200,200,Drug,RxNorm
40233947,1085694,triamcinolone 1 MG [Aristocort],Branded Drug Comp,Standard,0,200,Drug,RxNorm
40233952,1085703,triamcinolone 8 MG Oral Tablet [Aristocort],Branded Drug,Standard,200,200,Drug,RxNorm
40233953,1085702,triamcinolone 8 MG [Aristocort],Branded Drug Comp,Standard,0,200,Drug,RxNorm
40122520,543529,triamcinolone Injectable Suspension [Robalog],Branded Drug Form,Standard,0,200,Drug,RxNorm
40234102,1086114,triamcinolone Injectable Suspension [Triamonide],Branded Drug Form,Standard,0,200,Drug,RxNorm
45326635,545691774,triamcinolone acetonide .25mg/g TOPICAL CREAM,9-digit NDC,Non-Standard,200,200,Drug,NDC
46366198,7130226,triamcinolone acetonide .25mg/g TOPICAL CREAM,9-digit NDC,Non-Standard,200,200,Drug,NDC
45071104,548681590,triamcinolone acetonide .25mg/g TOPICAL OINTMENT,9-digit NDC,Non-Standard,200,200,Drug,NDC
40233957,1085714,triamcinolone acetonide 0.00025 MG/MG Topical Ointment [Kenalog],Branded Drug,Standard,200,200,Drug,RxNorm
40233959,1085713,triamcinolone acetonide 0.00025 MG/MG [Kenalog],Branded Drug Comp,Standard,0,200,Drug,RxNorm
35520350,71205010880,triamcinolone acetonide 0.001 MG/MG Topical Ointment,11-digit NDC,Non-Standard,200,200,Drug,NDC
45904090,33261042101,triamcinolone acetonide 0.001 MG/MG Topical Ointment,11-digit NDC,Non-Standard,200,200,Drug,NDC
40233979,1085734,triamcinolone acetonide 0.005 MG/MG Topical Ointment [Kenalog],Branded Drug,Standard,200,200,Drug,RxNorm
40233981,1085733,triamcinolone acetonide 0.005 MG/MG [Kenalog],Branded Drug Comp,Standard,0,200,Drug,RxNorm
44430767,363081101,triamcinolone acetonide 0.055 MG/ACTUAT Metered Dose Nasal Spray,11-digit NDC,Non-Standard,200,200,Drug,NDC
44865836,52959019903,triamcinolone acetonide 0.25 MG/ML Topical Cream,11-digit NDC,Non-Standard,200,200,Drug,NDC
45053337,53217004101,triamcinolone acetonide 0.25 MG/ML Topical Cream,11-digit NDC,Non-Standard,200,200,Drug,NDC
44447306,440025145,triamcinolone acetonide 1 MG/ML Topical Cream,11-digit NDC,Non-Standard,200,200,Drug,NDC
45862712,63187005315,triamcinolone acetonide 1 MG/ML Topical Cream,11-digit NDC,Non-Standard,200,200,Drug,NDC
45326109,52959009680,triamcinolone acetonide 1 MG/ML Topical Cream,11-digit NDC,Non-Standard,200,200,Drug,NDC
45378926,55700006715,triamcinolone acetonide 1 MG/ML Topical Cream,11-digit NDC,Non-Standard,200,200,Drug,NDC
44448802,50090029501,triamcinolone acetonide 10 MG/ML Injectable Suspension [Kenalog],11-digit NDC,Non-Standard,200,200,Drug,NDC
45348899,682588903,"triamcinolone acetonide 10mg/mL INTRA-ARTICULAR; INTRALESIONAL INJECTION, SUSPENSION",9-digit NDC,Non-Standard,200,200,Drug,NDC
44849550,548682742,triamcinolone acetonide 1mg/g DENTAL PASTE,9-digit NDC,Non-Standard,200,200,Drug,NDC
45145574,1680004,triamcinolone acetonide 1mg/g TOPICAL CREAM,9-digit NDC,Non-Standard,200,200,Drug,NDC
44486591,662670935,triamcinolone acetonide 1mg/g TOPICAL CREAM,9-digit NDC,Non-Standard,200,200,Drug,NDC
46366200,7130676,triamcinolone acetonide 1mg/mL TOPICAL LOTION,9-digit NDC,Non-Standard,200,200,Drug,NDC
45843210,604320561,triamcinolone acetonide 1mg/mL TOPICAL LOTION,9-digit NDC,Non-Standard,200,200,Drug,NDC
36497060,70801000302,triamcinolone acetonide 32 MG Injection [Zilretta],11-digit NDC,Non-Standard,200,200,Drug,NDC
44466437,50090025600,triamcinolone acetonide 40 MG/ML Injectable Suspension [Kenalog],11-digit NDC,Non-Standard,200,200,Drug,NDC
44432811,63187066101,triamcinolone acetonide 40 MG/ML Injectable Suspension [Kenalog],11-digit NDC,Non-Standard,200,200,Drug,NDC
40234047,1086242,triamcinolone acetonide 40 MG/ML Injectable Suspension [Robalog],Branded Drug,Standard,200,200,Drug,RxNorm
40234055,1086115,triamcinolone acetonide 40 MG/ML Injectable Suspension [Triamonide],Branded Drug,Standard,200,200,Drug,RxNorm
40234069,1086241,triamcinolone acetonide 40 MG/ML [Robalog],Branded Drug Comp,Standard,0,200,Drug,RxNorm
40234077,1086113,triamcinolone acetonide 40 MG/ML [Triamonide],Branded Drug Comp,Standard,0,200,Drug,RxNorm
45826095,493490946,"triamcinolone acetonide 40mg/1 INTRAMUSCULAR INJECTION, SUSPENSION",9-digit NDC,Non-Standard,200,200,Drug,NDC
45811121,216950360,"triamcinolone acetonide 40mg/mL INTRA-ARTICULAR; INTRAMUSCULAR INJECTION, SUSPENSION",9-digit NDC,Non-Standard,200,200,Drug,NDC
44489811,687880636,"triamcinolone acetonide 40mg/mL INTRA-ARTICULAR; INTRAMUSCULAR INJECTION, SUSPENSION",9-digit NDC,Non-Standard,200,200,Drug,NDC
45832465,521250712,"triamcinolone acetonide 40mg/mL INTRAMUSCULAR INJECTION, SUSPENSION [kenalog-40]",9-digit NDC,Non-Standard,200,200,Drug,NDC
45851306,661160471,"triamcinolone acetonide 55ug/1 NASAL SPRAY, METERED",9-digit NDC,Non-Standard,200,200,Drug,NDC
46369425,693290250,"triamcinolone acetonide cream, dimethicone cream KIT",9-digit NDC,Non-Standard,200,200,Drug,NDC
40234798,1085691,triamcinolone diacetate 25 MG/ML Injectable Suspension [Aristocort],Branded Drug,Standard,200,200,Drug,RxNorm
40234799,1085689,triamcinolone diacetate 25 MG/ML [Aristocort],Branded Drug Comp,Standard,0,200,Drug,RxNorm
45232734,456106005,triamcinolone diacetate 40 MG/ML Injectable Suspension,11-digit NDC,Non-Standard,200,200,Drug,NDC
44877992,10715004205,triamcinolone diacetate 40 MG/ML Injectable Suspension,11-digit NDC,Non-Standard,200,200,Drug,NDC
45011850,781303771,triamcinolone diacetate 40 MG/ML Injectable Suspension [Aristocort],11-digit NDC,Non-Standard,200,200,Drug,NDC
45148092,781303775,triamcinolone diacetate 40 MG/ML Injectable Suspension [Aristocort],11-digit NDC,Non-Standard,200,200,Drug,NDC
44878511,12698105500,triamcinolone hexacetonide 20 MG/ML Injectable Suspension [Aristospan],11-digit NDC,Non-Standard,200,200,Drug,NDC
42538571,762304009,Injection of triamcinolone hexacetonide into knee joint,Procedure,Standard,197,197,Procedure,SNOMED
41330003,OMOP2527965,1 ML Triamcinolone 10 MG/ML Injectable Solution [Volon A] Box of 1 by Emra-Med,Marketed Product,Standard,195,195,Drug,RxNorm Extension
41038258,OMOP2236220,Triamcinolone 8 MG Oral Tablet [Volon] Box of 20 by Beragena,Marketed Product,Standard,194,194,Drug,RxNorm Extension
37898365,99986998,Triamcinolone acetonide with gramicidin and neomycin cream,Gemscript THIN,Non-Standard,194,194,Drug,Gemscript
37878428,95138998,Triamcinolone acetonide cream,Gemscript THIN,Non-Standard,191,191,Drug,Gemscript
37861499,85754998,Triamcinolone acetonide 50mg/5ml suspension for injection vials,Gemscript THIN,Non-Standard,185,185,Drug,Gemscript
19089689,333401,triamcinolone 4 MG/ML,Clinical Drug Comp,Standard,0,183,Drug,RxNorm
19065985,259054,triamcinolone 4 MG/ML Injectable Suspension,Clinical Drug,Standard,183,183,Drug,RxNorm
44210583,OMOP3087306,101000 MG Triamcinolone 0.00025 MG/MG Topical Cream,Quant Clinical Drug,Standard,0,179,Drug,RxNorm Extension
44211304,OMOP3088027,101000 MG Triamcinolone 0.00025 MG/MG Topical Cream Box of 1,Quant Clinical Box,Standard,0,179,Drug,RxNorm Extension
44213595,OMOP3090318,101000 MG Triamcinolone 0.00025 MG/MG Topical Cream [Volonimat],Quant Branded Drug,Standard,0,179,Drug,RxNorm Extension
44214290,OMOP3091013,101000 MG Triamcinolone 0.00025 MG/MG Topical Cream [Volonimat] Box of 1,Quant Branded Box,Standard,0,179,Drug,RxNorm Extension
44213904,OMOP3090627,101000 MG Triamcinolone 0.00025 MG/MG Topical Cream [Volonimat] Box of 1 by DermaPharm,Marketed Product,Standard,179,179,Drug,RxNorm Extension
41353314,OMOP2551276,5 ML Triamcinolone 40 MG/ML Injectable Solution Box of 1,Quant Clinical Box,Standard,0,177,Drug,RxNorm Extension
41352926,OMOP2550888,5 ML Triamcinolone 40 MG/ML Injectable Solution [Volon A],Quant Branded Drug,Standard,0,177,Drug,RxNorm Extension
41355635,OMOP2553597,5 ML Triamcinolone 40 MG/ML Injectable Solution [Volon A] Box of 1,Quant Branded Box,Standard,0,177,Drug,RxNorm Extension
41360177,OMOP2558139,5 ML Triamcinolone 40 MG/ML Injectable Solution [Volon A] Box of 1 by DermaPharm,Marketed Product,Standard,177,177,Drug,RxNorm Extension
45092931,68115094830,Nystatin 100000 UNT/ML / Triamcinolone Acetonide 1 MG/ML Topical Cream,11-digit NDC,Non-Standard,171,171,Drug,NDC
41493607,OMOP2691569,40000 MG Triamcinolone 0.00025 MG/MG Topical Solution Box of 1,Quant Clinical Box,Standard,0,166,Drug,RxNorm Extension
41494818,OMOP2692780,40000 MG Triamcinolone 0.00025 MG/MG Topical Solution [Polcortolon N] Box of 1,Quant Branded Box,Standard,0,166,Drug,RxNorm Extension
41494864,OMOP2692826,40000 MG Triamcinolone 0.00025 MG/MG Topical Solution [Polcortolon N] Box of 1 by Infectopharm,Marketed Product,Standard,166,166,Drug,RxNorm Extension
